"Stadtteil";"u_intervall_1";"u_intervall_2";"u_intervall_3";"u_intervall_4";"u_intervall_5";"o_intervall_1";"o_intervall_2";"o_intervall_3";"o_intervall_4";"o_intervall_5";"mean_1";"mean_2";"mean_3";"mean_4";"mean_5";"median_1";"median_2";"median_3";"median_4";"median_5"
"Büsnau";1132,01803348702;683,543458316796;167,398507547277;32,5970588956495;8,48167603481966;1311,59135912149;823,97335822792;193,647784369778;42,6248967106706;14,6184353245298;1235,71781036749;741,173146765815;179,208050231214;36,5632268686931;12,3377657667864;1252,08617985365;726,366956758118;177,660878787316;35,3305787104968;13,2644835163295
"Cannstatt-Mitte";1068,38526613794;1338,78389993794;498,846729018068;110,977526340155;29,5853806769909;1314,16571427043;1506,32965084893;551,661422679159;135,919006865703;52,2453343828435;1195,33897164005;1410,58963315053;523,812893948988;122,373970805728;42,8845304547046;1200,11953803517;1396,51064227653;522,117385831781;121,110093397256;45,2012044838663
"Chausseefeld";399,169630317458;330,858954832977;81,4168344469905;17,4246385757915;4,58053322534109;413,962627410121;337,684959477255;93,99583719924;18,4118406667206;7,22575701731376;407,126104710597;333,643480053078;87,1880392379438;17,9649263076227;6,07744969075884;407,784899824488;332,904095227151;86,5782785495067;18,0198518209952;6,28251389008992
"Dachswald";1874,57561819646;1163,47381007698;276,305744977843;52,6117956615449;13,6696908400911;2150,71297691985;1372,84514364279;319,885499595428;70,3306018316402;24,6145902114701;2027,59552019682;1252,78929597841;297,078297912325;60,2123480743817;20,32453783806;2045,18519388937;1234,7067302355;295,881445707254;58,7313472835455;21,7155934995652
"Degerloch";4397,51663202397;1680,68608749333;312,307617239141;57,6290445040412;15,2565268951614;4721,1985880602;1950,05478618079;360,635100302287;75,2850599897159;25,1993448471701;4614,51349108027;1769,37732052455;335,327375910593;64,4295799559372;21,3522325286501;4679,40276288989;1715,26777192161;333,981513722216;62,0443184371827;22,6749344786316
"Diemershalde";646,985870556477;751,346655104422;260,520171691012;55,3944199424236;18,6159638792936;711,080420380014;813,478601269792;305,857402907452;70,5860446649764;26,1998898577658;680,581764371411;771,804415102049;276,933903260909;63,7922746989668;21,8876425666642;682,403668963371;759,324164413745;269,575216156999;64,7358539875161;21,275543387999
"Dobel";1303,85140631518;1498,72500819086;511,916616407151;108,900844446757;36,4197124992966;1432,38826191892;1621,29498220929;601,954121823772;138,233647147171;51,2003037924487;1373,11903129708;1538,13714754774;545,658794839486;125,178357408179;42,9066689075185;1379,00043974416;1512,40438560382;532,39223686775;127,073782833138;41,843916862396
"Dürrlewang";1564,5136565113;909,591914966956;218,256930823285;42,2272779608989;10,9999953134674;1826,16733538167;1113,27061109157;257,82008121664;56,5109623615641;18,9149748986239;1717,90785088646;991,957804164213;235,297689431168;47,7549065292548;16,0817489889045;1744,45768022761;969,047852558275;232,073199326704;45,8558316681058;17,4044123805032
"Espan";1175,32683128317;1357,67361347021;475,874447069699;103,808364226832;27,7071697941279;1494,4642082651;1568,37589773841;543,669865204744;134,404702698322;49,8816724656772;1344,03276127097;1448,98670867223;510,487334797842;117,487329851243;41,0058654077114;1354,7824571496;1432,47135934038;511,328721457396;115,582384426143;43,6075645580748
"Fasanenhof";2510,89604746531;1637,3634777207;435,221530971536;79,5853101847658;22,7622835122719;3112,5818560991;2098,72018987321;532,303977204328;120,786980412888;46,9408116489107;2855,95723259231;1828,22589021251;479,878415224141;101,417258309198;34,5212036618473;2907,97873942773;1781,38360364257;475,308604796152;102,865626556693;34,1325637574426
"Fasanenhof-Ost";16,0783673155123;14,8898703897364;4,32866171507739;0,817792340204417;0,259145807979501;18,6396613287115;16,5986568271311;4,99912961479532;1,1991516977296;0,481140861086291;17,2048257114344;15,698935436344;4,71341848062697;1,03020156203882;0,352618809555832;17,0234273459315;15,6456081750619;4,77168061673357;1,05576573035859;0,332001721347522
"Feuerbacher Tal";1509,88237186453;1428,09693990472;417,211890036437;92,7142171184152;24,634658280854;1911,05833099529;1703,3278851102;523,607884644291;123,757062119765;39,1505737490569;1757,98998929157;1534,18682644487;469,098479354659;102,659185305944;35,0655196029593;1813,89544559941;1497,09790166534;467,555646430301;96,0986508198892;38,798347353552
"Feuerbach-Mitte";2074,3656647453;2023,52758959306;600,97781979117;137,433136302118;36,5305882523028;2613,04123475785;2398,06199529838;751,363519394676;178,509311958527;57,5103520910955;2411,91205026933;2166,20477115325;678,923084138791;149,74127739272;51,218817045909;2492,15746264315;2113,74592257388;682,161218898635;140,058987113188;56,1580486626266
"Feuerbach-Ost";122,973310447135;140,248824871943;43,4236175914709;10,2288862251994;2,71255736677956;143,720146181028;154,445483187705;52,0187611428137;12,1549135999491;4,30638055244859;135,379732319258;145,662347363942;48,4260109534738;10,8127076207706;3,71920174255524;137,771501737113;143,680221874669;49,2552128197462;10,3665990421781;3,96594619307425
"Feuersee";2411,43694530395;1713,83814835606;431,791258377328;80,3506903211063;21,4191847491482;2625,38498618152;1884,15621084761;450,29668650718;100,03972465868;38,3092070868426;2529,14567442136;1785,00306031781;441,275163378642;90,1242123389964;30,4518895431956;2541,77474345502;1768,5393905719;441,54715271557;90,0406886320589;31,143293808137
"Flohberg";270,580292494679;340,769540351929;118,790578954108;25,5027142896541;6,85760749586299;396,0254608662;408,589592012175;155,81785436062;40,2147369195848;13,7530313754401;343,58789830948;368,853656662735;133,365326543992;31,2820300149649;10,9110884688278;355,687923755409;361,999645463539;128,73133817532;29,427094027136;11,6237579196234
"Frauenkopf";197,441648169422;220,104710859566;69,1454504288623;14,7777246207879;3,97945826036215;319,992655830422;287,842224556153;107,109903759388;27,0527532013061;8,55347031373079;267,721310101189;249,192009877664;84,7538689190402;19,5449245807089;6,78788652139801;278,31443727915;243,566765371551;80,7846828307052;17,9327900744288;7,40132444416454
