"Stadtteil";"u_intervall_1";"u_intervall_2";"u_intervall_3";"o_intervall_1";"o_intervall_2";"o_intervall_3";"mean_1";"mean_2";"mean_3";"median_1";"median_2";"median_3"
"Hohenheim";228,25154354406;95,649981691526;103,806987623977;316,450443029906;119,48658403081;172,44327331758;273,744498538769;108,457657908524;134,797843552708;273,423433054855;108,828532088307;133,602109794549
"Höhenrand";638,020789403404;324,834788269578;459,001447050598;1100,49862649056;448,835430588873;831,716322981029;884,530415555986;395,584140624462;609,885443819552;898,620633763491;400,125920198091;588,066989650622
"Hohe Warte";1348,81730065028;567,817664293627;751,310174927919;2515,44660784449;908,925449133525;1636,81362868295;1990,73811579707;767,495336029959;1087,76654817297;2037,13161579958;785,051967892755;1028,49953292487
"Hölderlinplatz";1464,3265088784;748,027285247575;1075,27390179438;2363,14846323861;993,51412343648;1818,98015434022;1937,08464509887;886,200655313777;1377,71469958735;1961,3270071627;895,873523083683;1345,80621272639
"Im Geiger";1404,50664114186;574,016663184504;731,639732318701;2350,85176269321;859,051501880988;1459,30012518363;1927,72278266401;736,265073407856;1011,01214392813;1955,93906294135;746,737007553724;972,368551616324
"Kaltental";1722,53497625332;801,941020505329;1100,6224359733;2835,79449052758;1125,08354161626;1979,80052650643;2328,35738717691;986,327646085627;1445,31496673746;2362,79968147839;997,649097214766;1400,33794963307
"Karlshöhe";1784,95029023167;799,947408342963;1063,19024641486;2557,39690140029;1035,07406825286;1668,25899089893;2198,4817692198;928,36168850151;1317,15654227869;2213,97940316954;933,031296726718;1299,93525877046
"Kernerviertel";1884,33644423759;837,518454677224;1075,70825180319;2691,20414694734;1079,49261026341;1722,57655800077;2316,17326676373;968,149753577273;1353,676979659;2336,98569199361;971,007927780754;1335,9899283503
"Killesberg";384,759162222994;171,393630562782;232,615398815107;701,368025728935;263,150516056223;477,907040619434;557,971644760155;224,233609978029;327,794745261816;567,394336601841;227,962422986738;313,996032189614
"Kräherwald";1642,05525272623;829,547289632239;1192,73371777767;2986,87889623775;1195,12098978347;2302,98018125606;2356,12441478172;1040,18870872893;1624,68687648935;2390,57939741123;1055,86928257426;1569,77696510129
"Kurpark";1723,26514114947;699,517159660875;880,14213399419;2522,19671143356;951,386886601684;1500,40411232977;2156,10701196289;838,094511993368;1126,79847604375;2174,18857615108;844,322057717;1101,81532415113
"Lauchäcker";746,555510781941;391,414333328659;559,820467194473;1147,58916881222;497,671825225081;895,812557305453;955,509154078815;449,445427708589;705,045418212596;962,023314479577;452,031436914859;696,31357434841
"Lederberg";164,33306387207;79,2069598465019;104,85634874783;295,054263404699;114,498377594379;208,62769671508;234,056012894437;99,941575484161;146,002411621402;236,509854875633;101,596264026055;141,910271622741
"Lehen";3557,20703400538;1698,85477250321;2351,37480800753;5176,17243644294;2175,54097700327;3636,16018482386;4423,98286807338;1960,33846347978;2896,67866844685;4454,51164542775;1971,17403294417;2863,10751340286
"Lemberg/Föhrich";2183,50678455393;963,056745416242;1310,89317386721;3502,99094167893;1357,34386309016;2312,14987319476;2897,6654404235;1184,30470090524;1703,02985867126;2939,39259108374;1199,97171784717;1652,33835854625
"Lenzhalde";702,858680765271;316,978661798325;435,268222840598;1242,68693114943;473,816179262409;849,464479719549;999,972570348391;407,526612051881;597,500817599728;1014,35809984173;413,347779176423;575,249618813751
"Lindenschulviertel";301,170719650784;125,69210112135;155,239561013493;412,470205639668;159,53120977078;239,954052682764;360,256743207969;143,413436013885;191,329820778146;361,006710546641;143,80491079495;189,621934720032
"Luginsland";755,834281745647;331,04656316616;440,978899238136;1464,79435635141;532,038655378303;995,213652851699;1140,92741169232;448,982913860555;652,089674447126;1164,02745917365;458,234420914134;620,393113965702
"Möhringen-Mitte";2026,43869394061;914,531828503557;1214,76717871545;3208,27714969924;1257,16750298476;2168,4659242559;2662,54568652003;1106,68169896012;1594,77261451984;2697,48430135143;1118,32023035251;1550,24027855667
"Möhringen-Nord";869,63746965836;397,779325385028;545,31652473208;1640,24947271141;613,022474789659;1155,40758924635;1289,1380623247;524,436620636668;776,425317038636;1313,36818735537;533,912952759657;742,361796178039
"Möhringen-Ost";1659,58661747742;761,979645233269;1043,93179675923;3027,84535818567;1149,51038071473;2132,70150371819;2408,46375272989;987,283738515366;1453,25250875474;2455,31700162056;1003,72012702535;1391,36512215749
"Möhringen-Süd";916,474718089924;425,543353601055;593,067922880092;1681,04235035285;641,438932276861;1196,78691209306;1332,98809811905;550,954499021696;823,057402859249;1359,04587151793;559,865182650048;789,085939881944
"Mönchfeld";819,477920267427;344,079947097253;442,030745705753;1536,24309350316;547,605025122675;992,025547474353;1224,45822056767;461,172208235756;644,369571196572;1248,21185999401;469,440433571413;611,25323788007
"Mönchhalde";797,620292813713;358,231836868684;488,211888424812;1385,56630913721;528,347774849839;937,142536878958;1117,89839492182;456,771816350027;665,32978872815;1132,35251578956;463,023940437667;642,365127926352
"Muckensturm";816,575453956646;331,619272058677;422,14108955887;1376,38152238155;497,871646960518;845,244361748538;1121,68155605481;427,690273717937;585,628170227256;1136,34960100605;434,764399886902;564,846318625185
"Mühlhausen";915,014353490613;417,942625753543;555,313928051726;1562,47093784421;600,640389300712;1054,53835763015;1269,25800786386;522,551383683843;752,190608452301;1286,43884173235;529,270838430619;729,086039867266
"Münster";2082,86317883727;812,901924404512;961,941487194444;3348,60044892416;1197,57934769144;1939,30666220254;2788,73204166817;1022,23655111114;1355,03140722069;2833,4726630889;1032,87274823199;1298,28794055917
"Neckarvorstadt";1359,53247653123;527,173095757043;635,027360496421;1878,67684307988;696,909526114609;1020,62879678876;1642,26833492744;618,323047646993;796,408617425565;1649,87488644869;620,266920335091;783,825013812934
"Neue Vorstadt";420,61054701796;184,660258028471;236,102445074408;591,185876328796;235,423192761226;371,543349509443;511,512184304787;211,929957155483;294,55785853973;514,496637020588;212,309240452153;290,813926127605
"Neugereut";2304,15559060034;993,191108922951;1241,85936727504;4168,46502421738;1512,30191985525;2659,13950633662;3335,02335292763;1295,14763314058;1798,82901393179;3382,48811533961;1316,44899128149;1722,83369268409
"Neuwirtshaus";234,736892216135;93,1189385106248;116,730743065831;451,651574602029;156,622437091279;281,78903038303;355,171164263515;129,553069899422;178,275765837063;363,490535231007;132,1698680274;167,74582071149
"Nordbahnhof";683,91370800054;292,806550071286;377,903844880024;976,644135546126;383,875001255653;600,170920295482;846,371909271543;341,170685274555;468,457405453902;854,24900667257;342,409842064604;460,504303250015
"Oberer Schlossgarten";160,996457604407;74,0438357886683;98,6916528465208;253,584054575841;100,663787264493;172,677968304171;210,196794340361;89,0466358778352;128,756569781804;212,737303467969;89,8035325199293;125,636978383623
"Obertürkheim";1570,22815778862;699,968750519419;892,064480643496;2495,52430154423;960,978344706744;1615,84562740512;2064,81865493147;847,430484282105;1197,75086078643;2076,26641408866;858,751550633178;1169,53947502773
"Österfeld";422,393425602005;217,444070384607;306,209181957761;773,470090389158;310,187074924882;589,795906275303;610,061510701064;271,585558579023;419,352930719913;620,372851403027;275,314089141311;402,836337410743
"Ostheim";4546,89136730823;1933,71129051463;2536,25613727693;6965,04398264013;2671,79074726854;4377,11996746577;5850,82588996313;2349,99348439497;3282,1806256419;5952,79585485187;2372,14849298294;3181,8679293201
"Pfaffenwald";1425,33813037325;549,334736391128;567,097502850496;1989,03880059424;715,436190725451;989,343852985166;1709,55413919035;638,116385119576;762,329475690074;1712,38064215207;640,404961216344;757,310267316499
"Plieningen";2133,6833555;977,179894139439;1260,45611930613;3549,26284692772;1371,88500662105;2400,935493343;2877,16652550897;1203,38444552774;1732,44902896329;2905,23602083187;1218,506934258;1687,73484571265
"Pragstraße";138,993627836255;53,2394216536111;63,0288941682586;185,122463722495;68,9597413276097;97,1295416413538;163,583753267454;61,5995866868235;77,8166600457229;163,776144912788;61,8179340990313;77,1400121357065
"Rathaus";1350,58813390375;574,271294099714;714,966031372476;1895,53209365219;742,75225209204;1141,52883029553;1642,49873238083;663,806674223838;899,694593395335;1653,96431687302;664,96660222461;889,19222929794
"Relenberg";1717,43677004441;749,124999560323;994,886007289904;2675,27162018356;1039,20975243433;1743,86882011214;2241,45140292612;911,02879570022;1288,51980137366;2266,36391913307;919,547149504576;1248,52704923918
"Riedenberg";1584,83336126492;734,065192960196;1001,53363393948;2807,71963985571;1079,57899763095;1968,22879566121;2243,43522636786;935,339643844026;1380,22512978811;2277,02015270113;949,712540106721;1329,81498503965
"Rohr";2072,74881676541;1041,69987096319;1453,88570079547;3941,75201237311;1537,44029450734;2959,75110166413;3076,88274792026;1332,3393886003;2048,77786347944;3144,1233677881;1354,98181156504;1961,46597928255
"Rohracker";971,256969233089;434,132164655422;573,319122853671;1704,17130054968;640,885045467612;1141,00448591388;1371,4030868834;553,696506171477;792,900406945127;1393,85244435283;561,505384485655;767,588224323789
"Rosenberg";2742,7689638224;1362,82032672731;1897,42794569455;4191,32914718981;1767,5185283771;3119,03452409783;3508,02276443074;1588,75697225443;2410,22026331483;3542,72225109533;1604,58225291319;2372,51448658707
"Rosental";899,053986960354;452,926489435511;638,872143382321;1575,92373291782;635,280072087147;1181,683279588;1259,76159467903;558,378758901153;858,859646419816;1281,62313735027;565,577765163143;828,56135759524
"Rot";3255,04305996662;1265,012616886;1582,39965024232;5299,42943422834;1894,2252836819;3097,49206717524;4379,91958043742;1615,25210593307;2160,82831362951;4448,38108338347;1635,48549345316;2084,82587036504
"Rotebühl";3329,20698517588;1687,17759822869;2349,84715563764;4991,78068697313;2141,49219135648;3733,36552703247;4211,27918362922;1936,23364824426;2939,48716812652;4244,86099418163;1951,95680205328;2904,28418511172
"Rotenberg";210,303793620672;97,0453993775125;131,003960125457;363,797721976318;140,904016187304;251,441314863386;293,246158639425;122,160832182885;178,59300917769;297,561001297698;124,027925998506;172,899555628618
"Schmidener Vorstadt";2075,13108122575;815,767383871999;1005,22966658422;3064,59288732572;1126,37525758389;1754,36287812386;2616,17114268427;986,680150215281;1300,14870710045;2639,43568776014;995,15670047715;1267,62749416997
"Schönberg";362,646631602483;179,254162091865;255,109336927;667,106662124462;262,777735883064;497,828390065224;526,954861162376;227,758734959523;351,286403878101;536,733370108216;230,789134880625;339,423772735687
"Seelberg";2633,18454198877;1064,97563757164;1340,76568458736;3905,76780187827;1463,32883825022;2303,02955088216;3324,57481223987;1285,26170166744;1725,16348609269;3359,32384758726;1295,60695521207;1684,09267667078
"Siegelberg";205,392568109007;84,1252373621295;106,070237047551;329,758449755876;121,085072975469;199,326270507924;272,77253809903;105,167873617438;143,059588283532;276,365730453076;106,583210236281;139,00028606524
"Sillenbuch";2059,9270807182;972,142616904973;1334,40143811503;3859,46654143914;1471,38285043773;2748,79962614311;3032,55299191453;1263,40287635631;1887,04413172916;3081,03190758207;1285,59251702507;1810,75690348611
"Solitude";20,7387528095911;10,3878012178863;14,5643271681897;30,7567473559758;13,184639881901;22,873254658372;26,0056850466853;11,9350978452175;18,0592171080972;26,148071021462;12,012270776864;17,8045288236748
"Sommerrain";968,87833081781;397,933742170274;506,38450968085;1735,67826396148;622,765390807708;1088,65358333295;1392,58099058963;528,392082306368;730,026927103999;1414,68420051522;537,050689243935;698,390284376877
"Sonnenberg";924,40090767832;449,787714229686;633,231224250735;1732,43033176611;672,83412233102;1277,29512803932;1365,24899117485;579,377319369351;881,373689455795;1390,08586598369;588,77781763603;846,558535992115
"Stammheim-Mitte";2410,52340904193;827,974603452022;872,513493831422;3927,00620393665;1292,28059254903;1972,10393618826;3239,75461580915;1076,39136934911;1331,85401484174;3281,39173022592;1082,9015483462;1297,65695860896
"Stammheim-Süd";1744,34712978359;594,724229109903;616,611081178187;2876,34907688846;939,555409824148;1426,73728476784;2360,43944068398;782,021911004212;949,538648311811;2386,63251731126;788,556082821056;925,382055911708
"Steckfeld";577,029459450825;275,20973761124;365,862030951602;923,298548191948;370,777094348364;646,761645508341;760,604123808484;328,612090500082;483,783785691434;768,320245972001;331,563431916584;473,153512091869
"Steinhaldenfeld";1050,57924942649;433,519596679499;540,889162861259;1822,7305637652;659,15399547794;1135,12183512526;1475,94033281533;562,628189794824;768,431477389843;1502,80828964515;570,952965127356;734,795478990507
"Sternhäule";26,9389896852216;12,9828122551501;18,5068386300344;39,8973855347861;16,9491415793088;28,9616942536436;33,8919032835448;15,2179396699984;22,8901570464568;34,0431187246257;15,351045676394;22,488321210853
"Stöckach";1622,05590680955;695,465954935232;899,791254653464;2329,95209748388;915,938527482386;1430,10133211879;1994,55769084636;816,688891571765;1126,75341758187;2012,566093543;820,943899003518;1108,03737376253
"Südheim";1623,33357288286;753,738837417793;1030,57452910142;2510,30642199932;1010,70438594469;1716,30069635658;2109,01093150046;895,844601710184;1307,14446678936;2137,15349802433;903,705708345663;1273,99757700912
"Tränke";61,5143683857841;29,5070236977726;39,7369036967779;104,059751326073;41,1348880699805;74,1903298909179;83,7572495966732;36,2209332125718;54,021817190755;84,8759886945113;36,6905828536996;52,5713191625857
"Uhlandshöhe";795,194157019646;359,254011331372;481,741462233995;1238,72694230911;490,12826559512;827,072458684821;1030,12937500599;433,395641148001;624,47498384601;1044,82697366143;436,81314209081;610,392510852992
"Uhlbach";815,682408037446;378,893474537886;502,195092550987;1508,10659426892;567,609645949115;1041,72551767662;1191,62145756471;488,927378742658;717,451163692629;1207,69961077248;499,546956507569;693,762947957659
"Universität";209,980966691093;90,4334685016397;111,086592376291;291,420302344568;114,349272415339;175,313507412959;252,900496196187;103,175276098228;138,924227705585;253,9538460223;103,33114783406;137,961136800987
"Untertürkheim";2373,06830288392;988,28885644394;1256,17226570286;3725,88842496917;1392,3772296141;2259,56285572889;3118,40705462791;1213,66209140585;1657,93085396624;3156,3758391262;1223,47967704341;1608,87241012311
"Vaihingen-Mitte";1697,0807777312;833,350916724888;1161,80183464232;2806,36801817076;1137,65955385973;2046,32572321489;2291,88769165935;1006,34326999875;1518,76903834189;2326,62016029717;1017,91565676206;1473,05855742062
"Veielbrunnen";788,385920420717;294,311607913777;349,326648420789;1077,30717000468;391,746812006408;563,401104122318;945,440537476649;346,537546004437;438,021916518915;946,941365059641;347,387132028877;431,570779866952
"Vogelsang";2716,45111919265;1389,24748584551;1949,10878422072;4021,4138925832;1746,22170432203;3055,48608610792;3397,78102708557;1583,85515393624;2422,3638189782;3422,10261934979;1595,96578391697;2395,32944581902
"Waldau";767,264393897347;375,060058541174;530,026384063563;1370,20265674823;543,06123248507;1016,373099499;1089,23253687373;472,341122883569;721,426340242697;1102,21197887793;479,818044977419;702,516388319635
"Wallgraben-Ost";106,829971850029;48,2056073613343;63,2777837069524;170,530229896708;66,8316710751152;114,496638687977;141,790213172268;58,7275028311472;83,4822839965847;143,439943634851;59,3860059607895;81,1084166548248
"Wallgraben-West";160,816451091107;71,3098276393436;89,3666489673162;256,243539584344;98,034748431312;164,315143543822;211,959997033528;86,3107719546629;120,72923101181;214,518662742256;87,232184277302;117,216629607888
"Wangen";2850,99417088925;1110,20994998443;1343,87968689037;4491,4425624613;1613,80006103967;2570,47144081086;3770,86423460177;1385,84088291403;1825,29488248419;3821,22056288299;1400,71057660895;1768,95887166311
"Wasen";93,1184605420432;34,9008249627964;38,0017493083101;119,455188907809;43,354811362003;57,9379179694779;106,890110135482;39,252724057288;46,8571658072298;106,914822705115;39,3263375716576;46,5487763876561
"Weilimdorf";5037,3350597728;2156,14000684747;2832,11232780524;8532,04242900318;3186,95571235784;5534,53973389664;6949,85174513362;2751,46338582656;3859,68486903982;7065,57636322245;2785,63541357051;3726,92703214376
"Weilimdorf-Nord";156,357591323382;65,1546682032891;79,0277475145284;205,349462567888;80,8365861431715;116,373906640722;182,127726132869;73,2445900617974;95,6276838053337;182,284196307774;73,3001542633833;95,0358903643609
"Weinsteige";584,134500569145;282,546146297916;403,75857129355;1087,77956892251;423,659546927991;797,874025668776;856,522336602889;365,970837860313;557,506825536798;872,261894501815;372,443392827041;535,561230387814
"Weißenhof";756,120191954418;332,453734822389;452,8881001507;1374,88232048082;512,891720835309;923,025351221065;1100,43089051828;435,771359106095;632,797750375627;1119,30031776354;442,317962350579;605,225269149427
