"Stadtteil";"u_intervall_1";"u_intervall_2";"u_intervall_3";"o_intervall_1";"o_intervall_2";"o_intervall_3";"mean_1";"mean_2";"mean_3";"median_1";"median_2";"median_3"
"Untertürkheim";2116,45306851702;927,726225941816;1190,07478334124;2688,46704101848;1124,05679354692;1639,55942847487;2413,82029300015;1029,9983804207;1395,18132657914;2419,92336432913;1032,76521799561;1387,44832618672
"Vaihingen-Mitte";1579,18140253793;821,562842003067;1164,18509913926;2080,90891615632;970,012012798675;1581,15593863525;1834,71933556125;901,191607784808;1352,08905665394;1841,76692690853;903,039318382712;1344,30863766302
"Veielbrunnen";727,15860599467;280,116833442826;334,984833940126;871,100064928407;338,058926800966;441,494880850931;798,692895756947;309,271859464426;387,035244778626;797,116903435513;309,940577972441;387,293418586387
"Vogelsang";2355,79940821397;1284,59534173471;1911,27871398638;2997,32384970661;1491,57772268826;2463,81674236583;2693,9863865137;1392,29458357534;2164,71902991096;2696,97876333249;1393,23733361503;2158,31634481327
"Waldau";695,406519148287;368,97123151887;531,162519422177;947,116474993898;443,205979331797;737,102974819471;824,112956242574;409,586803200731;623,300240556694;825,768071571711;410,575277210365;619,532992398299
"Wallgraben-Ost";106,680971355521;50,4948421866704;67,2420694395063;133,425840655492;59,3422950538937;89,2799492643722;120,186341229326;55,1459045027739;77,6677542678998;120,208174722667;55,2091497032438;77,4186304922901
"Wallgraben-West";114,318148256408;57,7874184868537;77,7176494187795;153,458823378231;68,9072100837502;109,327178571736;134,127803654662;63,6665715217125;92,2056248236257;134,452545036556;63,8108014394304;91,6364152213632
"Wangen";2583,89561684511;1074,0950810579;1306,84951244151;3285,65273545271;1316,58537052724;1868,70597558384;2935,70375431717;1201,96084528577;1577,33540039706;2939,73658107007;1203,75312390189;1577,82256409686
"Wasen";21,5697038819342;7,461789399207;8,11020771704868;27,3436788143512;9,55552368862856;12,077297498687;24,5075585141332;8,51347779398132;9,97896369188547;24,5135417608683;8,54660466405027;9,95101219913285
"Weilimdorf";4490,19232434692;2046,63487851299;2661,78994422624;5944,23731135933;2514,23011961054;3778,17374546183;5245,21643592012;2299,27970306851;3171,50386101137;5264,59816218772;2305,95045086332;3146,65616374572
"Weilimdorf-Nord";181,242320565688;74,8438830537737;90,7781810938311;224,341837789455;89,5693305204182;122,008859669189;202,691898821483;82,2787805162279;106,029320662289;202,730555233265;82,2788217400434;105,799987747338
