"";"Observation.No";"Observed.y";"Predicted.y"
"983";1119;1;1
"2466";1955;1;1
"65";1066;1;1
"453";670;1;1
"956";2700;3;3
"222";709;1;1
"1196";2706;3;1
"1121";286;1;1
"812";883;2;1
"2434";2796;1;3
"910";1462;2;1
"820";114;1;1
"3064";598;1;3
"1119";284;3;3
"2729";1399;2;1
"944";148;1;1
"2525";2053;1;1
"3030";173;1;3
"2915";1496;1;1
"1063";2240;2;1
"346";903;1;1
"570";838;3;1
"428";1638;1;1
"3007";467;1;1
"2308";833;3;1
"2630";324;2;1
"2114";74;3;3
"2612";2683;3;3
"3111";3072;1;3
"102";1069;2;1
"2878";762;1;1
"1016";2285;2;1
"321";349;3;1
"1913";2469;1;1
"2527";527;3;1
"150";1449;2;1
"1012";2702;3;1
"1809";2208;3;3
"1845";1667;1;1
"663";387;1;3
"2984";2690;2;1
"2809";2633;3;1
"2529";2734;3;1
"393";2662;1;1
"1823";1936;2;1
"497";2985;1;3
"1490";159;2;3
"2071";206;3;1
"2561";2054;1;1
"3065";599;2;1
"295";1098;3;1
"3045";2357;3;3
"1883";3079;3;3
"1372";39;3;1
"1693";3003;3;1
"644";352;3;3
"1340";374;3;3
"2341";940;3;3
"1003";2313;3;1
"2269";1484;1;1
"445";358;3;1
"2769";1320;3;1
"3012";1516;2;1
"140";1591;1;3
"563";988;1;1
"2084";2925;3;1
"1843";2919;1;1
"1210";1564;2;3
"1575";435;3;1
"307";245;3;3
"1338";2167;3;1
"788";310;3;3
"1528";2039;1;3
"1870";1735;1;1
"2763";2176;3;1
"2164";3094;1;1
"2563";1222;1;1
"2360";3062;3;1
"1803";2203;3;3
"3210";3108;3;1
"1505";609;2;3
"936";2760;1;1
"2866";2649;3;1
"443";1183;3;3
"2857";1822;3;3
"477";2739;2;3
"90";1254;2;1
"1148";2165;2;1
"2422";1821;3;1
"2747";2628;1;1
"1546";434;2;3
"1064";2241;1;1
"1729";1478;1;1
"633";579;1;1
"896";1919;2;1
"1444";2819;2;1
"2485";2478;3;1
"2904";1892;1;1
"2664";1111;2;1
"2139";1388;1;1
"761";2401;3;1
"520";1831;1;1
"772";1601;1;1
"2968";685;2;1
"2392";3119;2;1
"2654";2085;2;1
"296";124;2;3
"2845";1239;3;1
"2876";1828;3;1
"2263";2731;1;1
"23";1062;1;1
"11100";3121;1;1
"1495";2412;1;1
"1669";2615;1;1
"1281";2605;1;1
"689";1832;3;3
"1612";1364;1;1
"2349";2169;2;3
"468";2694;2;1
"1479";522;2;3
"2443";1543;1;1
"2494";2626;3;3
"2433";1540;3;3
"2582";644;1;3
"438";1725;2;1
"2000";1085;2;1
"3121";1303;1;1
"2848";1402;1;1
"50";1973;1;1
"302";130;1;1
"955";823;2;3
"1397";2455;1;1
"770";1599;2;1
"855";555;1;1
"2768";2301;3;1
"2460";2797;3;3
"3042";1154;1;1
"2631";325;3;1
"2374";2370;2;1
"2473";2022;3;3
"3079";698;2;3
"2006";593;2;1
"2528";1842;2;3
"2571";2425;1;1
"74";497;1;1
"1928";165;3;3
"2757";761;3;3
"1694";2910;2;3
"3085";2486;3;3
"1681";8;1;1
"292";895;3;3
"80";1720;1;1
"2814";2638;1;1
"2394";876;3;1
"2786";2857;1;1
"965";1561;1;1
"1577";2613;1;1
"2003";1385;1;3
"2559";1887;1;3
"806";1649;3;3
"1906";1466;1;1
"2191";2766;3;3
"384";818;1;1
"151";1594;1;3
"2723";778;2;3
"650";1071;2;1
"155";1269;1;1
"596";839;1;1
"1288";1107;1;3
"2539";263;2;3
"911";2006;2;3
"107";1263;1;1
"1440";2608;1;3
"1352";1330;3;3
"363";2736;1;1
"1318";563;2;3
"1475";1566;3;3
"163";15;2;1
"1908";65;3;1
"1785";2463;3;3
"1874";2466;3;3
"2888";1912;1;1
"2974";691;1;1
"2220";452;1;3
"1554";2906;3;1
"176";1994;2;3
"3023";2097;2;1
"2603";645;1;1
"1894";1315;3;1
"232";1844;1;1
"1647";929;3;1
"1321";962;1;1
"388";836;1;1
"2540";1702;1;1
"651";306;1;3
"1822";2712;1;1
"1187";2108;3;1
"2016";1684;3;1
"2166";2674;2;1
"1351";186;3;1
"2040";2848;2;3
"1931";447;1;1
"2997";2870;1;1
"2708";1340;3;3
"2538";262;3;3
"2717";3066;3;1
"2465";1954;3;3
"980";1528;2;3
"2752";2275;1;1
"1449";2012;1;1
"1873";2465;1;1
"2332";936;1;1
"2050";2544;3;3
"1634";2460;1;1
"2830";1151;1;1
"2728";1398;1;1
"2807";2252;2;1
"203";2970;3;1
"1956";813;2;3
"2575";2547;1;1
"1889";3058;1;1
"616";357;2;1
"193";1998;3;3
"2616";2433;1;3
"8";1118;1;1
"2287";2078;3;3
"234";768;3;1
"1797";2835;3;1
"1470";2110;2;1
"1922";2341;2;3
"945";1920;3;3
"3004";3020;1;1
"1199";890;1;1
"1229";6;3;1
"122";1986;1;3
"1902";679;1;3
"2576";1752;3;1
"1869";1048;3;3
"159";1762;1;1
"1455";2824;2;1
"405";1792;1;1
"506";2877;3;1
"402";1789;2;1
"2393";875;3;1
"671";359;3;1
"2792";546;3;1
"2970";687;1;1
"2350";1391;1;1
"2219";2929;1;1
"2949";1093;1;1
"2880";2862;3;1
"629";1520;3;3
"2893";2059;1;3
"1995";1679;1;1
"1266";2569;1;1
"2610";2681;3;1
"1562";3053;2;1
"1665";2831;3;1
"1944";1809;3;1
"340";1100;2;3
"1469";634;3;1
"1085";1034;3;1
"1222";957;2;1
"1133";2199;3;1
"117";2960;3;3
"562";987;2;1
"1260";2530;2;1
"2431";942;2;1
"2108";864;1;3
"1042";83;2;1
"3107";345;2;1
"693";842;1;1
"1568";397;3;3
"1264";632;3;1
"691";840;1;3
"1007";280;3;3
"1860";2018;1;1
"3001";2874;2;1
"3081";1830;1;1
"625";2320;1;3
"36";1972;2;1
"2638";215;1;3
"677";181;1;1
"924";2754;2;3
"2618";528;3;1
"3039";2553;1;3
"2325";1949;3;1
"324";1342;1;1
"2535";1012;1;1
"696";2665;1;1
"3097";1893;1;3
"2626";2934;3;3
"2929";331;2;3
"2202";2719;2;3
"3069";1829;3;3
"810";1652;2;1
"2032";2840;2;1
"1658";86;1;3
"2836";1551;3;1
"2399";1877;1;1
"3075";1963;2;3
"1401";607;3;3
"561";986;3;3
"740";1501;2;3
"3087";2100;2;1
"1689";1858;3;3
"1360";27;3;3
"255";669;1;3
"1725";1291;2;3
"2203";2045;1;1
"70";1977;1;1
"2667";1114;3;3
"1742";2115;3;3
"826";2778;1;1
"285";1901;3;3
"1916";2019;1;1
"1418";2989;3;3
"251";665;3;3
"2278";873;1;1
"1060";2406;3;1
"2070";1386;2;3
"308";246;3;3
"2281";2212;3;1
"1950";808;1;1
"1734";1293;2;1
"37";1241;2;1
"1243";3025;3;3
"1186";2763;2;1
"2033";2841;1;3
"2061";1049;1;1
"1762";2121;3;1
"3092";2311;1;3
"364";3097;1;1
"2977";694;3;1
"88";502;2;1
"1886";2619;3;1
"1439";2607;1;3
"2004";1618;1;1
"1059";1965;2;3
"2131";1701;1;1
"421";1631;1;3
"487";1103;1;3
"2936";2229;1;3
"1918";1337;2;1
"1268";926;3;3
"1839";189;1;1
"3033";176;2;3
"467";2000;1;1
"1096";2162;1;1
"1986";1816;3;3
"3006";2483;3;3
"233";767;3;3
"167";1764;2;1
"1664";806;1;3
"1698";568;1;1
"194";1121;3;1
"1959";313;3;3
"2231";3086;2;1
"1975";1581;1;1
"2545";1172;2;1
"1471";2111;3;1
"1515";2798;2;1
"2233";2168;1;1
"1415";1659;1;1
"3143";2181;1;1
"606";2319;3;1
"2715";2552;2;1
"1247";2537;1;1
"2369";659;2;3
"799";802;3;3
"2897";948;2;1
"2770";1321;3;3
"1521";354;1;3
"2917";1498;1;1
"104";1260;3;3
"2198";1743;1;1
"1579";2366;3;1
"942";3013;3;3
"1206";256;3;3
"515";1023;2;3
"2924";79;3;3
"2833";2941;3;3
"1912";2246;1;1
"1464";2782;2;1
"814";1187;3;3
"957";1209;1;1
"2093";752;2;3
"728";2064;3;1
"1473";1804;1;1
"727";110;3;3
"1980";3082;1;1
"889";2442;2;1
"1821";444;1;3
"2900";464;3;3
"3000";2873;3;1
"311";2950;3;1
"2790";1611;3;1
"1573";613;1;1
"844";554;2;1
"415";2315;1;1
"1961";315;1;1
"14100";2657;2;1
"550";2189;1;1
"2293";455;3;3
"1962";316;1;1
"2489";1396;3;3
"2320";2144;1;3
"2474";1299;3;3
"2408";2218;1;3
"1283";1605;3;3
"1259";521;3;1
"2201";1942;1;3
"657";2750;1;3
"2154";2043;1;3
"751";2034;3;1
"1191";1731;1;1
"1482";678;1;3
"1018";2888;2;1
"2869";2652;1;3
"1747";2120;1;1
"1753";724;1;1
"661";3073;3;1
"1545";825;1;1
"2837";2641;1;1
"1416";204;3;3
"2572";1089;2;1
"1269";1343;3;3
"2370";660;1;1
"2832";1153;1;1
"135";1447;3;1
"1314";1162;2;1
"1072";2410;2;1
"1274";1363;3;3
"1422";2951;1;1
"808";1651;1;1
"42";1243;1;1
"1099";2781;2;1
"932";1284;1;3
"237";743;1;3
"128";1443;3;3
"2183";236;1;1
"1726";3101;2;1
"504";2030;3;3
"1061";2407;2;1
"2199";1744;3;1
"872";647;1;1
"2905";1198;2;3
"2944";1175;2;1
"2190";243;2;1
"1721";1608;3;1
"613";276;3;3
"1501";1080;3;1
"360";1776;3;3
"1030";2806;1;3
"2196";1741;3;3
"2861";2645;1;1
"1253";2604;1;1
"3078";1517;3;3
"48";493;2;3
"100";507;2;1
"2397";796;2;3
"1366";33;1;1
"1929";616;3;1
"2926";328;3;3
"462";1139;2;1
"182";54;2;3
"374";2597;3;3
"1249";2264;1;1
"2724";2511;2;3
"1166";788;1;1
"1151";1504;2;1
"250";664;3;3
"632";578;1;1
"531";1201;3;1
"2294";2787;3;3
"2035";2843;2;3
"2511";1751;1;1
"1836";344;3;1
"1731";438;3;3
"1290";1109;3;3
"2451";619;2;3
"1363";30;2;3
"427";1637;3;1
"2634";2435;1;1
"1097";423;3;3
"968";910;2;1
"60";1975;1;3
"2693";2271;3;1
"962";2327;2;1
"3027";1407;1;1
"272";198;3;3
"2042";2850;2;1
"2565";1224;1;1
"316";200;1;1
"1402";1331;3;1
"401";1788;2;1
"1878";1134;1;3
"2590";2772;1;1
"367";62;3;1
"862";2887;2;1
"2851";1456;2;1
"2850";1404;1;3
"2815";2639;1;1
"274";1352;3;1
"2264";2732;2;3
"665";389;1;3
"907";2159;2;1
"3052";655;2;1
"2162";594;1;1
"714";1559;1;1
"2375";2371;1;1
"2593";2428;1;1
"1079";2332;2;1
"391";2660;3;1
"587";411;1;1
"2430";2982;2;1
"434";136;3;1
"3091";2310;1;1
"2810";2634;2;3
"2147";523;2;3
"2396";2216;3;1
"787";279;1;3
"161";1992;1;1
"1015";2284;1;3
"2938";2774;3;1
"2609";2354;2;3
"494";885;2;1
"2223";2476;3;1
"718";3011;1;1
"1517";430;1;1
"2398";1876;1;1
"707";308;2;3
"2260";261;1;3
"342";1102;1;3
"475";2737;3;1
"2877";2997;1;1
"2960";3019;1;1
"1303";1003;3;3
"2599";69;3;3
"1512";164;3;3
"377";1781;2;1
"399";1786;1;1
"1002";716;3;1
"754";2072;1;1
"2438";3034;2;1
"1584";1851;1;3
"1686";2616;2;1
"2301";1346;1;1
"59";1249;1;1
"32";1240;1;1
"1109";121;3;1
"1195";2705;3;1
"1343";150;3;3
"2544";1171;2;3
"1104";772;3;1
"1714";1365;1;1
"45";1718;1;1
"1963";317;3;1
"2652";196;3;1
"2318";1009;2;3
"275";1353;2;1
"344";1628;1;1
"785";2752;3;1
"643";2441;1;1
"1581";2367;3;1
"612";1124;2;3
"444";1184;1;3
"1011";2701;2;1
"1143";1001;3;1
"1497";1163;3;3
"2844";1238;3;3
"1936";228;3;3
"1784";1044;1;3
"40";481;1;1
"586";2560;3;1
"2665";1112;1;1
"2542";2126;2;1
"1998";1682;1;1
"126";48;3;3
"14101";3092;2;1
"376";1780;2;1
"695";1459;3;3
"270";1612;1;3
"2780";1324;3;1
"878";2565;3;1
"2031";2839;1;3
"2874";1826;3;3
"3048";1552;1;1
"2671";2935;3;3
"1518";431;3;3
"378";1782;1;1
"987";1211;3;1
"540";3103;1;1
"815";2402;1;1
"1240";924;2;1
"800";803;3;3
"1748";635;3;1
"2261";453;3;3
"419";95;3;1
"1373";40;2;3
"2403";1881;1;1
"2867";2650;2;1
"2299";2021;2;3
"951";5;3;1
"2991";763;3;3
"383";269;3;1
"1474";1805;1;1
"3094";2945;1;1
"148";1592;3;1
"1489";158;1;1
"206";982;1;1
"1659";87;2;1
"895";373;2;3
"347";904;1;3
"2928";330;1;3
"1438";1038;1;3
"2644";1609;3;3
"1884";1294;2;3
"253";667;3;1
"2155";524;1;1
"57";1247;2;3
"2429";2981;3;1
"2946";738;2;3
"241";1518;1;3
"1219";920;1;1
"1798";2123;3;1
"1339";2589;3;1
"699";1185;2;1
"1289";1108;1;1
"470";18;1;1
"2892";1574;2;1
"488";1104;1;1
"2222";1538;2;3
"947";2007;3;1
"1350";156;2;3
"183";55;2;1
"811";1653;1;1
"1045";1922;3;3
"1708";1344;1;3
"847";583;3;1
"2348";2531;3;1
"95";1255;1;1
"200";61;3;3
"905";21;3;1
"888";2666;1;1
"2633";2377;3;1
"215";702;2;3
"3017";894;2;1
"2475";654;3;3
"2445";1545;1;3
"1890";3059;1;1
"1132";2198;1;1
"805";417;3;3
"783";2192;3;3
"2983";797;3;1
"2471";2590;1;1
"1447";2364;1;1
"1644";2953;3;1
"1122";287;1;3
"1990";1674;2;3
"2062";1050;1;3
"1727";2519;1;1
"2316";2298;3;1
"2270";2048;3;1
"459";2236;3;3
"2072";1387;1;3
"2668";1115;3;3
"75";483;3;3
"551";2743;3;3
"1972";1237;3;3
"921";1579;1;1
"1952";810;1;3
"931";1283;3;3
"1736";64;3;1
"1472";2112;2;1
"1250";2334;1;1
"2384";852;3;3
"1171";587;3;3
"1542";1476;2;1
"1786";299;3;1
"637";994;2;3
"1140";515;2;3
"178";1452;1;1
"2386";854;1;1
"1904";681;1;1
"164";2966;2;3
"357";1200;1;3
"404";1791;2;3
"341";1101;3;3
"500";272;3;3
"134";1446;2;3
"325";1122;3;1
