"";"Observation.No";"Observed.y";"Predicted.y"
"2640";2392;3;1
"513";1021;3;1
"1743";2116;3;3
"1875";2467;1;1
"2412";2768;1;3
"403";1790;1;1
"1116";2163;1;1
"1396";2517;1;1
"85";1253;1;3
"977";1525;3;1
"1550";2977;1;1
"2243";3116;2;1
"3026";1406;1;3
"2153";1869;1;3
"1478";1532;1;1
"1765";296;3;1
"2365";1170;3;1
"1221";956;1;3
"1300";1131;1;1
"2629";2055;1;1
"719";1127;1;3
"607";2154;1;1
"1767";298;2;3
"2639";216;1;1
"2069";729;3;1
"653";277;1;3
"1525";2495;2;3
"2913";1494;2;1
"1261";2764;3;3
"3100";469;3;3
"1705";1043;1;1
"1805";638;1;1
"2134";1722;3;1
"1833";341;3;1
"1576";2612;1;3
"266";407;1;3
"1919";1338;1;1
"2456";2679;1;1
"1782";827;3;3
"2321";401;3;3
"2459";3006;1;1
"1816";2618;1;3
"1879";2290;1;1
"615";414;3;1
"1799";3056;1;1
"1484";353;1;1
"1282";1213;1;3
"2230";2421;1;3
"3088";3023;2;1
"2406";1298;1;3
"1149";2166;1;1
"2495";2627;2;1
"1076";422;3;1
"2275";870;1;1
"2553";1013;1;1
"567";1230;2;3
"1212";1035;3;1
"499";271;1;3
"1519";432;3;1
"1375";42;3;1
"2583";2130;1;1
"1648";930;1;1
"2835";2860;3;1
"1477";1850;1;1
"314";897;1;1
"1807";2206;3;3
"2053";1695;1;3
"2879";2861;1;1
"1217";919;1;1
"2351";1392;1;1
"3038";1624;3;1
"1407";3026;1;1
"2037";2845;1;3
"2149";1339;3;1
"2595";2430;2;1
"914";1308;2;3
"3101";470;3;3
"2076";1864;3;1
"1945";1810;3;1
"1427";3052;1;1
"1286";1310;1;1
"2470";2721;2;1
"2586";2771;2;1
"1006";512;1;3
"2601";1468;3;3
"2998";2871;1;1
"581";991;3;3
"2782";2251;3;1
"2335";2082;1;1
"2775";1890;1;3
"1637";2414;1;1
"451";3100;1;1
"584";1231;1;3
"13";1723;3;3
"789";2728;2;3
"2547";2221;2;1
"2288";2079;3;3
"327";2394;1;1
"668";2879;1;3
"204";1999;1;1
"724";107;3;3
"2596";2431;1;1
"2358";1873;1;1
"2841";2276;1;1
"2579";367;2;1
"1028";2405;1;1
"2726";1491;2;1
"1571";611;3;1
"2136";234;1;1
"1733";1292;1;3
"2135";233;3;3
"2703";2232;3;3
"2727";1397;1;1
"2922";1326;2;1
"1532";1335;2;3
"1146";2038;3;3
"1032";2808;1;1
"2823";2134;3;3
"1203";1847;2;1
"784";2751;1;1
"547";106;3;3
"1197";888;1;3
"1292";529;3;1
"2818";2303;2;1
"2641";2393;1;3
"2355";1196;1;1
"1390";1803;3;3
"2279";874;2;3
"2101";1193;2;1
"2910";264;1;3
"1278";1505;1;1
"2990";2866;1;1
"777";1643;1;3
"2825";2136;3;3
"1696";1147;2;1
"1578";2365;1;1
"1156";2263;3;3
"2767";3093;3;1
"1368";35;1;1
"2488";1218;2;1
"2731";1401;3;3
"1764";295;1;1
"2882";2864;1;1
"575";2153;3;1
"2589";2227;2;1
"708";309;3;1
"2907";3022;1;1
"34";479;3;3
"1176";848;2;1
"389";2658;1;1
"1991";1675;1;1
"501";273;2;1
"1384";717;1;3
"3024";2098;1;3
"1629";1506;2;1
"590";201;3;1
"1993";1677;3;1
"2178";1870;1;1
"1502";1081;2;1
"370";2593;1;1
"138";1990;3;1
"2427";2625;3;1
"2440";2853;1;1
"1251";2988;3;3
"1551";650;3;3
"1781";1380;1;1
"3020";2094;2;1
"1055";2890;3;1
"2132";2345;1;1
"1144";1073;1;1
"260";406;1;1
"1313";1161;1;1
"630";576;3;1
"1429";1606;1;1
"1537";2244;3;1
"44";1065;3;1
"39";480;2;1
"111";1265;2;1
"55";881;1;1
"3054";624;2;1
"2416";2172;2;3
"106";1262;3;1
"2372";662;1;1
"2181";2044;1;1
"3108";346;2;3
"277";1913;1;3
"535";142;3;1
"2843";463;1;1
"197";1772;2;3
"1611";1534;1;3
"2092";301;3;1
"1142";2567;1;1
"1364";31;3;1
"261";2776;2;3
"472";2557;3;3
"409";1796;3;1
"139";1448;1;3
"928";2758;1;1
"1964";617;1;1
"1393";2454;1;1
"1783";828;3;1
"365";1613;3;3
"310";248;1;1
"2060";1714;1;1
"1556";355;1;1
"1317";562;1;1
"1602";1854;1;1
"422";1632;3;1
"666";390;1;1
"1771";1370;1;1
"2078";1939;3;3
"2643";2174;3;1
"1683";10;2;1
"1458";1661;2;1
"1136";2533;2;3
"834";185;2;3
"711";995;2;1
"2410";2219;2;3
"118";1984;1;1
"2686";621;1;3
"3116";600;1;1
"1159";1711;1;1
"1536";2710;1;1
"114";1441;3;1
"143";1268;2;3
"3028";2875;3;1
"1459";429;2;1
"189";1769;1;1
"1164";2793;1;1
"67";1250;2;1
"1320";961;2;1
"83";499;3;3
"3021";2095;1;1
"1361";28;3;1
"129";1444;3;3
"1486";2902;1;3
"3104";2234;2;1
"2194";1739;3;1
"1653";2388;3;3
"2426";2350;3;3
"2967";2791;3;3
"2387";855;3;1
"969";911;1;1
"2205";1906;1;1
"2666";1113;3;3
"880";603;1;3
"68";496;3;3
"518";1026;2;3
"1624";2041;3;3
"1193";953;3;3
"73";1978;1;1
"1432";2456;2;1
"503";275;3;1
"254";668;2;1
"115";1983;1;1
"331";899;2;1
"1252";2707;3;3
"301";129;3;3
"1511";163;1;3
"994";253;3;1
"1983";1813;3;3
"1861";1465;1;1
"2212";753;3;1
"1687";2538;1;1
"345";379;1;3
"1029";2805;3;1
"1564";2827;1;1
"1801";2201;1;1
"3025";1405;2;3
"343";1627;2;1
"1739";826;2;3
"1435";2708;1;1
"1992";1676;3;3
"2081";2472;1;1
"1971";1008;3;3
"61";882;3;1
"1853";2920;3;1
"753";2071;1;1
"1868";1047;1;3
"1815";2617;1;1
"297";125;2;3
"2619";2795;3;1
"1295";2813;1;1
"1344";2582;2;1
"2027";1691;3;3
"523";2973;3;3
"119";1985;2;1
"1405";2570;2;1
"2783";2631;3;3
"2047";3004;2;1
"1526";2496;1;1
"93";504;3;3
"786";821;2;1
"2855";1492;3;3
"1230";1616;3;1
"385";819;3;1
"491";2397;3;1
"2110";1567;2;3
"2077";2576;2;1
"358";382;2;1
"1294";2812;3;1
"2512";1010;2;1
"1083";2894;1;1
"2952";2305;2;1
"1275";2448;1;1
"1297";3047;3;1
"1411";2518;3;1
"2493";2125;2;1
"890";1471;3;1
"1924";2343;1;3
"244";3010;3;1
"3144";3105;3;1
"927";2757;1;1
"2502";2250;1;1
"747";2070;2;3
"1182";861;1;1
"2896";947;2;3
"192";1997;1;3
"1503";608;1;1
"1311";960;1;1
"2295";2788;1;1
"2683";2937;2;1
"2806";172;2;3
"2407";2217;2;1
"1704";1042;3;1
"1911";831;1;3
"3086";2099;3;1
"2005";2956;2;1
"1335";2452;1;1
"498";270;1;1
"582";1355;3;3
"490";2230;1;1
"1267";395;1;1
"2513";458;1;3
"2523";366;1;1
"1004";510;2;3
"2607";2789;2;3
"879";584;1;1
"545";104;3;1
"279";1895;2;1
"1763";2122;1;1
"1864";1045;3;1
"2758";1548;1;1
"141";1267;3;1
"214";2587;2;3
"1173";589;1;1
"2215";1056;3;1
"842";552;1;1
"1009";1529;1;1
"3036";179;3;3
"3";978;3;3
"1618";2459;1;1
"2045";1317;3;3
"406";1793;1;3
"774";362;1;1
"1850";3104;2;1
"2789";2939;2;1
"1380";47;1;3
"1010";769;1;3
"1675";1617;2;1
"1915";446;2;1
"52";1244;3;1
"1302";3032;1;1
"2656";1014;3;1
"541";100;2;1
"1641";2416;1;1
"1831";339;1;1
"2477";1958;3;1
"683";2280;2;3
"542";101;2;1
"930";1282;1;1
"1376";43;2;1
"20";473;2;1
"2367";2124;1;1
"1791";443;1;1
"1053";1531;1;3
"2284";1512;3;3
"716";843;2;1
"1019";1285;1;1
"1826";2338;3;3
"640";2564;1;1
"3037";2943;3;1
"1677";565;3;1
"2420";1819;1;1
"1356";1656;1;3
"1834";342;1;1
"2885";2942;1;1
"322";350;1;1
"1614";1235;2;3
"424";1634;3;3
"1814";2075;1;3
"2158";2715;3;3
"2680";2506;2;1
"1370";37;2;3
"2581";643;1;1
"2934";879;1;1
"2605";2132;1;3
"2659";3064;2;1
"1759";2912;2;1
"1442";2610;2;1
"2024";1688;3;3
"1189";2491;2;1
"2442";1542;1;1
"553";2745;3;3
"1038";2361;1;1
"1854";2921;1;1
"1284";1926;2;1
"1113";2445;3;1
"320";348;1;1
"1555";1662;3;1
"47";492;2;1
"1896";2293;2;1
"1406";3036;3;1
"961";2326;1;1
"574";1031;2;3
"2482";1487;3;1
"3109";347;3;3
"1724";25;1;3
"2218";2420;3;3
"3077";2983;2;1
"1795";2914;1;1
"578";2259;2;3
"796";799;1;1
"2099";1192;2;1
"536";2256;3;1
"1246";2536;3;1
"2254";2932;2;1
"1324";427;1;3
"2020";166;3;3
"1617";2458;2;1
"2993";1018;3;3
"379";267;1;1
"2756";760;3;3
"850";2382;3;1
"2428";2980;1;3
"1436";2571;1;1
"2645";858;2;1
"2273";2209;1;1
"2404";1882;1;1
"225";1760;1;1
"758";2399;2;1
"1043";84;3;1
"3015";404;1;1
"736";844;1;3
"2994";2867;1;3
"1920";2247;1;1
"2236";540;1;1
"1017";2286;2;1
"2391";2215;3;3
"2105";1479;3;1
"1434";1454;3;1
"1075";421;1;3
"372";2595;1;1
"2887";1911;2;1
"756";145;1;1
"2206";1907;3;1
"1871";3057;1;1
"353";381;1;3
"1901";2498;1;1
"2251";2477;1;3
"3140";12;3;1
"1299";1130;1;1
"172";2967;1;3
"2469";1957;1;3
"2311";2623;3;1
"2227";2529;1;3
"634";580;1;1
"720";2885;3;1
"120";1442;1;3
"992";3115;1;1
"2195";1740;3;1
"198";1271;1;1
"647";2514;1;1
"1666";2832;1;1
"473";1277;2;3
"2778";1322;1;1
"804";416;3;1
"1330";3049;3;1
"2898";2060;1;1
"3114";1585;3;1
"1590";749;3;3
"867";420;3;1
"1174";2384;3;1
"1711";225;3;3
"1421";1215;2;1
"1051";2362;1;1
"703";392;1;1
"2674";2500;1;1
"1325";428;3;3
"1094";1845;3;1
"280";1896;1;1
"1710";224;3;3
"2931";2579;3;1
"2916";1497;3;3
"2824";2135;3;3
"252";666;3;3
"209";740;1;3
"127";1988;1;3
"3103";798;1;1
"1272";1361;1;1
"759";2400;1;3
"1802";2202;1;3
"2479";1347;3;1
"1392";1189;1;3
"2002";1384;1;1
"660";1356;3;1
"1865";1046;3;3
"273";199;1;1
"904";20;1;1
"2923";1623;2;1
"3910";3129;3;1
"2343";1747;3;1
"1976";1582;1;1
"2052";3110;2;1
"2492";642;2;1
"639";2563;1;1
"448";98;3;3
"765";996;3;1
"2174";2718;3;1
"2039";2847;1;1
"706";1834;2;3
"437";1724;1;3
"1671";291;3;3
"411";2183;1;1
"989";1837;2;1
"801";1204;2;1
"133";1445;1;1
"986";1210;1;1
"180";1596;1;1
"2811";2635;1;1
"351";2439;3;1
"1000";223;1;1
"2886";1910;1;1
"675";361;1;1
"1347";153;2;3
"2753";758;1;1
"2182";2347;1;3
"1345";151;2;3
"2901";465;1;1
"3112";1301;1;1
"2025";1689;3;1
"2209";2957;1;1
"861";3021;3;3
"43";1064;1;1
"2413";1569;3;1
"69";1251;3;3
"979";1527;3;3
"1657";85;2;3
"1719";1369;1;1
"2881";2863;2;1
"1827";2339;2;1
"1126";2193;1;1
"2608";2353;3;3
"2143";1511;3;3
"2121";451;1;3
"1323";1037;2;3
"1619";1312;1;1
"352";380;3;3
"2682";2936;2;3
"2580";2129;1;3
"778";1644;3;3
"2750";1514;2;1
"3099";1706;2;1
"1888";2621;1;3
"1527";7;1;1
"2987";2355;3;1
"1223";958;3;1
"2048";2542;3;1
"681";1557;3;1
"1790";442;2;3
"1070";2408;1;1
"821";115;1;1
"2124";320;1;1
"2710";1091;1;1
"1312";1160;3;3
"2361";1715;2;1
"2663";368;1;1
"1130";2196;1;1
"2508";2376;3;1
"1137";2036;1;3
"1513";2904;2;1
"757";146;1;3
"2342";941;1;3
"843";553;1;3
"2496";756;3;3
"2225";1968;3;1
"1761";1455;1;3
"1678";566;2;1
"922";252;3;3
"2570";2424;1;1
"452";1614;2;3
"1039";676;1;1
"2346";2049;3;3
"859";887;2;1
"242";2378;3;3
"1838";188;1;1
"1154";1758;3;3
"1162";254;1;1
"1400";606;3;3
"2041";2849;1;1
"2964";2150;2;3
"2319";2143;1;1
"579";385;3;3
"2604";1174;3;3
"2803";169;3;1
"760";1835;3;1
"1124";2762;1;3
"1080";2333;3;3
"953";2444;2;1
"530";837;2;1
"559";1800;2;1
"2940";880;3;1
"688";2883;2;1
"2791";369;3;1
"2380";1875;1;1
"2098";2978;1;1
"319";2024;1;3
"685";2880;2;3
"1485";1191;3;1
"511";1799;1;1
"2744";2854;1;1
"2959";3018;2;1
"795";82;2;1
"2707";2996;2;1
"1108";149;1;1
"1216";918;3;3
"396";1783;1;1
"2019";2042;3;3
"173";2968;1;3
"2986";2692;1;3
"3089";2944;1;1
"2362";1716;2;1
"1467";2386;3;1
"2762";2175;3;1
"2314";682;3;3
"549";2188;3;3
"2748";2629;1;1
"484";251;1;1
"3051";1555;1;1
"864";1207;3;3
"2899";1016;3;3
"2817";26;3;1
"2712";2549;1;1
"2192";1737;1;1
"1256";518;1;1
"2746";684;1;1
"2996";2869;1;1
"2262";2786;3;3
"2903";3069;1;3
"216";703;1;1
"2820";2940;3;1
"1626";1932;1;3
"1880";2291;1;1
"1607";436;1;1
"157";1451;2;3
"2277";872;1;1
"243";2152;1;1
"828";2699;3;3
"96";1256;3;3
"2137";235;2;3
"555";2191;3;3
"1276";2449;1;1
"1428";2606;3;1
"1978";3080;3;1
"2779";1323;3;1
"2161";2499;2;1
"3058";1328;3;1
"2347";1568;2;3
"2028";1692;1;1
"1987";2730;1;1
"435";1019;2;1
"2483";1546;3;1
"2388";856;1;3
"970";912;3;1
"1848";1670;1;3
"1236";891;1;1
"229";712;1;1
"1194";954;2;3
"1279";773;3;3
"1649";1712;2;3
"2972";689;1;1
"2200";1745;1;1
"642";2440;1;1
"2312";2624;3;3
"464";1458;3;3
"264";1556;1;1
"1757";1508;3;1
"2646";192;1;1
"1493";162;2;3
"1847";1669;1;1
"2253";2931;3;3
"3122";1176;3;1
"1209";1563;3;3
"1749";636;3;3
"2476";968;3;3
"1760";2671;3;3
"149";1593;3;3
"398";1785;1;1
"822";116;3;1
"245";2592;3;1
"329";1774;3;1
"715";1560;1;1
"1925";2470;2;3
"1301";2335;1;3
"726";109;2;3
"1008";281;3;3
"2754";759;3;3
"1604";1856;1;1
"2718";3067;3;1
"2334";2081;3;3
"1751";1933;1;3
"3043";697;3;1
"1139";1924;1;3
"1385";375;1;1
"2745";683;2;1
"2120";537;3;1
"456";673;1;1
"543";102;2;3
"794";2698;3;3
"2444";1544;1;3
"304";132;3;1
"2649";11;1;3
"417";2186;2;1
"481";2598;1;1
"514";1022;1;1
"2094";1759;3;1
"1403";1332;2;1
"743";1642;1;1
"1752";723;2;1
"196";1771;3;1
"3105";2235;3;1
"1934";3107;2;1
"1636";2462;1;1
"1308";1145;1;3
"554";2190;1;1
"2551";2770;3;1
"2975";692;1;1
"265";2984;1;1
"432";134;3;3
"609";1641;3;3
"2458";376;1;1
"1690";1859;1;1
"1205";1654;2;1
"1068";1463;1;1
"3130";2527;1;1
"2150";1866;3;3
"13100";3127;1;1
"1087";1729;1;1
"2030";1694;1;1
"592";1757;2;3
"1510";649;1;1
"433";135;3;3
"460";1137;3;3
"1084";394;1;1
"2568";2351;3;3
"1818";751;1;3
"2891";1351;3;3
"1640";2907;3;3
"2573";2480;2;1
"603";2747;2;1
"1539";289;1;1
"2777";1092;2;3
"1824";1937;3;1
"2637";214;2;1
"2415";2171;3;1
"300";128;3;1
"1819";1934;3;3
"289";1904;2;1
"309";247;1;1
"2381";775;1;1
"2554";944;1;3
"63";494;2;1
"446";96;3;1
"1605";1857;3;1
"819";113;2;1
"3610";3120;3;1
"1198";889;1;1
"2252";2930;1;1
"2622";572;1;1
"495";886;1;3
"2743";2058;3;3
"773";3109;1;1
"2290";1943;1;3
"1674";294;3;3
"996";220;3;1
"1900";2497;3;3
"1631";1167;3;3
"883";2383;1;3
"2173";2717;3;3
"779";1645;1;1
"908";2160;1;1
"2402";1880;3;3
"2304";1946;2;3
"1994";1678;2;1
"2117";534;3;3
"2920";327;1;3
"1985";1815;2;1
"2702";2231;2;3
"1263";3001;1;1
"130";1590;3;3
"1682";9;1;1
"354";2062;2;1
"1561";1806;3;3
"1569";2287;1;1
"641";3028;1;1
"1954";811;1;1
"852";2103;1;1
"943";147;1;1
"2214";1055;2;1
"28";475;1;1
"1013";913;3;3
"2285";167;3;3
"2730";1400;2;1
"332";900;1;1
"2049";2543;1;1
"166";1763;2;1
"2749";2630;3;1
"3040";2554;3;3
"1086";1728;2;1
"658";3031;3;1
"998";222;1;3
"1129";2195;3;1
"790";2697;3;1
"899";1360;1;1
"1184";631;3;3
"230";713;1;1
"646";1126;2;3
"1050";514;3;3
"62";1976;1;1
"1932";448;1;3
"2126";322;3;1
"258";984;3;3
"457";674;3;1
"361";1629;1;1
"1907";1467;2;1
"892";1917;1;3
"2688";2056;3;3
"3080";699;3;3
"2486";1088;1;1
"336";2026;1;1
"2883";2865;1;1
"33";478;1;1
"413";2185;1;1
"2798";2088;1;1
"1744";2117;1;1
"1813";1734;3;1
"2018";1686;1;1
"2826";1549;1;3
"1557";356;1;3
"1837";2915;3;3
"1899";2672;2;3
"851";2102;3;1
"1111";2261;1;1
"1481";1133;1;3
"12100";3124;1;1
"605";2488;1;3
"1192";1232;3;3
"1498";1077;1;3
"1672";292;1;1
"483";250;2;3
"1872";2464;1;3
"1155";2262;3;1
"2357";1872;1;1
"2914";1495;2;3
"2315";2297;1;1
"2734";2686;1;3
"2774";1703;3;1
"2846";3096;3;1
"3120";1302;1;1
"2364";1169;3;3
"1005";511;3;3
"174";1768;1;1
"1930";1536;3;3
"469";305;1;3
"628";2239;3;1
"1981";122;1;1
"79";1068;3;1
"1684";2908;3;3
"840";2975;1;1
"838";508;3;1
"2677";2503;3;3
"71";1067;2;1
"1722";1860;3;3
"2036";2844;2;3
"739";2803;1;1
"738";2802;1;1
"2653";2995;1;3
"3126";2876;1;1
"741";1502;1;1
"2515";1220;3;3
"2125";321;1;1
"2029";1693;1;3
"3136";1964;1;3
"2211";1619;2;1
"2165";2419;1;1
"1466";2385;2;3
"1239";923;3;1
"730";2066;3;3
"1524";2494;2;3
"218";705;3;3
"2246";1871;2;1
"2933";878;3;3
"1277";2450;1;1
"901";1726;3;1
"560";985;2;1
"1145";424;1;1
"1147";2164;2;1
"2785";2856;1;1
"591";202;1;1
"1163";255;2;3
"2973";690;3;1
"687";2882;1;1
"1331";746;3;1
"1298";3075;3;3
"195";1770;1;1
"589";3040;1;1
"2737";1754;2;1
"3093";2312;1;1
"662";386;1;1
"827";2155;3;1
"1425";1311;2;3
"78";1980;1;1
"768";1140;1;1
"619";1032;1;1
"701";2986;3;3
"348";905;3;3
"573";1030;2;3
"76";2654;3;1
"3014";3070;3;1
"3134";2255;1;1
"1228";2603;3;1
"2784";2855;3;3
"1048";2139;1;1
"1885";1295;1;1
"2411";2220;1;3
"2464";1953;1;3
"1712";226;2;3
"1746";2119;1;1
"2333";2080;3;1
"2487";1217;1;3
"2436";3038;1;1
"2499";2249;1;1
"2720";971;3;3
"869";1461;3;3
"2463";570;1;3
"2414";2170;1;1
"1960";314;2;3
"2366";1296;3;1
"2615";1489;1;1
"2023";1687;3;1
"1255";517;3;3
"109";1070;3;3
"2462";569;1;1
"673";360;1;1
"2918";2733;1;1
"2853";1959;1;1
"2012";2836;3;3
"1291";426;3;3
"1849";1671;2;3
"2828";1226;3;1
"882";1158;2;3
"92";503;1;3
"2578";2427;3;1
"1285";1309;1;3
"181";53;1;1
"516";1024;3;3
"1720";1607;1;1
"2038";2846;2;3
"2001";1383;1;1
"2751";3009;1;1
"519";1027;1;3
"2448";1952;3;1
"2950";371;2;1
"2064";966;3;1
"224";766;3;3
"938";2;2;1
"1118";283;1;1
"210";71;3;3
"797";800;3;1
"2648";859;3;1
"3056";3102;3;1
"1389";2817;2;1
"2292";454;3;1
"2533";2314;2;3
"764";2035;2;1
"1534";2015;1;1
"2699";2510;1;3
"1307";1144;1;3
"1117";282;1;1
"2238";542;1;1
"1371";38;3;1
"1452";2821;2;1
"98";1258;2;1
"558";2398;3;1
"2363";1168;1;1
"1615";1290;2;3
"3127";2438;3;3
"1957";814;3;1
"1092";2896;3;3
"4";625;2;1
"2455";2678;1;1
"2755";1889;3;1
"131";14;2;1
"1077";1801;3;1
"1979";3081;2;1
"2930";332;1;1
"2725";2949;3;1
"732";2068;2;1
"2958";1096;1;1
"2859";1824;3;1
"2541";2173;2;1
"2017";1685;1;1
"125";1589;3;1
"2207";1908;2;3
"1499";1078;2;1
"1160";2898;1;3
"1138";2037;2;1
"2906";1199;1;1
"3071";2308;1;1
"1237";921;3;3
"853";2104;3;3
"2329";933;2;1
"1623";1084;2;1
"3082";974;2;1
"1840";2916;1;3
"2282";75;1;3
"1910";830;2;3
"604";2101;1;3
"1207";257;3;1
"400";1787;3;3
"2911";2724;1;1
"1563";3054;1;1
"414";626;2;3
"2516";2267;3;3
"792";393;1;3
"1630";2113;3;3
"1572";612;3;1
"10";549;3;1
"2118";535;1;3
"465";1577;2;3
"1755";1862;1;1
"597";3041;1;1
"2895";946;2;3
"105";1261;2;1
"2606";2133;3;3
"213";2586;2;3
"1597";399;2;1
"1168";1329;2;3
"8100";3112;1;1
"769";1598;1;3
"2144";2076;3;1
"366";1181;3;3
"1738";2573;3;3
"1257";519;2;1
"2912";1493;1;1
"3005";2482;1;1
"1654";931;1;1
"528";1028;3;3
"1905";3037;3;1
"1322";1036;3;3
"1895";2292;1;1
"2555";1886;1;3
"1973";91;1;1
"185";57;1;1
"2116";533;1;1
"1754";725;3;3
"2286";595;1;3
"2856";1573;3;1
"1810";639;3;1
"3057";1327;2;1
"9";2584;2;1
"2681";2507;3;3
"3034";177;1;1
"2799";2089;1;1
"1204";1848;1;1
"2268";2993;3;1
"679";2003;3;3
"2063";2521;1;3
"466";383;3;3
"623";2801;1;1
"1635";2461;3;3
"2302";1944;1;3
"1923";2342;1;1
"2073";207;1;1
"1067";786;1;1
"1457";1660;3;3
"1332";747;1;1
"1652";2142;3;1
"793";1186;3;1
"3068";1756;2;1
"608";1640;1;1
"712";548;2;1
"269";410;3;1
"1893";1314;2;1
"2506";2525;1;1
"2574";1197;2;1
"24";486;1;1
"3106";2179;1;3
"1232";1849;3;3
"458";675;1;1
"912";1578;3;1
"350";907;3;1
"1858";1580;1;1
"2244";1817;1;1
"1544";824;1;1
"2628";2994;1;1
"91";484;2;3
"1662";804;2;1
"339";1099;3;3
"721";1707;3;3
"848";1357;1;1
"509";1797;1;1
"2453";2676;2;1
"1588";721;2;1
"1026";2403;3;1
"1057";3044;2;1
"611";2696;2;1
"479";2741;3;3
"2548";2222;2;1
"1750";637;1;1
"2500";1318;1;1
"1448";2011;1;1
"627";2238;1;1
"2732";2684;3;1
"46";491;1;1
"1014";914;1;1
"958";559;3;1
"116";2959;2;3
"2943";1499;2;3
"566";1229;1;3
"1574";2016;2;1
"1547";1040;3;1
"631";577;1;1
"656";2749;1;1
"2096";1865;1;1
"3016";405;1;1
"1304";1142;2;1
"1741";2114;2;3
"618";2001;3;1
"2706";1583;3;1
"2816";2640;2;1
"1035";3015;1;1
"2801";2091;3;3
"3135";378;1;1
"2503";2522;2;3
"2678";2504;3;1
"2119";536;1;1
"1877";653;3;1
"1424";2363;3;1
"1127";629;1;1
"1514";2572;3;3
"485";2599;3;3
"1025";785;1;1
"537";2656;1;1
"2085";2926;1;3
"1433";2457;1;1
"1591";1164;3;3
"999";312;3;1
"2127";323;1;1
"2679";2505;3;1
"723";2886;2;1
"2405";1297;1;3
"825";119;2;1
"267";408;3;3
"1745";2118;3;3
"2337";937;1;1
"2180";2622;1;1
"1520";433;2;1
"1589";722;1;1
"2797";2087;2;1
"1152";1925;3;1
"3129";2526;2;1
"1977";1938;1;3
"2141";1390;3;1
"2721";972;3;3
"538";2257;1;3
"967";909;1;3
"1387";2815;3;1
"3049";1553;1;3
"2840";2644;1;1
"1800";3077;1;1
"1383";2900;3;3
"294";1097;3;3
"824";118;1;3
"1655";1313;2;1
"817";111;3;3
"2504";2523;1;1
"594";1278;3;1
"49";1719;1;1
"407";1794;1;1
"211";741;2;1
"1679";567;3;1
"2217";754;3;1
"702";2884;1;1
"2240";1483;1;1
"2249";2348;3;3
"649";3030;3;1
"674";2278;1;1
"2146";1051;1;3
"2969";686;1;3
"2491";641;2;1
"2089";2474;2;1
"3115";1117;1;3
"436";908;3;1
"2520";1883;1;1
"737";845;2;1
"1776";1375;1;1
"717";3035;1;3
"2353";1394;2;3
"1989";3016;1;1
"2954";1960;1;3
"2764";2177;3;1
"1488";157;3;1
"1897";531;3;3
"522";2972;2;1
"2670";1090;2;3
"1938";230;3;3
"1158";1710;1;1
"1530";396;1;1
"1939";231;1;1
"1793";187;1;1
"2957";1095;1;1
"1170";3074;3;1
"1516";1004;2;3
"1220";955;2;3
"3710";3123;3;1
"1789";441;1;1
"11";700;1;3
"1668";2614;1;1
"228";711;1;1
"2344";1748;1;1
"1702";2390;3;3
"2526";526;1;1
"1903";680;3;1
"1730";437;1;1
"2389";857;1;1
"771";1600;1;1
"1812";1733;3;1
"2585";2224;1;1
"442";1182;3;1
"835";2156;1;1
"2623";573;2;3
"1102";2669;3;1
"1101";2668;2;1
"664";388;2;1
"913";1307;3;1
"1914";445;1;3
"2010";2417;3;3
"2549";2223;1;1
"2123";319;2;1
"179";1595;2;3
"2140";1389;2;1
"291";1179;1;1
"2694";2272;1;3
"2274";2210;1;1
"132";2961;1;3
"1737";614;1;1
"1695";3076;1;1
"692";841;3;1
"3083";975;3;1
"2935";2228;2;1
"1369";36;1;1
"10101";3118;1;1
"1898";2468;1;1
"153";50;2;1
"1241";925;1;3
"1056";2891;3;3
"1592";1165;1;1
"569";1203;1;3
"283";1899;1;1
"915";1208;3;3
"2300";211;3;3
"305";575;3;3
"303";131;3;1
"2534";1011;1;1
"2852";1059;1;1
"1391";2140;1;3
"16";472;1;3
"2594";2429;1;3
"1443";2611;1;1
"35";1971;3;1
"713";1558;1;3
"1089";586;1;3
"734";2033;3;1
"2894";945;3;3
"1181";1002;3;3
"1021";1287;3;1
"552";2744;3;1
"2330";934;1;1
"534";141;2;3
"2849";1403;2;1
"1034";3014;3;3
"1214";916;2;1
"1946";1811;1;1
"246";2693;3;1
"2976";693;2;1
"2982";2689;1;1
"2884";302;3;3
"2313";1620;1;3
"2813";2637;2;1
"288";3090;3;1
"975";2761;2;3
"1419";1929;3;3
"2781";2436;1;3
"2359";3061;1;1
"1841";2917;2;1
"2955";1961;2;1
"1125";1159;2;3
"12";217;3;3
"2106";1480;2;1
"220";707;1;1
"1315";1473;1;1
"112";1266;1;1
"1487";2903;2;1
"3053";623;1;1
"3510";3117;3;1
"2356";849;1;3
"2305";1947;3;3
"939";3;1;1
"15";471;3;1
"449";99;2;1
"1107";120;1;1
"2834";2859;3;1
"576";989;3;3
"1483";2990;3;1
"3096";2512;2;1
"2446";3088;2;1
"1909";829;1;1
"1958";815;2;1
"1460";1146;1;1
"2307";2852;3;1
"1046";3043;2;1
"335";2025;1;1
"2328";932;2;1
"2577";2426;1;3
"1157";846;2;1
"1620";363;3;3
"1091";2895;1;1
"601";1915;3;3
"171";1993;2;3
"1535";2709;1;1
"684";2322;3;3
"2700";1843;3;3
"2080";1941;3;3
"2193";1738;3;1
"66";495;1;1
