"";"Observation.No";"Observed.y";"Predicted.y"
"2261";2202;1;1
"2649";2575;2;3
"2040";1986;3;3
"2187";2129;2;3
"907";884;3;3
"859";837;1;1
"196";195;3;3
"1484";1450;3;3
"2788";2712;1;1
"2294";2233;1;1
"447";443;3;3
"1167";1137;1;1
"351";348;1;3
"2073";2018;1;1
"1899";1850;1;3
"2718";2642;1;1
"499";493;2;1
"2118";2063;1;1
"1861";1813;3;3
"1016";991;1;1
"1062";1036;1;1
"1734";1693;3;3
"2376";2310;1;3
"358";354;3;3
"423";419;3;3
"1739";1698;1;1
"2887";2809;1;1
"3018";2939;3;3
"2901";2823;1;1
"2346";2281;1;1
"1944";1893;1;1
"2795";2719;3;1
"2535";2462;3;1
"2895";2817;2;3
"1177";1147;3;1
"1941";1890;1;1
"155";154;2;3
"2996";2917;2;1
"1771";1729;3;1
"1277";1245;1;3
"891";869;3;1
"1843";1796;1;1
"1715";1675;3;3
"2000";1949;3;1
"2879";2801;2;1
"2435";2366;2;3
"255";253;1;1
"2231";2172;3;3
"841";820;2;1
"2058";2004;1;1
"3047";2967;3;3
"768";752;1;1
"111";111;3;1
"98";98;1;3
"409";405;1;1
"1004";980;2;3
"569";560;1;1
"1089";1060;3;1
"509";503;1;1
"972";949;3;1
"2592";2518;3;1
"166";165;2;1
"1766";1724;3;3
"1394";1361;2;3
"2422";2354;3;1
"2450";2381;1;1
"3016";2937;2;3
"230";229;1;3
"3070";2990;3;3
"1429";1395;3;3
"1361";1328;3;3
"2117";2062;1;1
"2508";2436;3;1
"1109";1079;2;3
"980";957;1;1
"202";201;1;3
"454";450;3;1
"2885";2807;1;1
"2822";2745;2;1
"1832";1785;2;1
"2563";2489;3;3
"957";934;1;1
"715";703;3;3
"1164";1134;3;1
"2763";2687;2;1
"745";730;3;3
"926";903;2;1
"1472";1438;1;3
"1155";1125;1;1
"60";60;3;1
"417";413;1;1
"1737";1696;1;1
"724";711;3;1
"279";277;1;1
"2262";2203;2;3
"620";610;2;3
"2846";2769;2;1
"1721";1680;1;1
"1138";1108;1;1
"304";302;3;3
"1051";1025;3;3
"872";850;1;1
"1865";1817;3;3
"1468";1434;1;1
"1823";1777;1;1
"373";369;1;1
"182";181;2;1
"2973";2894;1;1
"2782";2706;2;3
"1761";1719;3;3
"2570";2496;1;1
"2820";2743;3;3
"1593";1558;3;1
"2001";1950;2;1
"900";877;3;1
"705";693;3;1
"887";865;2;1
"2421";2353;1;3
"1162";1132;1;1
"2207";2148;2;3
"465";460;3;3
"1566";1531;1;3
"1573";1538;2;3
"1389";1356;2;1
"960";937;1;3
"2527";2454;1;1
"3130";3049;1;1
"2741";2665;2;1
"2695";2620;1;3
"1278";1246;1;1
"1334";1301;2;1
"3049";2969;1;1
"2752";2676;3;1
"2172";2115;1;3
"310";308;3;3
"919";896;2;3
"3090";3009;1;1
"2932";2853;3;1
"1465";1431;2;1
"1582";1547;1;1
"1070";1044;2;1
"183";182;3;1
"1983";1932;3;3
"2068";2014;3;3
"3027";2948;1;1
"2374";2308;2;3
"339";337;3;3
"2199";2141;3;1
"2295";2234;1;1
"2495";2423;3;1
"277";275;1;1
"172";171;1;1
"2391";2324;2;1
"2191";2133;1;1
"32";32;1;1
"2566";2492;3;3
"607";598;1;3
"405";401;2;1
"2540";2467;2;3
"120";120;3;1
"807";790;2;1
"1189";1159;1;1
"2114";2059;1;1
"1247";1216;1;1
"1088";1059;3;1
"150";149;3;3
"867";845;2;1
"1320";1287;3;3
"977";954;2;3
"742";727;1;1
"1444";1410;3;1
"2052";1998;2;1
"2256";2197;2;1
"2430";2361;2;1
"2221";2162;1;1
"487";482;1;3
"939";916;1;1
"1896";1847;3;1
"1893";1844;3;1
"36";36;1;1
"647";635;3;1
"1799";1755;1;1
"2928";2849;2;3
"2736";2660;2;3
"2488";2416;1;1
"2803";2726;1;3
"1877";1829;3;1
"2393";2326;1;1
"732";718;2;3
"2155";2099;3;3
"848";826;1;3
"774";758;1;3
"563";554;2;3
"2613";2539;3;3
"2219";2160;1;1
"1187";1157;3;3
"1030";1004;3;1
"2921";2842;2;1
"1634";1597;3;3
"2620";2546;1;1
"2020";1968;1;1
"2314";2250;3;3
"386";382;1;1
"1592";1557;3;1
"2202";2144;2;1
"1712";1672;3;3
"1478";1444;3;3
"1921";1872;1;1
"2578";2504;1;3
"2514";2442;2;1
"1097";1068;1;3
"1599";1563;3;3
"1119";1089;3;1
"2189";2131;3;1
"43";43;1;3
"581";572;2;1
"2325";2260;1;1
"1226";1195;1;1
"786";770;1;1
"2410";2343;1;3
"529";521;3;1
"3042";2962;2;1
"1560";1525;1;1
"450";446;2;3
"1216";1186;3;3
"2081";2026;3;3
"2285";2226;1;1
"525";517;2;1
"2061";2007;2;1
"979";956;3;3
"1378";1345;2;3
"2085";2030;1;3
"1454";1420;3;3
"2969";2890;1;3
"2010";1958;1;1
"1979";1928;2;1
"1337";1304;2;1
"1411";1377;3;1
"2654";2580;1;1
"1885";1836;3;1
"2310";2246;1;3
"127";127;2;3
"655";643;3;1
"2893";2815;1;3
"2952";2873;1;1
"387";383;2;3
"280";278;1;1
"1585";1550;2;3
"1071";1045;3;1
"2380";2314;3;1
"986";963;3;1
"1772";1730;3;1
"1370";1337;1;1
"1672";1633;2;1
"2349";2284;1;3
"995";972;3;3
"2705";2629;1;1
"2369";2303;2;3
"1481";1447;2;1
"2573";2499;1;3
"2011";1959;2;1
"2449";2380;2;1
"1440";1406;2;1
"2433";2364;3;1
"2254";2195;3;1
"2933";2854;3;1
"726";713;3;1
"2163";2107;1;1
"1591";1556;1;3
"1207";1177;3;3
"2403";2336;3;3
"2545";2472;3;1
"2154";2098;3;1
"1995";1944;1;3
"2562";2488;3;1
"2102";2047;2;1
"3071";2991;3;1
"918";895;1;1
"344";342;1;1
"661";649;2;1
"2612";2538;1;1
"2476";2405;1;1
"969";946;2;3
"852";830;3;1
"2896";2818;1;3
"2513";2441;1;1
"382";378;2;1
"2844";2767;2;1
"1457";1423;1;1
"2498";2426;2;3
"2951";2872;1;1
"1090";1061;3;1
"545";537;1;1
"1791";1747;3;3
"1308";1276;3;1
"470";465;1;3
"3118";3037;1;1
"1719";1678;3;1
"565";556;3;1
"2103";2048;1;1
"391";387;1;3
"1538";1503;3;1
"17";17;3;1
"274";272;3;1
"2240";2181;3;1
"1132";1102;3;1
"1103";1074;3;1
"2571";2497;2;1
"2381";2315;1;3
"2757";2681;3;3
"1945";1894;2;3
"1266";1234;2;3
"2869";2791;3;1
"21";21;1;1
"2084";2029;3;1
"788";772;1;1
"290";288;3;3
"649";637;2;3
"1286";1254;3;3
"1443";1409;1;1
"1547";1512;1;1
"2938";2859;2;3
"1604";1568;2;3
"1461";1427;2;1
"1811";1767;1;1
"1205";1175;3;1
"611";602;1;1
"334";332;3;1
"761";746;1;1
"2997";2918;3;3
"2392";2325;2;3
"606";597;1;1
"2267";2208;1;1
"414";410;3;3
"1474";1440;2;1
"1571";1536;3;3
"685";673;3;3
"1156";1126;2;3
"2339";2274;1;1
"2966";2887;1;3
"2807";2730;3;1
"2894";2816;2;1
"119";119;3;1
"578";569;1;1
"2291";2231;3;3
"2610";2536;1;1
"879";857;1;1
"2627";2553;3;1
"2701";2625;1;3
"550";542;1;1
"2871";2793;2;1
"2336";2271;1;3
"229";228;3;1
"781";765;3;1
"1274";1242;2;1
"2181";2124;1;3
"1546";1511;3;3
"1774";1732;2;1
"2616";2542;3;1
"2409";2342;3;1
"828";808;2;1
"1758";1716;1;1
"3062";2982;3;1
"1186";1156;2;1
"2351";2286;1;1
"1581";1546;1;1
"2922";2843;1;1
"2063";2009;2;1
"2334";2269;1;1
"970";947;2;1
"857";835;2;1
"2440";2371;3;3
"2534";2461;1;1
"2849";2772;2;1
"1133";1103;1;1
"1362";1329;1;1
"1503";1469;1;1
"1405";1371;1;1
"129";129;1;1
"1978";1927;3;3
"381";377;3;3
"1319";1286;1;1
"270";268;1;1
"1344";1311;3;3
"121";121;2;1
"2137";2082;3;1
"1237";1206;3;1
"693";681;1;1
"2611";2537;1;1
"2153";2097;3;3
"2036";1982;1;1
"2092";2037;3;3
"347";345;3;1
"2133";2078;2;3
"1853";1805;3;3
"1805";1761;1;1
"1421";1387;2;1
"749";734;1;1
"2856";2778;1;1
"1960";1909;3;1
"337";335;1;1
"1409";1375;3;1
"1609";1573;1;1
"1234";1203;3;1
"1572";1537;1;3
"1228";1197;2;1
"870";848;2;1
"1227";1196;2;1
"1596";1560;2;1
"1784";1741;3;1
"2296";2235;3;3
"1533";1498;3;3
"1014";989;2;1
"2384";2318;3;3
"603";594;3;3
"2583";2509;1;1
"1530";1495;2;1
"1087";1058;2;1
"174";173;1;1
"2637";2563;2;1
"2814";2737;3;1
"2521";2449;2;1
"790";774;2;1
"556";548;3;1
"3032";2952;1;3
"612";603;2;1
"3114";3033;1;1
"2979";2900;3;3
"394";390;1;1
"2974";2895;1;1
"1817";1773;1;1
"1829";1782;3;3
"1172";1142;1;1
"1041";1015;2;1
"1022";997;1;1
"216";215;3;3
"149";148;3;3
"2625";2551;1;1
"2799";2723;1;3
"2866";2788;1;1
"1072";1046;1;3
"2710";2634;1;1
"2056";2002;3;1
"1359";1326;1;1
"3035";2955;2;1
"3092";3011;3;1
"1031";1005;1;3
"504";498;1;1
"1120";1090;1;1
"2197";2139;1;1
"3013";2934;1;3
"608";599;1;1
"1534";1499;1;1
"303";301;1;1
"2648";2574;1;3
"3045";2965;3;3
"83";83;1;3
"69";69;3;3
"1192";1162;3;1
"25";25;1;3
"542";534;1;1
"689";677;1;1
"2452";2382;1;1
"1549";1514;3;1
"471";466;3;1
"1757";1715;2;1
"2032";1978;1;3
"1415";1381;3;1
"1629";1592;3;3
"1520";1486;2;1
"3011";2932;3;3
"2303";2242;2;3
"425";421;1;3
"1872";1824;3;3
"2201";2143;2;1
"582";573;1;1
"2492";2420;1;3
"1249";1218;3;1
"1974";1923;3;3
"2518";2446;1;1
"1631";1594;1;3
"1235";1204;1;3
"2765";2689;3;3
"1485";1451;1;1
"462";457;1;3
"782";766;3;1
"2629";2555;1;1
"1021";996;3;3
"695";683;3;3
"2683";2608;3;1
"2049";1995;3;3
"544";536;3;1
"1928";1878;1;1
"1213";1183;1;1
"932";909;1;1
"2141";2086;3;3
"1348";1315;2;1
"1779";1736;2;1
"1379";1346;1;3
"731";717;3;1
"1964";1913;1;3
"2723";2647;1;1
"2721";2645;1;1
"2497";2425;1;1
"1889";1840;1;1
"2367";2301;2;3
"839";818;1;1
"463";458;3;3
"804";787;2;3
"1563";1528;1;1
"2478";2407;3;3
"743";728;1;1
"2089";2034;3;3
"908";885;1;1
"2179";2122;1;1
"1095";1066;3;1
"262";260;3;1
"711";699;3;1
"2272";2213;3;3
"88";88;3;1
"1907";1858;1;1
"1602";1566;2;1
"577";568;2;1
"964";941;1;3
"1658";1620;1;1
"428";424;3;1
"2398";2331;2;1
"437";433;1;1
"579";570;2;1
"266";264;3;1
"2911";2833;1;1
"1752";1710;1;1
"1116";1086;1;1
"2954";2875;2;3
"1810";1766;1;1
"2360";2294;1;1
"1553";1518;3;1
"47";47;1;1
"458";454;3;3
"853";831;3;1
"863";841;2;1
"2183";2125;1;1
"1982";1931;1;3
"2555";2482;3;1
"2039";1985;1;1
"190";189;1;1
"627";617;1;1
"213";212;1;3
"1448";1414;1;1
"2832";2755;1;1
"2486";2414;1;3
"1208";1178;1;3
"2200";2142;1;3
"1007";983;1;1
"1304";1272;1;1
"163";162;1;1
"1706";1666;1;1
"2112";2057;3;1
"2094";2039;1;1
"57";57;1;1
"253";251;1;3
"2060";2006;3;1
"2524";2451;1;1
"572";563;1;1
"1610";1574;3;3
"2666";2592;1;1
"912";889;1;3
"1952";1901;3;3
"2065";2011;3;3
"224";223;1;1
"1335";1302;3;3
"2048";1994;1;1
"2465";2395;3;1
"1006";982;1;3
"949";926;1;1
"3103";3022;1;1
"369";365;1;1
"712";700;2;1
"1338";1305;3;1
"2798";2722;3;1
"203";202;1;1
"294";292;3;1
"1027";1002;2;1
"560";551;3;1
"2004";1952;3;3
"930";907;2;1
"1350";1317;1;1
"2444";2375;3;3
"1844";1797;2;1
"261";259;1;1
"323";321;3;3
"2817";2740;1;1
"2042";1988;1;1
"3069";2989;3;3
"1043";1017;2;3
"380";376;3;3
"1373";1340;3;3
"259";257;1;1
"1794";1750;2;1
"2271";2212;1;1
"1790";1746;2;3
"2090";2035;3;1
"982";959;3;3
"1280";1248;3;1
"2694";2619;1;3
"1954";1903;1;1
"11";11;3;1
"2968";2889;3;1
"1902";1853;2;1
"777";761;1;3
"1842";1795;3;3
"2764";2688;2;1
"2841";2764;2;3
"1517";1483;1;1
"2783";2707;1;1
"1144";1114;1;3
"1812";1768;1;1
"2746";2670;3;1
"2709";2633;3;3
"359";355;1;1
"2829";2752;2;1
"1612";1576;1;1
"978";955;1;1
"1460";1426;2;3
"640";628;1;1
"374";370;2;3
"878";856;1;1
"898";875;1;1
"1938";1888;2;1
"1676";1637;1;1
"104";104;3;1
"2470";2400;2;1
"1590";1555;1;1
"1269";1237;3;1
"2358";2292;1;1
"740";725;3;3
"2776";2700;2;1
"2541";2468;3;1
"243";242;3;3
"1196";1166;3;3
"981";958;2;1
"472";467;3;3
"1555";1520;3;1
"2831";2754;2;3
"1622";1585;3;1
"2434";2365;2;3
"1588";1553;3;3
"2548";2475;3;3
"3100";3019;1;3
"1998";1947;1;1
"1977";1926;3;3
"1117";1087;3;1
"2940";2861;3;3
"575";566;2;3
"1225";1194;3;1
"1708";1668;3;1
"1040";1014;3;3
"3102";3021;2;1
"2858";2780;2;3
"1328";1295;3;3
"599";590;1;1
"2432";2363;1;1
"2429";2360;1;1
"2152";2096;3;1
"820";801;2;3
"1239";1208;1;3
"2223";2164;3;1
"1583";1548;1;1
"2311";2247;2;3
"1140";1110;1;3
"2631";2557;2;1
"2845";2768;1;1
"2647";2573;2;1
"2308";2245;3;3
"721";709;1;1
"429";425;2;1
"2176";2119;1;1
"467";462;1;1
"1471";1437;1;1
"13";13;1;3
"2224";2165;1;1
"667";655;3;1
"1033";1007;3;1
"2730";2654;1;1
"3105";3024;3;1
"37";37;1;3
"3005";2926;3;1
"2963";2884;3;1
"622";612;1;1
"2608";2534;1;1
"1093";1064;3;1
"1150";1120;3;3
"2467";2397;1;1
"513";506;2;3
"192";191;1;1
"498";492;1;3
"235";234;1;1
"923";900;1;3
"1401";1367;1;1
"905";882;1;1
"90";90;3;3
"3003";2924;3;1
"1500";1466;2;1
"2216";2157;3;1
"2697";2622;2;1
"2289";2230;1;1
"3";3;1;1
"1760";1718;3;1
"3060";2980;1;1
"1611";1575;3;1
"2326";2261;1;3
"2813";2736;1;1
"2131";2076;2;1
"783";767;3;3
"207";206;3;3
"2999";2920;2;1
"2038";1984;3;1
"1881";1833;3;1
"2385";2319;1;1
"621";611;1;1
"1292";1260;1;1
"2327";2262;1;1
"1306";1274;2;3
"1809";1765;2;1
"884";862;2;1
"2399";2332;3;1
"246";245;3;3
"1764";1722;3;3
"1139";1109;3;3
"2235";2176;1;1
"2404";2337;2;1
"2225";2166;3;1
"976";953;1;1
"1017";992;3;3
"191";190;1;1
"2288";2229;1;1
"739";724;3;3
"1514";1480;1;1
"1578";1543;1;3
"242";241;1;1
"2057";2003;1;1
"2115";2060;1;1
"2045";1991;2;3
"2342";2277;3;1
"1803";1759;2;3
"484";479;1;1
"314";312;2;3
"616";606;3;3
"352";349;1;1
"688";676;2;1
"596";587;1;1
"2509";2437;3;3
"3053";2973;3;1
"1912";1863;1;1
"1254";1223;3;1
"1601";1565;1;1
"2255";2196;1;1
"1510";1476;2;1
"1198";1168;2;1
"1597";1561;2;3
"325";323;1;3
"3052";2972;1;1
"2564";2490;3;1
"1137";1107;1;1
"3126";3045;3;1
"3133";3052;1;1
"3030";2950;1;1
"1224";1193;2;3
"35";35;2;3
"2121";2066;2;1
"508";502;2;3
"1199";1169;2;1
"1128";1098;3;1
"71";71;3;1
"2768";2692;1;1
"1852";1804;1;1
"126";126;3;1
"2329";2264;1;1
"1101";1072;2;3
"1383";1350;1;1
"2316";2252;1;1
"2880";2802;1;3
"1408";1374;1;1
"1621";1584;3;3
"307";305;1;1
"1218";1188;1;3
"2536";2463;3;3
"874";852;1;3
"1114";1084;2;1
"676";664;3;1
"1787";1744;2;1
"161";160;2;3
"189";188;1;1
"1696";1656;1;3
"293";291;3;1
"1285";1253;1;1
"2364";2298;3;3
"245";244;1;1
"644";632;1;1
"1494";1460;3;3
"2691";2616;1;1
"1747";1705;2;1
"1895";1846;3;3
"1927";1877;2;1
"2022";1970;1;1
"1158";1128;1;1
"28";28;1;1
"1501";1467;1;1
"128";128;2;1
"1985";1934;2;1
"2898";2820;2;1
"2175";2118;3;1
"449";445;2;1
"1857";1809;2;1
"282";280;1;1
"3127";3046;2;1
"265";263;3;3
"1657";1619;3;3
"186";185;3;3
"1955";1904;2;3
"1301";1269;2;3
"2726";2650;1;1
"1828";1781;3;1
"296";294;2;1
"2427";2358;3;1
"1221";1190;1;1
"1539";1504;3;3
"2170";2113;1;1
"1403";1369;1;1
"2614";2540;3;3
"2667";2593;3;3
"1638";1601;1;1
"1620";1583;1;1
"72";72;3;3
"1045";1019;3;1
"2274";2215;1;1
"1856";1808;2;1
"722";710;1;1
"1439";1405;2;1
"1321";1288;3;1
"404";400;1;3
"1340";1307;2;3
"413";409;1;3
"2947";2868;3;1
"2560";2486;1;1
"1970";1919;2;3
"1491";1457;3;3
"281";279;3;3
"481";476;2;3
"327";325;1;1
"136";136;3;3
"941";918;3;1
"1331";1298;1;3
"709";697;3;3
"632";621;3;1
"91";91;2;1
"494";488;2;1
"911";888;1;1
"1456";1422;2;1
"625";615;3;1
"1699";1659;1;1
"52";52;2;3
"215";214;2;1
"1868";1820;1;1
"800";783;1;1
"1762";1720;3;3
"543";535;1;3
"1419";1385;3;1
"1890";1841;3;1
"2286";2227;2;1
"1483";1449;1;1
"1991";1940;1;3
"244";243;3;3
"2408";2341;3;3
"2777";2701;2;3
"2302";2241;3;1
"2212";2153;1;1
"308";306;3;1
"2277";2218;3;3
"1874";1826;3;3
"1878";1830;3;1
"331";329;3;3
"2615";2541;1;3
"2837";2760;3;3
"2530";2457;3;1
"2787";2711;2;3
"1773";1731;2;1
"152";151;1;1
"464";459;1;3
"1959";1908;3;1
"2210";2151;2;1
"1986";1935;1;1
"2958";2879;1;1
"2280";2221;1;1
"539";531;3;1
"1523";1489;2;3
"682";670;2;1
"2312";2248;1;1
"451";447;1;1
"1584";1549;3;1
"514";507;1;3
"789";773;3;3
"2328";2263;3;1
"855";833;3;1
"443";439;3;1
"2836";2759;1;1
"2771";2695;1;1
"1222";1191;2;1
"2370";2304;2;1
"1358";1325;3;1
"46";46;3;3
"956";933;3;3
"3034";2954;1;1
"2510";2438;2;1
"1679";1640;1;1
"2950";2871;1;1
"2107";2052;2;1
"1232";1201;3;3
"1932";1882;1;1
"938";915;3;3
"2988";2909;3;3
"2300";2239;3;3
"1372";1339;3;1
"1250";1219;3;1
"585";576;2;1
"548";540;1;3
"2773";2697;3;1
"1366";1333;1;3
"1244";1213;1;3
"2734";2658;1;1
"809";792;1;1
"1059";1033;1;1
"1935";1885;1;1
"2977";2898;1;3
"1330";1297;2;1
"2136";2081;2;1
"2867";2789;3;1
"3004";2925;3;1
"1756";1714;1;1
"1382";1349;1;3
"402";398;1;1
"1871";1823;2;3
"2145";2090;1;1
"1729";1688;1;3
"1170";1140;3;3
"338";336;1;1
"1498";1464;1;1
"2124";2069;1;1
"2699";2624;2;3
"2234";2175;1;1
"642";630;1;1
"312";310;1;1
"1076";1049;3;1
"1677";1638;1;3
"2818";2741;3;3
"1685";1646;2;1
"2679";2604;2;3
"1641";1604;2;3
"2565";2491;2;3
"1924";1874;1;1
"475";470;2;1
"319";317;1;1
"142";142;3;1
"922";899;2;1
"1449";1415;3;1
"1261";1229;1;3
"2770";2694;3;1
"1086";1057;1;1
"2447";2378;3;3
"1929";1879;1;3
"889";867;3;3
"1310";1277;2;3
"385";381;2;3
"1317";1284;1;1
"1433";1399;2;3
"63";63;3;3
"2550";2477;2;3
"328";326;1;3
"1920";1871;1;1
"818";799;2;1
"851";829;2;3
"3078";2998;2;1
"849";827;2;1
"680";668;3;3
"2397";2330;3;1
"2779";2703;2;1
"3075";2995;3;3
"1949";1898;1;1
"2553";2480;2;1
"902";879;1;1
"442";438;3;1
"12";12;1;1
"1077";1050;1;1
"1287";1255;2;1
"330";328;3;3
"3101";3020;2;1
"2929";2850;1;3
"6";6;1;1
"2601";2527;1;1
"1495";1461;2;1
"1437";1403;3;3
"292";290;3;3
"850";828;2;3
"1165";1135;2;1
"3106";3025;3;1
"1984";1933;1;3
"662";650;3;3
"403";399;1;3
"2123";2068;1;1
"286";284;3;3
"1425";1391;1;1
"1243";1212;3;3
"526";518;3;1
"31";31;3;1
"1381";1348;1;1
"931";908;1;1
"2150";2094;2;1
"2257";2198;1;3
"2496";2424;1;1
"58";58;3;1
"2971";2892;2;1
"831";811;1;1
"1656";1618;1;1
"2644";2570;2;3
"571";562;1;1
"1469";1435;3;1
"2050";1996;1;1
"519";511;3;1
"1371";1338;1;1
"3008";2929;1;1
"1892";1843;3;1
"1643";1606;3;3
"3143";3062;1;1
"3086";3006;3;1
"2101";2046;2;1
"377";373;3;3
"1866";1818;1;1
"367";363;2;1
"1728";1687;2;1
"444";440;1;1
"1129";1099;1;1
"1755";1713;2;1
"2104";2049;3;3
"1168";1138;1;1
"2082";2027;3;3
"797";780;1;1
"2987";2908;3;3
"799";782;1;1
"1241";1210;2;1
"1463";1429;3;3
"205";204;3;1
"2959";2880;3;3
"1674";1635;1;1
"2304";2243;3;3
"2946";2867;3;1
"289";287;2;3
"842";821;1;1
"3112";3031;2;1
"1556";1521;1;3
"2248";2189;1;1
"438";434;3;3
"2957";2878;1;1
"143";143;1;1
"1028";1003;3;3
"2394";2327;2;1
"999";976;3;3
"864";842;3;1
"99";99;1;3
"2755";2679;3;3
"2673";2599;2;1
"1589";1554;2;3
"55";55;3;3
"710";698;3;3
"1776";1734;2;1
"2596";2522;2;1
"2597";2523;1;1
"696";684;3;1
"628";618;2;1
"2373";2307;3;1
"392";388;1;1
"2747";2671;3;1
"1744";1702;1;1
"1428";1394;2;1
"1548";1513;1;1
"1193";1163;1;1
"268";266;3;1
"2778";2702;2;1
"975";952;3;3
"427";423;3;3
"1467";1433;3;1
"199";198;1;1
"598";589;1;1
"1673";1634;1;3
"1148";1118;1;1
"1092";1063;1;1
"1525";1491;1;1
"1655";1617;3;3
"185";184;1;3
"1616";1580;1;3
"1171";1141;1;1
"1937";1887;2;1
"613";604;3;1
"909";886;1;3
"348";346;1;1
"2074";2019;1;1
"1047";1021;1;3
"801";784;3;1
"2985";2906;1;1
"584";575;1;1
"2906";2828;1;1
"316";314;3;3
"2659";2585;1;1
"372";368;1;1
"1746";1704;3;1
"1642";1605;1;3
"846";825;3;1
"1687";1648;2;1
"1936";1886;1;1
"1742";1701;3;3
"657";645;1;1
"936";913;3;3
"2428";2359;2;3
"1026";1001;1;1
"2556";2483;1;3
"2538";2465;1;3
"1206";1176;2;1
"1754";1712;1;1
"411";407;2;1
"2436";2367;3;3
"2132";2077;3;1
"2088";2033;1;3
"2811";2734;2;3
"1142";1112;1;3
"1814";1770;1;1
"2761";2685;2;1
"2567";2493;2;1
"1342";1309;1;1
"2259";2200;3;3
"1830";1783;3;3
"1906";1857;3;1
"2431";2362;1;1
"490";485;1;1
"272";270;3;3
"1251";1220;1;3
"1374";1341;2;1
"2641";2567;1;3
"871";849;1;3
"1032";1006;3;1
"1325";1292;3;1
"165";164;2;3
"1351";1318;3;1
"1714";1674;1;1
"2707";2631;1;1
"3051";2971;3;1
"1322";1289;1;3
"2658";2584;1;1
"177";176;3;1
"311";309;3;3
"2568";2494;1;3
"1915";1866;3;3
"1740";1699;2;1
"2939";2860;1;1
"2406";2339;1;3
"383";379;1;3
"2617";2543;3;3
"2507";2435;1;1
"746";731;2;3
"239";238;2;3
"1704";1664;3;3
"2246";2187;1;1
"590";581;3;3
"1436";1402;2;1
"823";804;3;1
"1210";1180;1;1
"1901";1852;3;1
"2630";2556;3;3
"2930";2851;2;3
"1159";1129;2;1
"2209";2150;1;1
"1136";1106;3;3
"2806";2729;2;3
"2269";2210;3;1
"460";455;1;3
"103";103;1;1
"2007";1955;3;3
"250";248;1;1
"1013";988;3;3
"2748";2672;1;1
"3007";2928;1;1
"1919";1870;1;1
"5";5;2;3
"24";24;2;1
"3012";2933;3;1
"860";838;1;1
"2780";2704;3;1
"1700";1660;1;1
"1897";1848;1;1
"3043";2963;1;1
"173";172;2;3
"2664";2590;1;1
"2981";2902;3;1
"2407";2340;3;1
"415";411;1;1
"812";795;1;3
"1595";1559;2;3
"886";864;1;1
"1567";1532;1;3
"233";232;2;3
"991";968;3;3
"2729";2653;2;3
"522";514;3;3
"2998";2919;2;1
"541";533;1;1
"951";928;3;1
"772";756;3;3
"476";471;1;3
"130";130;1;1
"1518";1484;1;1
"2785";2709;2;3
"2287";2228;2;3
"2468";2398;1;1
"1295";1263;2;3
"2964";2885;1;3
"2528";2455;3;3
"1023";998;2;1
"2660";2586;1;1
"2942";2863;3;3
"1972";1921;3;1
"2882";2804;2;1
"604";595;1;1
"692";680;1;1
"288";286;1;1
"2366";2300;2;3
"844";823;1;1
"3072";2992;1;1
"1392";1359;2;3
"673";661;1;1
"3014";2935;1;1
"2863";2785;2;1
"436";432;1;3
"1827";1780;3;3
"2924";2845;3;3
"1509";1475;3;1
"1432";1398;1;3
"2595";2521;3;3
"441";437;1;1
"702";690;1;1
"2591";2517;2;1
"618";608;3;3
"2839";2762;1;3
"2903";2825;1;1
"2577";2503;1;1
"2714";2638;1;3
"2661";2587;3;1
"3050";2970;1;1
"81";81;2;1
"527";519;3;3
"762";747;1;1
"2635";2561;1;1
"719";707;3;3
"2848";2771;1;1
"1606";1570;3;1
"1190";1160;3;3
"1863";1815;3;1
"1918";1869;1;1
"3098";3017;1;3
"903";880;1;1
"1179";1149;1;1
"3110";3029;1;1
"34";34;1;1
"2905";2827;1;3
"1647";1609;2;1
"1845";1798;3;3
"461";456;3;3
"2487";2415;3;3
"400";396;1;1
"2810";2733;1;1
"2883";2805;1;1
"1980";1929;3;3
"635";623;2;1
"1519";1485;3;3
"2306";2244;1;3
"1946";1895;2;1
"305";303;1;1
"1859";1811;3;1
"2646";2572;1;1
"2230";2171;1;1
"2110";2055;3;3
"324";322;1;3
"3093";3012;1;1
"2405";2338;3;3
"1329";1296;2;1
"1948";1897;2;1
"2754";2678;3;1
"474";469;3;3
"1625";1588;2;1
"102";102;2;1
"2909";2831;1;1
"432";428;3;3
"1681";1642;1;3
"2322";2257;1;1
"2229";2170;1;1
"75";75;3;3
"170";169;1;1
"1414";1380;2;3
"1169";1139;3;3
"1506";1472;2;1
"2437";2368;2;3
"1999";1948;1;3
"1894";1845;1;3
"2502";2430;2;1
"1797";1753;1;1
"1837";1790;1;1
"718";706;3;3
"684";672;1;1
"2211";2152;2;1
"2835";2758;3;3
"147";146;2;1
"2337";2272;3;3
"876";854;1;3
"86";86;2;3
"1559";1524;3;3
"364";360;1;1
"1607";1571;1;1
"176";175;3;3
"2177";2120;3;1
"1565";1530;2;3
"1268";1236;2;1
"1499";1465;2;3
"1068";1042;3;3
"2663";2589;3;3
"430";426;1;1
"2122";2067;3;3
"2021";1969;3;1
"2517";2445;1;1
"2800";2724;3;3
"2626";2552;2;1
"1365";1332;2;1
"1904";1855;1;1
"1867";1819;2;3
"2759";2683;2;1
"1181";1151;1;1
"388";384;1;1
"2217";2158;2;3
"942";919;1;1
"226";225;3;1
"1083";1054;3;1
