"";"Observation.No";"Observed.y";"Predicted.y"
"1545";1510;1;1
"996";973;3;3
"1111";1081;1;1
"77";77;1;1
"2161";2105;3;3
"446";442;3;3
"2706";2630;1;1
"623";613;3;1
"3141";3060;1;1
"2347";2282;1;3
"540";532;3;1
"885";863;3;3
"1352";1319;3;1
"2477";2406;3;1
"1930";1880;1;1
"2046";1992;1;1
"27";27;2;3
"1236";1205;1;1
"1455";1421;3;1
"3091";3010;3;1
"3139";3058;2;1
"1630";1593;1;1
"738";723;1;1
"1149";1119;1;3
"1039";1013;3;3
"895";873;3;1
"341";339;1;1
"1570";1535;2;3
"760";745;1;1
"1678";1639;3;3
"602";593;1;1
"1968";1917;1;1
"181";180;2;3
"223";222;1;3
"1916";1867;1;3
"1635";1598;1;1
"3040";2960;1;1
"2793";2717;1;1
"2561";2487;3;1
"653";641;3;1
"988";965;1;1
"1527";1493;2;1
"989";966;3;3
"2686";2611;1;1
"2823";2746;2;1
"194";193;3;3
"2332";2267;1;1
"2359";2293;2;1
"2851";2773;3;3
"2460";2390;1;1
"114";114;3;1
"2174";2117;3;3
"2965";2886;2;3
"1934";1884;1;1
"1300";1268;2;1
"1942";1891;3;1
"54";54;1;1
"2481";2410;3;1
"2194";2136;3;3
"940";917;2;1
"1653";1615;1;1
"1423";1389;2;1
"1939";1889;1;1
"858";836;3;3
"2067";2013;1;3
"1882";1834;2;1
"466";461;1;3
"703";691;1;3
"1695";1655;3;3
"480";475;2;1
"1298";1266;3;3
"546";538;1;1
"2140";2085;1;1
"700";688;3;1
"2386";2320;2;1
"2024";1972;2;1
"793";777;3;3
"2640";2566;3;1
"395";391;1;3
"2075";2020;1;1
"2862";2784;1;1
"2994";2915;1;1
"1384";1351;3;1
"2827";2750;3;1
"2980";2901;3;3
"1283";1251;1;3
"2618";2544;2;3
"505";499;3;3
"624";614;2;3
"284";282;1;3
"2043";1989;1;1
"2547";2474;2;3
"2275";2216;2;3
"105";105;3;3
"2353";2288;3;1
"100";100;2;1
"201";200;2;1
"340";338;3;1
"1315";1282;3;3
"445";441;1;1
"826";806;3;1
"313";311;2;3
"1422";1388;3;1
"1265";1233;2;1
"227";226;2;3
"184";183;1;1
"1536";1501;2;3
"1178";1148;2;1
"1212";1182;2;1
"2026";1974;1;3
"1204";1174;3;3
"1884";1835;3;1
"342";340;3;1
"764";749;3;1
"1105";1076;1;3
"1870";1822;2;1
"1824";1778;3;3
"1441";1407;1;1
"2151";2095;3;1
"1777";1735;2;1
"2892";2814;3;3
"1496";1462;1;1
"2160";2104;3;3
"671";659;3;1
"1490";1456;2;1
"468";463;1;1
"666";654;1;1
"1115";1085;2;3
"658";646;1;1
"1145";1115;1;1
"1632";1595;1;1
"2205";2146;3;1
"188";187;1;1
"1748";1706;1;1
"2762";2686;3;1
"107";107;3;3
"8";8;1;1
"2233";2174;1;1
"109";109;1;3
"2670";2596;2;1
"156";155;3;1
"1963";1912;3;3
"2387";2321;1;1
"1994";1943;1;3
"1061";1035;1;1
"366";362;3;1
"97";97;1;3
"2413";2346;3;1
"668";656;1;1
"2443";2374;3;1
"2576";2502;2;1
"1008";984;2;3
"915";892;2;1
"168";167;3;3
"1281";1249;3;1
"2582";2508;2;3
"882";860;1;3
"512";505;1;1
"1575";1540;3;3
"3038";2958;3;1
"2051";1997;3;3
"101";101;3;3
"7";7;2;1
"1470";1436;2;1
"2226";2167;3;1
"3055";2975;1;1
"110";110;2;1
"2493";2421;1;3
"925";902;3;1
"535";527;1;1
"2669";2595;3;1
"79";79;1;1
"376";372;1;1
"2645";2571;2;3
"555";547;1;1
"3002";2923;1;1
"2638";2564;1;1
"518";510;3;3
"893";871;1;1
"708";696;1;1
"2204";2145;1;1
"64";64;3;1
"2016";1964;2;1
"2662";2588;1;1
"1188";1158;2;3
"2270";2211;1;1
"3061";2981;3;3
"2282";2223;2;1
"2907";2829;1;1
"733";719;1;1
"2006";1954;2;1
"1898";1849;2;3
"2055";2001;3;3
"1795";1751;1;1
"583";574;1;3
"2587";2513;2;3
"1025";1000;2;1
"2196";2138;1;1
"1693";1653;1;1
"1879";1831;3;3
"2522";2450;1;1
"2512";2440;1;1
"2113";2058;1;3
"3074";2994;1;1
"2463";2393;2;1
"2716";2640;3;1
"2134";2079;1;1
"1398";1364;1;1
"1100";1071;1;1
"42";42;1;3
"2696";2621;3;3
"1130";1100;1;1
"1833";1786;1;1
"2520";2448;2;3
"1302";1270;1;3
"1230";1199;3;3
"1684";1645;2;3
"362";358;2;1
"1108";1078;2;3
"3064";2984;1;1
"3073";2993;1;1
"2621";2547;1;1
"1450";1416;2;1
"1648";1610;3;3
"1182";1152;3;1
"2025";1973;3;1
"1707";1667;2;3
"3065";2985;1;1
"1716";1676;3;1
"276";274;1;1
"2198";2140;1;1
"2162";2106;1;1
"1412";1378;2;1
"1875";1827;1;3
"2897";2819;3;1
"2148";2092;3;1
"1357";1324;1;3
"1880";1832;3;3
"629";619;1;1
"61";61;2;1
"422";418;3;3
"2143";2088;3;3
"2984";2905;1;1
"785";769;3;1
"1727";1686;2;3
"897";874;3;3
"1174";1144;2;1
"1360";1327;1;1
"66";66;3;1
"1336";1303;1;1
"1058";1032;3;3
"2655";2581;2;1
"407";403;2;3
"2888";2810;1;1
"1544";1509;2;1
"1220";1189;1;1
"2455";2385;3;3
"431";427;3;1
"1124";1094;3;3
"758";743;3;1
"2542";2469;1;1
"135";135;3;3
"2265";2206;1;1
"2072";2017;1;1
"1851";1803;3;3
"1209";1179;3;3
"95";95;2;3
"2350";2285;1;1
"1905";1856;1;3
"2606";2532;2;1
"41";41;2;3
"1796";1752;3;3
"2970";2891;1;1
"1044";1018;2;1
"1819";1775;1;1
"1651";1613;1;1
"1479";1445;3;1
"1427";1393;1;3
"2976";2897;2;1
"829";809;1;1
"167";166;3;3
"1084";1055;1;3
"329";327;1;3
"1988";1937;1;1
"1275";1243;3;3
"482";477;3;3
"2041";1987;3;1
"2598";2524;1;1
"755";740;1;1
"2215";2156;2;1
"1260";1228;3;3
"2737";2661;1;3
"3085";3005;1;1
"4";4;3;1
"2665";2591;1;1
"1735";1694;3;1
"651";639;1;1
"2164";2108;2;1
"1624";1587;3;1
"3058";2978;1;1
"2185";2127;1;1
"594";585;1;1
"151";150;3;3
"2982";2903;3;3
"765";750;3;3
"3076";2996;1;1
"416";412;1;1
"958";935;1;1
"950";927;2;1
"1065";1039;1;1
"89";89;3;1
"574";565;1;1
"353";350;1;3
"74";74;2;3
"1135";1105;3;3
"2014";1962;1;1
"2622";2548;3;1
"2653";2579;1;1
"1701";1661;3;1
"830";810;1;1
"2250";2191;3;1
"2584";2510;2;1
"2516";2444;3;3
"2047";1993;3;3
"2127";2072;1;1
"1253";1222;1;3
"3094";3013;3;1
"477";472;3;3
"2756";2680;3;3
"157";156;3;3
"2188";2130;1;1
"453";449;2;3
"1020";995;1;1
"2093";2038;3;3
"271";269;2;1
"3097";3016;3;3
"3084";3004;2;3
"247";246;3;1
"2396";2329;3;3
"1369";1336;3;3
"2769";2693;1;1
"796";779;3;1
"2650";2576;1;1
"1664";1626;1;1
"2070";2016;1;3
"3121";3040;3;1
"448";444;1;1
"2935";2856;2;1
"1038";1012;1;1
"2812";2735;3;3
"945";922;1;1
"2738";2662;2;1
"2715";2639;2;1
"2390";2323;2;1
"164";163;1;3
"1185";1155;3;3
"2128";2073;3;1
"1698";1658;2;1
"2877";2799;1;1
"1305";1273;2;3
"2168";2112;3;1
"309";307;3;1
"773";757;3;1
"1353";1320;2;3
"2379";2313;1;1
"2656";2582;1;1
"557";549;2;1
"3082";3002;3;1
"2600";2526;3;3
"2446";2377;2;3
"937";914;3;3
"219";218;1;1
"2693";2618;3;3
"273";271;1;3
"968";945;3;3
"3115";3034;1;1
"997";974;1;1
