"";"Observation.No";"Observed.y";"Predicted.y"
"1658";99;1;2
"2328";1021;4;2
"1504";641;3;2
"1635";2683;2;1
"1129";2389;2;1
"583";1084;1;2
"1849";1824;1;2
"286";2074;3;2
"2412";3009;1;1
"2008";1103;2;2
"143";1384;1;2
"2353";1520;3;2
"1104";839;2;2
"468";2933;2;1
"297";141;1;2
"1376";49;2;1
"1785";2685;2;2
"628";2437;3;2
"3082";1063;2;1
"1832";372;1;2
"2728";1524;1;1
"652";337;1;1
"200";70;5;3
"1325";472;1;1
"2099";1301;1;1
"460";1243;1;2
"2137";258;2;2
"1531";1457;2;2
"2605";2320;3;2
"1222";1046;2;1
"2043";1212;2;1
"2278";954;2;2
"378";1946;1;1
"21910";2710;5;3
"34";525;3;2
"1970";1351;1;2
"1705";1140;1;2
"600";1657;2;2
"1207";283;1;1
"94";553;2;2
"563";1080;2;1
"1871";3338;1;2
"12710";3293;4;3
"171";2171;2;3
"995";242;3;1
"3040";2785;3;2
"4510";3046;3;3
"1817";2035;3;2
"1088";2260;2;1
"2330";1023;2;2
"2397";867;1;1
"2303";2121;2;2
"1127";685;2;2
"2510";1907;2;2
"1126";2387;1;2
"382";2614;4;1
"406";1957;2;2
"1903";742;1;2
"2797";2273;1;2
"3111";3353;2;2
"1782";906;1;2
"986";1322;2;1
"2413";1710;1;1
"940";4;2;2
"2077";2807;3;2
"14100";2145;2;5
"6100";3398;1;3
"4111";3381;4;5
"2600";1685;3;1
"1727";2745;2;1
"113";1731;1;1
"3811";3430;3;5
"1516";1097;3;2
"869";1596;1;1
"431";149;3;1
"270";1762;2;2
"2197";1899;1;2
"2281";2406;2;1
"811";1806;1;2
"186";67;3;2
"758";2617;1;1
"360";1940;3;2
"2931";2810;4;2
"587";454;1;2
"1184";687;2;1
"2660";3270;1;2
"722";1863;3;1
"2379";2045;4;2
"2579";403;2;2
"2136";257;1;1
"2585";2418;1;1
"1915";490;1;2
"2306";2124;2;2
"2822";506;1;1
"753";2257;3;1
"3071";2514;2;2
"2773";2809;2;2
"1037";3248;1;2
"1015";2489;2;2
"39";526;2;2
"23510";3202;5;3
"2529";1306;1;2
"179";1741;2;2
"1940";255;1;1
"2178";2042;2;3
"2947";2825;3;2
"641";3302;3;2
"795";95;2;2
"2385";934;3;2
"1590";814;1;2
"111";1381;3;2
"1372";45;2;1
"2168";1150;1;2
"14410";294;5;2
"1444";3069;4;2
"52";1360;3;3
"16010";724;5;3
"2628";3255;1;1
"1340";412;1;1
"2269";1620;1;1
"1571";664;1;2
"2809";2869;1;1
"655";2989;3;1
"1731";482;1;1
"1390";1967;1;2
"2201";2118;1;2
"3080";761;2;2
"2301";1470;2;1
"3014";3351;2;2
"2798";2274;2;2
"1515";1096;5;2
"572";1126;3;2
"1655";1435;2;2
"2154";2227;1;2
"23";1160;2;2
"2564";1335;2;2
"1499";1178;1;2
"553";2986;1;1
"2265";2499;2;3
"223";772;2;2
"9910";1744;4;3
"2584";2319;2;2
"3023";2283;2;2
"3311";3405;3;3
"2430";3240;2;2
"1378";51;1;1
"2986";2931;2;2
"3113";1727;2;2
"73";2156;3;2
"2580";2317;2;2
"3007";511;2;1
"1613";1349;3;2
"1977";2113;2;2
"2313";1770;1;2
"4911";3421;4;3
"1011";2940;2;1
"2561";2238;3;2
"1823";2111;2;2
"2606";2321;2;1
"24410";3320;5;3
"1863";210;2;2
"2483";1684;2;2
"772";1750;2;2
"49";1876;3;2
"239";1718;2;2
"554";2384;2;1
"946";1091;1;2
"2016";1837;3;2
"1175";928;2;2
"426";1788;2;2
"1969";1101;5;2
"2390";2408;1;2
"2519";2236;2;1
"232";2015;2;2
"2607";3032;1;1
"82";546;2;2
"4310";2815;3;3
"2840";2880;2;1
"1713";250;2;2
"2574";1307;1;2
"2047";3267;2;2
"11810";3036;4;2
"2106";1617;2;2
"768";1246;2;2
"237";808;2;2
"138";2168;3;1
"439";1039;1;1
"1328";1176;2;2
"2545";1278;2;1
"1098";3023;3;1
"3019";2279;1;2
"255";731;3;2
"931";1403;3;2
"2464";2129;1;2
"2864";2884;2;1
"2966";3033;1;1
"4";680;2;2
"347";993;2;2
"2646";211;3;2
"1739";904;1;1
"838";556;2;2
"2880";3112;2;2
"1076";466;1;1
"42";1359;4;2
"2316";2503;1;2
"1612";1490;2;1
"971";2536;1;1
"678";2184;3;2
"1383";3151;3;1
"2224";231;1;1
"7510";870;4;3
"3004";3285;3;2
"782";1800;1;2
"404";1955;2;2
"3058";1450;3;2
"817";126;2;2
"276";1637;1;2
"1664";880;2;2
"2255";2231;2;2
"25";536;2;2
"2182";2556;1;2
"9100";3199;1;3
"903";23;3;2
"2049";2774;3;2
"173";3224;1;1
"1071";2627;2;2
"1262";3006;2;1
"2081";2694;1;2
"2300";232;2;1
"1518";475;1;1
"2632";356;3;1
"53";1361;2;2
"711";1087;1;1
"1955";887;3;2
"1286";1432;2;2
"544";118;2;1
"156";1580;1;2
"888";2906;5;3
"879";635;1;2
"605";2712;1;2
"1265";2800;1;2
"2065";392;2;2
"1042";96;2;1
"8710";1340;4;3
"1490";176;2;1
"206";1072;1;2
"210";83;4;2
"472";2789;1;2
"1898";2690;2;2
"2830";1257;3;2
"66";543;1;2
"2439";1156;2;2
"2391";2409;1;1
"2996";3119;2;2
"1552";709;2;2
"1724";29;1;2
"2204";1187;2;1
"658";3305;2;2
"441";2788;2;2
"2272";950;1;2
"2958";1197;2;2
"2338";2270;1;1
"1623";1185;2;1
"5";2975;2;2
"1301";2543;1;1
"2019";2226;2;1
"2834";3110;2;2
"1195";2944;2;2
"15100";3379;2;5
"748";3295;2;2
"22101";3414;2;3
"1567";3080;3;3
"1387";3065;3;2
"1460";1252;4;2
"2790";1760;2;2
"322";384;4;2
"1901";2722;4;2
"1335";2674;1;2
"2571";2645;2;1
"2380";2046;3;2
"8101";3408;1;3
"1202";2017;2;2
"665";430;1;1
"2748";2865;2;1
"2223";2698;2;1
"19410";1745;5;3
"1343";166;2;1
"2038";3097;1;2
"574";1128;2;2
"2418";501;1;1
"2863";2883;1;1
"896";2094;1;2
"11";762;1;2
"1526";2720;1;1
"90";1370;2;2
"269";453;1;1
"2075";230;3;1
"1435";2947;1;2
"2320";2333;2;2
"1672";320;1;1
"267";451;2;2
"977";1663;2;1
"89";2159;2;2
"2626";3185;2;1
"2968";747;3;2
"2963";2338;1;2
"746";2255;2;1
"732";2254;2;2
"12410";3259;4;3
"112";1382;2;2
"4010";2609;3;2
"1326";1052;3;1
"2885";3193;1;2
"3051";1693;2;1
"36";2150;3;2
"901";1883;2;2
"1455";3074;1;2
"836";2349;2;2
"2515";1332;2;1
"1912";2445;2;2
"5411";3382;5;5
"60";2153;5;2
"2488";1330;2;2
"1179";877;3;2
"1063";2438;4;2
"1256";566;4;2
"1171";638;2;1
"449";114;2;2
"149";1738;1;1
"2588";2420;1;1
"2613";1713;1;1
"630";628;2;1
"818";127;1;2
"1106";27;2;1
"1151";1642;1;1
"1870";1892;4;2
"2760";593;3;2
"1814";2261;1;1
"2268";3254;1;1
"15210";516;5;2
"2934";961;2;2
"961";2534;1;2
"25100";846;3;3
"2669";1218;1;1
"3059";3035;2;1
"247";2325;1;2
"155";1385;1;1
"1640";3158;2;2
"2409";959;2;1
"2723";845;1;2
"1951";883;2;2
"10410";2086;4;3
"245";2828;2;1
"2659";3345;4;2
"2102";1303;2;2
"1543";901;2;1
"1846";1821;3;2
"1418";3250;1;2
"592";1916;2;1
"353";422;1;1
"2725";2736;2;2
"804";459;2;1
"123";2165;1;2
"1240";1013;2;2
"1560";2545;2;1
"78";2158;2;2
"2119";585;2;2
"13710";93;5;5
"395";2904;4;2
"2469";2133;2;2
"1125";18;1;5
"2389";938;2;2
"739";3053;2;2
"3611";3420;3;3
"2233";2361;2;2
"597";3322;2;2
"140";1736;1;1
"540";2460;1;1
"1773";1498;1;2
"1419";2104;2;2
"2612";2922;2;2
"2060";1870;4;2
"2476";1057;2;1
"824";133;2;1
"1524";2718;2;1
"2739";80;3;2
"2921";1447;3;2
"1123";316;1;1
"3078";1655;2;1
"1275";2670;2;1
"3074";1775;4;2
"446";111;1;2
"1527";7;1;2
"2724";2735;2;1
"14";1427;1;2
"1907";1602;1;1
"17410";1226;5;3
"557";2434;3;2
"235";717;1;2
"1288";1209;1;2
"1921";2549;1;1
"2003";1511;1;2
"2125";351;1;1
"1030";3056;1;2
"576";1081;2;2
"1964";670;2;2
"2198";1900;2;2
"16210";832;5;5
"2093";818;2;2
"2678";2728;1;2
"273";220;1;2
"2793";596;2;2
"312";94;2;2
"2267";2501;2;2
"2695";2477;1;2
"863";2187;3;1
"871";851;1;2
"813";462;2;1
"5211";3436;4;3
"145";3220;1;1
"1208";284;1;1
"1535";2948;1;1
"2518";2473;2;1
"476";2979;2;1
"209";805;3;2
"2495";2863;1;1
"2616";2653;3;2
"17210";1198;5;3
"1643";785;3;2
"5311";3377;5;3
"1587";782;2;2
"50";2151;4;2
"2225";794;2;2
"582";1481;3;2
"407";1958;3;2
"55";965;2;2
"1041";838;1;1
"1695";3357;4;2
"8010";982;4;5
"555";2385;2;1
"2503";2748;1;1
"17100";2814;2;3
"1840";3167;1;1
"6010";293;4;2
"947";2189;1;1
"756";161;1;1
"776";1660;1;2
"684";2530;1;1
"1908";75;3;2
"760";2003;2;2
"1077";1965;2;2
"1584";2022;1;2
"1034";3279;2;2
"829";1130;2;2
"335";2208;2;1
"982";3263;1;2
"1008";309;1;1
"2563";1334;1;2
"1577";2849;1;1
"11310";2816;4;3
"2113";949;1;2
"1740";905;2;2
"8110";1073;4;3
"190";1583;2;2
"1582";943;2;2
"2535";1107;3;2
"2283";1621;2;1
"3510";1920;3;3
"1807";2400;1;1
"2578";2647;1;2
"581";1083;2;1
"2749";2866;1;1
"730";2252;3;2
"119";2163;1;2
"151";1739;1;1
"438";1882;3;2
"5410";81;4;3
"924";2995;2;2
"1511";180;2;2
"9101";3413;1;3
"1246";2767;3;2
"1389";3067;1;2
"1598";441;1;1
"942";3278;2;2
"1949";881;2;2
"1284";2101;2;2
"389";2898;5;2
"17110";1170;5;3
"1530";437;1;1
"2314";744;3;2
"2256";3102;2;2
"3015";445;1;1
"402";1953;2;2
"130";1735;1;2
"23610";3214;5;2
"957";1321;1;2
"2327";2127;3;2
"640";2796;2;2
"3114";1728;1;2
"2444";1682;1;1
"902";1884;2;2
"3117";652;2;2
"1312";1266;2;1
"1756";1645;5;1
"725";123;1;2
"1808";2401;1;2
"2128";2913;3;2
"1187";2295;2;2
"926";2997;2;1
"2913";1630;2;2
"279";2067;2;1
"1255";565;2;2
"2487";1329;2;2
"2591";88;2;2
"715";1701;3;2
"16110";803;5;3
"2034";3093;3;2
"231";776;1;1
"1926";2693;2;2
"120";1572;1;1
"44";1163;2;2
"2312";2860;1;1
"22";2148;3;2
"923";2994;1;2
"2936";2423;1;1
"298";142;1;2
"11101";3423;1;3
"2714";2782;2;2
"2494";2862;1;1
"733";2216;3;2
"2447";891;1;2
"669";2966;3;2
"1278";1643;1;2
"491";2615;2;2
"204";2179;1;2
"882";1265;1;1
"802";1317;1;1
"1308";1251;1;1
"356";2595;1;1
"1496";1136;2;2
"978";1664;1;2
"2393";957;2;1
"2427";2861;2;1
"1229";6;1;2
"2565";1336;1;2
"2284";1650;3;1
"1948";1508;1;2
"409";1960;2;2
"3810";2567;3;2
"88";550;1;2
"1876";710;1;2
"2000";1186;1;1
"387";1;1;2
"2558";799;1;2
"626";2529;1;1
"450";1607;3;2
"405";1956;2;2
"265";3245;2;2
"7810";963;4;3
"2071";227;1;1
"3064";649;2;2
"383";297;3;2
"1313";1267;2;1
"107";1379;2;2
"1627";1053;1;1
"1539";317;2;1
"680";2186;1;1
"981";1765;2;2
"2843";507;2;1
"1710";247;2;1
"1729";1615;1;2
"1093";3148;1;2
"1522";2716;2;1
"3055";1261;2;1
"21010";2375;5;5
"2066";789;1;2
"2672";844;1;1
"2575";2778;3;2
"3126";3126;3;2
"502";302;1;1
"21810";2660;5;3
"2938";3015;2;1
"19510";1777;5;3
"287";2075;2;2
"1096";2354;3;2
"1249";2466;1;1
"2";1067;2;2
"1020";1406;1;1
"1449";2194;3;1
"168";1927;3;2
"1397";2677;2;2
"2729";1525;1;1
"2835";1285;3;2
"328";1937;2;2
"2785";3107;2;2
"1976";1725;1;2
"631";629;1;1
"1979";3362;1;2
"445";394;2;2
"1900";2721;2;2
"2419";1711;1;1
"2157";2953;2;2
"2789";3190;2;2
"1644";3206;2;2
"1105";26;2;1
"176";2173;2;1
"1095";941;2;2
"1318";613;2;2
"1320";1050;2;2
"1708";1468;1;1
"463";1592;1;2
"958";609;4;2
"24110";3287;5;5
"2856";1714;2;1
"676";199;2;2
"2497";823;2;2
"20410";2087;5;3
"2961";2336;2;2
"3039";2784;2;2
"1758";3162;2;2
"855";605;2;2
"2055";1850;2;2
"1551";708;1;2
"399";1950;4;2
"2983";868;3;2
"2262";3029;1;1
"386";897;1;1
"393";2902;1;2
"1070";2626;1;2
"351";2661;3;2
"1368";41;1;1
"2730";1526;2;1
"2434";3043;2;2
"2727";1523;3;1
"2820";3191;1;2
"832";202;2;2
"643";2663;3;2
"1124";3003;1;1
"2355";1305;1;2
"81";2894;3;2
"2526";575;3;2
"425";1787;1;2
"2022";494;1;1
"1457";1813;4;2
"1021";1407;1;2
"2297";795;2;2
"324";1466;1;2
"2700";2011;1;1
"2973";752;3;2
"796";872;5;2
"2888";2085;1;2
"17";1158;3;2
"2698";2733;1;1
"205";1071;3;2
"1487";3154;2;2
"3079";760;1;2
"1480";1237;4;1
"1403";1455;2;1
"1904";743;1;2
"2799";2275;2;2
"577";1082;2;2
"1933";2772;2;3
"2847";1528;1;1
"3061";2707;1;2
"735";1041;2;1
"23010";3018;5;3
"1798";2311;2;2
"603";2988;3;2
"1236";977;3;2
"18101";3394;2;3
"1462";366;3;2
"1002";778;2;2
"1934";2331;2;1
"3134";2454;1;2
"570";920;2;3
"2359";3342;1;2
"1890";3340;2;2
"23110";3037;5;2
"21100";3409;2;3
"234";835;2;1
"2932";1421;1;1
"4710";3292;3;3
"1989";3281;2;2
"319";2207;1;1
"1212";1132;2;2
"3063";1262;1;2
"794";2937;2;1
"1689";2030;3;2
"2829";1339;1;1
"250";726;3;2
"904";24;1;2
"1492";178;1;1
"1323";1134;2;2
"1820";2110;1;1
"1084";435;1;1
"1140";563;2;2
"132";3217;2;2
"1778";1503;1;1
"1242";3198;3;2
"1333";813;3;2
"28100";3380;3;5
"2816";2876;2;2
"2679";2729;1;1
"308";271;1;1
"2350";1517;2;1
"1402";1454;3;2
"1517";474;1;1
"1191";1888;1;2
"1144";1173;2;1
"2868";2888;2;1
"1576";2848;2;1
"4611";3406;4;3
"3081";1997;3;2
"24";535;2;2
"266";450;1;1
"257";1342;2;2
"1862";209;1;2
"1999";1836;2;2
"664";429;1;1
"59";1365;3;2
"1456";3075;2;2
"2935";2422;1;1
"3066";1912;3;2
"20310";2014;5;3
"2251";2699;3;2
"697";632;1;1
"1833";373;2;1
"1541";2224;3;1
"2241";2642;2;2
"939";3;2;2
"134";1576;1;2
"1087";1886;1;2
"517";1120;2;2
"178";1582;1;1
"2952";2511;5;2
"2557";798;2;2
"846";633;1;2
"1353";2742;1;1
"2619";578;1;2
"497";3246;2;1
"2238";591;2;2
"293";1038;1;2
"93";552;2;2
"303";147;3;2
"2364";1275;2;1
"779";1797;1;2
"352";421;1;2
"3052";713;2;1
"720";3136;2;2
"2768";2506;2;2
"2437";3369;3;2
"1788";484;3;1
"2474";1420;1;1
"1810";695;3;1
"876";1752;1;2
"197";1934;2;2
"2964";2339;2;1
"367";72;1;2
"1432";2678;4;2
"607";2346;2;2
"1005";559;2;2
"1112";3327;2;2
"2386";935;3;2
"1155";2464;1;1
"144";2169;1;2
"1210";1705;1;1
"26";537;2;2
"507";3129;1;2
"1309";28;2;1
"2015";3089;2;2
"1549";3252;1;2
"21310";2455;5;5
"1472";2299;2;2
"2388";937;3;2
"2138";3282;3;2
"1058";2943;1;1
"1375";48;1;1
"1293";3061;3;2
"1856";3174;3;1
"908";2352;4;2
"1928";182;3;1
"2206";2080;2;1
"921";1722;1;2
"3129";2752;2;1
"2378";2588;1;3
"1622";1184;1;2
"394";2903;2;2
"2956";1195;1;1
"2601";1603;4;1
"816";1595;1;1
"707";338;2;1
"1562";3334;2;2
"2928";360;1;2
"1100";2907;4;2
"1398";862;1;2
"915";1320;2;1
"20610";2181;5;3
"1085";1131;1;2
"1892";401;1;2
"2053";1848;2;3
"1122";315;1;1
"967";998;2;2
"1865";1143;1;2
"2633";2591;2;1
"22610";2827;5;5
"85";1369;3;2
"1646";2602;1;1
"685";3131;2;2
"2463";620;2;2
"2764";2370;2;2
"2404";2053;1;2
"3060";2658;1;1
"2671";3186;2;2
"14510";334;5;2
"184";65;3;2
"158";1923;2;2
"1950";882;1;2
"23810";3244;5;5
"2273";2403;2;1
"661";3354;1;2
"166";1925;3;2
"949";2191;2;1
"2091";3179;2;2
"2466";2131;2;2
"10810";2341;4;3
"58";1364;2;2
"2196";1898;2;2
"5010";14;4;3
"1842";3169;2;2
"1712";249;1;2
"2815";2875;1;1
"543";117;1;1
"2892";1715;2;2
"2190";266;1;2
"11000";3373;1;3
"17910";1341;5;3
"1573";666;2;2
"2783";2867;1;1
"2807";2451;1;2
"1824";2112;3;1
"2210";3211;1;1
"499";299;3;1
"2375";2585;1;1
"18100";2895;2;3
"564";2790;3;2
"1064";2439;2;2
"2023";1840;3;2
"2257";1254;2;2
"595";1399;2;1
"1709";103;2;2
"537";2457;1;1
"898";1485;1;1
"182";63;3;2
"1930";1674;2;1
"1032";3058;3;2
"2037";3096;1;2
"2471";2824;2;2
"2804";187;1;1
"2769";1442;2;2
"1947";1507;1;1
"2373";1651;1;1
"1600";2024;2;2
"2586";3012;1;2
"424";1786;3;2
"339";1201;1;2
"1017";2491;2;2
"1230";1766;4;1
"1193";1042;2;2
"2086";3178;3;2
"373";2832;2;1
"1235";1247;1;2
"2962";2337;2;2
"2560";2643;2;2
"3";1068;3;3
"256";3366;3;2
"1367";40;2;1
"2448";2128;3;2
"175";2172;1;1
"1420";2105;4;2
"131";16;3;2
"2152";2040;2;2
"606";2527;1;1
"1513";3155;1;2
"1298";3356;3;2
"2329";1022;2;2
"1665";3081;3;2
"609";1793;2;1
"953";2666;2;2
"1639";3253;2;2
"1219";1009;3;2
"2291";2407;2;1
"2470";2960;1;1
"3130";2753;1;2
"1237";1010;3;2
"2333";2266;2;2
"2753";824;2;2
"3049";1691;2;2
"964";1234;1;1
"2907";3289;2;2
"1217";1008;2;2
"11510";2896;4;3
"821";130;2;1
"2969";748;1;2
"27101";3375;3;3
"619";1129;3;2
"1768";668;3;2
"1290";1211;2;2
"2640";2607;1;1
"2716";1910;2;2
"2005";3209;1;1
"2410";2413;1;2
"69";1367;2;1
"1669";2851;1;1
"1559";2544;2;1
"3075";2139;2;2
"448";113;2;2
"456";735;2;2
"702";3135;2;2
"1873";2687;2;2
"1253";2840;1;1
"15810";704;5;3
"1759";3163;1;2
"1816";2854;1;2
"2163";2008;2;1
"719";1232;1;2
"1178";1175;2;1
"1160";3149;1;2
"2415";2364;2;2
"2094";1919;1;2
"1092";3147;1;2
"657";2991;1;2
"1891";3308;2;2
"135";1577;1;1
"9210";1464;4;3
"503";303;3;1
"110";1380;5;2
"2655";800;1;2
"1897";581;1;2
"2686";674;2;2
"529";1124;2;2
"12100";3310;1;5
"3001";3124;2;2
"721";1862;2;2
"1089";637;2;1
"2985";2930;3;3
"1043";97;1;2
"634";631;1;1
"3035";195;2;2
"1130";2390;2;2
"1520";477;2;1
"2882";3114;2;2
"1259";569;2;3
"2150";2038;3;2
"1742";2303;2;1
"3005";2705;2;2
"2801";2277;2;2
"1884";1415;1;1
"11910";3047;4;3
"2227";2758;4;2
"5710";216;4;3
"2334";2267;3;2
"1994";1831;2;1
"2541";2366;3;2
"1532";1458;2;1
"1659";100;2;1
"1813";1891;2;2
"2400";2049;2;2
"1510";707;1;2
"1344";167;2;1
"1611";1672;2;1
"559";1964;4;2
"358";423;2;2
"2211";1769;1;1
"1634";2682;1;1
"3511";3415;3;3
"2852";1157;2;1
"766";1089;1;2
"2124";350;1;1
"1910";909;1;1
"26101";3434;2;3
"2018";1839;2;2
"2145";2263;2;2
"2757";827;2;2
"1956";888;2;2
"2135";256;1;2
"1602";2026;2;2
"2715";2783;2;2
"2498";2235;2;1
"2056";1851;4;2
"2662";415;2;1
"2219";3180;5;2
"3036";196;2;2
"2920";357;1;1
"2044";1438;2;2
"1799";3337;2;2
"2531";504;2;2
"363";2976;1;2
"22710";2892;5;2
"301";145;2;1
"28";521;1;1
"1498";1177;1;1
"993";341;1;1
"500";300;1;1
"2321";442;2;1
"1972";1352;2;2
"2682";3187;1;2
"3093";2518;2;2
"550";2383;1;2
"185";66;4;2
"1024";854;1;2
"18210";1426;5;3
"1018";3139;2;1
"2780";1446;3;2
"1073";3326;2;2
"7910";968;4;3
"5511";3387;5;5
"22310";2786;5;5
"5610";197;4;2
"849";2741;2;1
"1685";3160;4;1
"2657";2808;2;2
"1678";616;3;2
"422";1784;1;1
"17310";1221;5;3
"2908";331;1;1
"1365";38;1;1
"1336";2675;1;2
"3310";1743;3;3
"2399";2048;1;2
"12210";3227;4;3
"1606";815;3;2
"3141";13;2;2
"126";57;2;2
"2648";940;3;2
"57";1363;2;2
"79";1166;3;2
"633";630;2;2
"2911";2963;2;1
"2738";675;3;2
"749";2531;1;1
"2340";1028;3;2
"331";988;2;2
"2088";328;2;2
"3043";759;2;2
"1431";580;1;2
"2533";2520;3;2
"2441";1679;3;2
"2752";2479;1;1
"2831";1258;2;2
"878";2797;3;2
"2484";1771;1;2
"46";539;3;2
"1812";1890;2;2
"1855";3173;2;2
"1316";1611;2;1
"689";2000;2;2
"2965";510;2;1
"1945";1974;2;2
"671";395;2;2
"809";1804;2;2
"2642";892;3;2
"1614";1350;3;1
"2490";796;1;2
"480";2983;2;2
"98";1374;2;2
"1131";2391;1;1
"2310";914;2;1
"127";2166;1;1
"799";875;1;2
"2525";2237;1;2
"177";2174;2;1
"2602";1604;1;1
"2693";2475;3;1
"5110";20;4;5
"3610";2012;3;3
"1797";3085;2;2
"2987";2564;1;1
"1853";3171;4;2
"20010";1922;5;3
"2690";1626;1;2
"854";1264;1;1
"1221";1045;1;2
"2231";3368;5;2
"61";966;1;2
"1991";1829;1;2
"516";1119;2;2
"1800";3358;2;2
"2644";1758;2;2
"1239";1012;2;2
"1866";1469;1;2
"2282";87;2;2
"3108";378;3;2
"738";3052;3;2
"1007";308;1;1
"2878";828;2;2
"2520";2054;3;2
"167";1926;4;2
"2286";646;2;1
"345";420;1;1
"2929";361;1;1
"2548";2416;2;1
"2904";2063;1;2
"355";2594;2;1
"11410";2826;4;5
"14710";381;5;3
"1825";1673;1;2
"1585";780;2;2
"866";463;2;1
"2562";1333;2;2
"2661";3346;3;2
"4100";3388;1;3
"1483";3251;3;2
"1704";1139;3;2
"1648";1019;3;2
"2902";3349;3;2
"1351";205;3;2
"1430";2441;3;1
"2424";77;1;2
"16510";917;5;2
"1521";389;2;2
"875";1751;1;2
"1561";1970;3;2
"1481";1238;2;1
"1621";400;3;2
"808";1803;1;1
"13101";3433;1;3
"8910";1389;4;3
"1188";2714;2;1
"23210";3042;5;3
"1993";1830;2;2
"3046";1858;2;2
"1938";253;2;1
"1319";614;1;2
"2993";1113;2;1
"1055";3141;1;2
"1975";1724;2;2
"911";2188;3;2
"30101";3390;3;3
"2009";2805;3;2
"2984";2929;4;2
"922";277;2;1
"548";2381;2;1
"698";655;2;2
"1261";3005;1;1
"261";3019;1;1
"2731";1527;1;2
"391";2900;2;2
"340";1202;2;1
"2146";1149;2;2
"16310";848;5;3
"1036";837;1;1
"249";725;3;2
"2326";2126;3;2
"2425";1622;2;1
"710";2596;1;1
"2709";1463;2;2
"1744";2305;2;1
"1906";1601;1;1
"740";1639;1;1
"1371";44;1;1
"164";3222;1;1
"22010";2738;5;3
"3065";650;2;2
"1197";974;3;2
"20210";1998;5;3
"785";2993;1;2
"5810";238;4;3
"1471";2298;2;1
"1696";1253;1;1
"388";918;3;2
"2420";1984;3;2
"648";3303;3;2
"401";1952;3;2
"1458";1814;2;2
"1663";879;3;2
"3025";1532;1;2
"1595";944;2;2
"2994";3117;2;2
"1297";3328;3;2
"1395";861;2;2
"467";2182;2;2
"1244";469;1;1
"2248";3028;1;1
"1656";2494;3;2
"1760";2911;3;2
"1474";1969;2;2
"23310";3048;5;3
"258";1076;3;2
"2948";2064;3;2
"736";925;5;2
"23710";3228;5;3
"1834";374;1;2
"930";1402;4;2
"2517";2472;1;1
"2653";3256;1;2
"2337";1026;2;2
"2917";1634;2;2
"2151";2039;2;2
"1445";1299;1;1
"975";3002;2;2
"2874";1993;1;2
"1815";2853;1;1
"703";433;1;2
"22100";54;3;2
"1791";487;2;1
"9710";1694;4;3
"1983";1977;2;2
"2438";3309;3;2
"1279";840;1;1
"83";547;1;2
"765";1088;3;2
"1555";1815;2;2
"13210";15;5;3
"1575";479;3;1
"1586";781;2;2
"2174";2957;1;2
"2643";2367;4;2
"18910";1606;5;3
"313";985;2;2
"970";1001;3;2
"2795";1256;3;1
"48";541;3;2
"801";1316;2;1
"2821";138;2;1
"1177";1174;1;1
"15";517;2;2
"2595";2650;2;1
"1421";1327;2;2
"16710";969;5;3
"1062";1297;1;2
"1851";1826;2;2
"2762";2368;2;2
"15710";679;5;3
"2527";576;2;2
"826";3021;1;1
"526";153;1;1
"1134";810;3;2
"1209";1704;3;2
"342";1204;3;1
"33";524;3;1
"1153";1917;2;2
"2758";1686;1;1
"220";769;3;2
"348";994;3;2
"859";973;2;2
"1016";2490;1;2
"2304";2122;1;1
"944";164;1;1
"1893";1436;1;2
"1167";859;3;2
"2890";1474;1;2
"686";3132;1;2
"8410";1225;4;3
"2491";697;2;1
"21610";2569;5;2
"2733";2924;2;3
"2779";1445;1;2
"2836";1689;2;2
"815";2620;2;2
"1145";468;2;1
"1010";836;2;1
"2576";1909;2;2
"338";2211;2;1
"1990";1828;2;2
"2433";1678;2;1
"506";3128;2;2
"13100";19;2;5
"781";1799;2;1
"2833";3192;1;1
"2307";3103;4;2
"384";895;1;1
"1";2147;1;1
"211";806;3;2
"2305";2123;2;2
"1477";2021;4;2
"114";1571;3;2
"2594";2649;2;2
"3095";1240;2;2
"11100";3299;1;3
"315";987;1;2
"3085";2709;2;2
"3018";2278;2;2
"679";2185;1;1
"226";716;2;2
"1838";207;1;2
"2592";89;3;2
"1743";2304;2;1
"2990";3116;3;3
"2532";505;3;1
"2859";1989;1;2
"1120";313;1;1
"956";2939;2;1
"13610";82;5;3
"1766";325;1;1
"2522";2056;3;3
"2462";619;3;3
"7710";916;4;2
"18";534;5;2
"1637";2632;1;2
"3136";2140;2;2
"3022";2282;1;2
"400";1951;2;2
"3710";2340;3;3
"2454";417;3;3
"307";270;2;2
"47";540;3;1
"1433";2679;1;1
"2346";2233;1;2
"139";1578;1;1
"1448";2193;1;1
"2980";2926;3;2
"2097";1056;1;2
"1172";639;2;2
"2216";793;2;2
"2618";577;3;2
"17710";1287;5;2
"23100";3419;2;3
"2567";2701;2;2
"1966";1098;1;2
"1380";53;2;1
"2308";912;2;2
"2903";3350;1;2
"990";2192;2;2
"133";1575;2;1
"1579";2578;2;1
"812";461;1;1
"1748";691;2;2
"1118";311;2;1
"712";1698;1;1
"1857";3175;2;2
"2275";951;2;2
"1507";865;3;2
"1056";3142;1;1
"2349";2362;2;2
"2090";2697;1;1
"1776";1501;1;1
"244";3275;2;2
"552";2985;1;1
"10010";1761;4;3
"2630";354;1;1
"1053";1669;2;1
"3034";194;2;1
