"";"Observation.No";"Observed.y";"Predicted.y"
"3110";3352;2;2
"2499";2448;3;2
"2794";625;1;2
"1937";252;3;2
"2810";2870;1;1
"1311";1049;1;2
"1694";3161;1;2
"1902";741;2;2
"486";2836;1;1
"1329";3329;2;2
"2263";2971;3;2
"2959";3283;2;2
"150";1579;3;2
"2100";582;2;1
"510";1962;3;2
"6610";447;4;2
"1679";617;3;2
"1896";2498;1;2
"1327";2007;1;1
"2481";1473;1;1
"2050";2775;2;2
"1470";2297;1;2
"726";124;1;2
"188";69;3;2
"2910";290;1;2
"1252";2946;1;2
"1260";570;3;2
"32";1356;2;2
"2906";1309;3;2
"374";2833;1;1
"1781";1506;2;2
"243";2344;2;2
"3133";2453;2;2
"2455";2917;3;2
"2322";443;1;1
"1359";3331;5;2
"218";767;4;2
"1698";618;2;2
"1632";2301;1;1
"2552";2316;1;2
"18510";1537;5;3
"2252";3181;1;1
"14610";364;5;2
"2142";1648;2;1
"2396";2410;3;2
"1149";2358;2;2
"1266";2801;3;2
"1299";1235;1;2
"1657";98;1;1
"763";3020;1;1
"3132";2452;2;2
"2318";1104;2;2
"160";1386;3;2
"2467";3344;2;2
"945";2095;2;1
"2521";2055;1;2
"19210";1717;5;3
"1484";388;2;2
"2405";1418;2;1
"2737";1911;1;2
"994";279;2;2
"1929";669;3;2
"1223";1047;4;1
"2930";362;1;1
"936";3001;3;1
"670";2967;3;3
"2435";1255;1;2
"1006";560;2;2
"6110";333;4;2
"2811";2871;1;1
"3138";291;1;1
"1924";2552;1;1
"2048";2773;2;2
"1101";2908;3;2
"19110";1695;5;3
"1881";2444;2;2
"2756";826;3;2
"455";734;2;2
"1775";1500;1;1
"1681";8;1;2
"242";2593;2;1
"19";1159;3;2
"3099";1860;2;2
"1467";2601;1;1
"157";1581;2;1
"999";342;2;1
"5111";3431;4;5
"2387";936;2;2
"1716";1493;1;1
"2708";3378;1;5
"2063";2747;1;1
"2572";1190;1;2
"299";143;1;1
"4511";3401;4;3
"2319";2332;1;2
"2294";3030;1;1
"527";154;1;1
"1174";2599;2;1
"2673";3371;2;2
"546";120;4;1
"504";2213;1;1
"2652";215;2;2
"2347";1709;1;2
"1967";1099;2;2
"3910";2592;3;3
"181";62;2;2
"2506";2751;1;1
"1826";2547;2;1
"1349";172;1;1
"2781";2656;1;2
"673";396;2;2
"819";128;3;1
"2456";2918;1;3
"1143";1093;1;2
"1764";323;1;2
"23910";3260;5;3
"1488";174;3;1
"1331";811;2;2
"857";607;2;2
"1794";3164;3;2
"1469";690;1;2
"1913";2691;1;2
"1117";310;2;1
"19610";1861;5;3
"1589";784;2;2
"1411";2744;1;1
"1707";1818;2;2
"1512";181;1;1
"833";203;2;2
"2017";1838;1;2
"2147";572;5;2
"212";2819;1;2
"2941";2335;2;1
"1894";1437;1;2
"1080";2541;2;1
"1451";3070;2;2
"27100";967;3;3
"912";1721;2;2
"822";131;3;2
"880";656;4;2
"2898";2244;1;1
"1953";885;2;2
"3062";2708;2;1
"2914";1631;2;1
"14310";268;5;3
"1847";1822;1;2
"2674";2724;3;2
"241";1656;1;1
"398";1949;3;2
"325";1227;2;2
"62";2154;2;2
"2280";2405;2;1
"790";2936;2;2
"364";981;1;5
"520";1999;2;1
"1936";251;1;1
"41";1358;2;2
"2384";933;1;2
"578";2461;1;2
"24210";3294;5;3
"304";148;2;2
"1109";136;3;2
"2032";3091;3;2
"2819";2509;3;2
"934";2292;2;1
"897";1484;1;1
"2030";1847;2;1
"452";1764;2;1
"729";2251;4;2
"1423";3205;2;2
"1346";169;2;1
"827";2347;2;2
"1605";2029;2;2
"1844";1819;2;2
"4210";2761;3;3
"675";397;3;2
"2711";2779;4;2
"454";733;2;2
"4711";3411;4;3
"1026";2621;2;1
"2832";1259;1;2
"1861";1600;2;1
"979";1665;2;2
"354";2248;1;2
"1231";73;2;2
"955";900;1;1
"1361";34;1;1
"2786";3108;2;2
"219";768;2;2
"2205";2079;1;1
"1156";2465;2;1
"1196";2945;2;2
"1652";2330;2;1
"1789";485;1;1
"1599";2023;2;2
"2706";1726;4;2
"2683";3188;1;1
"1199";976;3;2
"1391";2328;2;1
"845";3054;2;2
"2841";2480;1;1
"2872";1991;2;2
"2712";2780;2;2
"741";1640;4;1
"1107";135;1;2
"1369";42;1;1
"2324";2959;2;2
"1300";1236;1;1
"7100";2521;1;5
"10110";1878;4;3
"1540";318;1;1
"2072";1513;1;1
"974";2539;1;2
"2943";1635;1;2
"2293";499;3;1
"2215";1154;2;2
"2431";1031;2;2
"2988";2565;2;1
"1545";903;1;1
"2523";402;3;2
"2192";1894;2;2
"2875";1994;1;2
"2989";3385;3;5
"6311";3427;5;3
"2460";3044;1;1
"2838";2878;1;1
"645";1400;2;2
"2933";960;1;2
"2331";1024;3;2
"429";1791;2;2
"724";122;2;2
"1097";467;1;1
"121";1732;1;1
"2542";2314;2;2
"1829";369;2;2
"2946";802;1;2
"2949";1194;1;1
"667";432;2;1
"2417";500;2;1
"2184";260;2;1
"3047";1859;1;1
"1060";2624;1;2
"927";2998;2;2
"8610";1310;4;3
"1317";612;1;2
"18010";1390;5;3
"2261";497;1;1
"2787";3109;3;2
"1025";855;1;1
"2423";76;1;2
"154";60;2;5
"2302";2120;1;1
"2377";2587;1;2
"910";1597;2;1
"2173";2956;2;1
"1128";2388;2;2
"1050";562;3;2
"2186";262;1;2
"965";1702;1;2
"2361";1871;2;2
"2869";2889;1;1
"2070";1512;1;1
"361";1781;2;2
"1557";391;2;2
"1703";643;1;2
"1241";1014;1;2
"2098";3236;2;2
"2064";1055;3;2
"20";519;1;3
"1780";1505;2;1
"1269";1467;3;2
"1942";2582;1;1
"1133";2393;2;1
"1895";2497;2;2
"27";538;2;1
"1436";2803;1;2
"2883";3115;2;2
"80";1877;1;2
"4411";3396;4;3
"2999";3122;3;2
"842";602;2;2
"617";1040;1;1
"102";1167;2;2
"1920";2446;2;2
"1282";1325;2;1
"2451";672;3;2
"723";3137;3;2
"3127";2659;2;2
"2742";2241;1;1
"2014";3088;2;2
"1119";312;1;1
"2772";1110;2;2
"1767";326;1;2
"1408";3298;2;2
"1461";365;3;2
"1723";2033;4;2
"666";431;2;1
"2422";1986;2;2
"1686";2852;1;2
"2428";3238;1;2
"1082";3144;2;2
"2955";2137;1;1
"161";2170;2;1
"2703";2427;1;2
"2664";1213;2;1
"221";770;2;2
"1973";104;1;1
"225";773;3;2
"3041";92;2;2
"1784";1141;2;2
"7";2343;2;2
"369";1942;3;2
"2967";3034;1;1
"531";1313;1;2
"1121";314;1;1
"1690";2031;4;2
"2589";2421;1;1
"2851";1588;2;2
"1495";2630;2;2
"74";545;1;1
"810";1805;4;2
"2884";330;2;1
"104";1376;2;2
"1779";1504;2;1
"683";2485;3;2
"3128";3197;2;2
"1417";226;2;1
"390";2899;2;2
"457";736;2;2
"1523";2717;1;1
"2309";913;1;2
"30100";1589;3;3
"1429";1755;3;2
"1141";2798;2;2
"1617";2680;2;2
"1719";1495;2;2
"372";2831;1;1
"1158";1865;2;2
"883";2598;2;1
"2611";2921;5;2
"1248";3060;3;2
"2776";2062;2;2
"2923";1773;2;2
"86";548;1;2
"202";1070;2;2
"567";1344;1;2
"1270";1016;2;2
"998";245;3;2
"3135";416;2;1
"1831";371;2;2
"1978";3361;2;2
"12910";3311;4;5
"282";2070;1;2
"2440";3104;1;2
"991";241;3;2
"17101";3389;2;3
"22110";2757;5;3
"649";3304;3;2
"773";387;2;2
"625";2528;1;1
"2475";712;3;1
"3000";3123;2;2
"2604";1280;2;1
"1925";2692;2;2
"2837";2877;1;1
"492";425;1;1
"1514";2522;2;5
"1294";3062;2;2
"2114";86;2;2
"851";2288;1;1
"420";1782;2;2
"858";608;2;2
"306";269;2;1
"43";1162;1;2
"214";2821;2;2
"2105";1616;4;1
"2997";3120;3;2
"2546";1279;1;1
"302";146;1;1
"12610";3286;4;5
"611";2935;2;1
"650";1171;4;2
"2982";2928;3;2
"1267";436;2;1
"13010";3319;4;3
"2694";2476;1;1
"1506";864;1;1
"2704";2428;3;2
"1150";1864;2;2
"470";22;1;1
"233";834;1;2
"3140";12;2;2
"1366";39;1;1
"837";224;1;1
"3143";2374;1;2
"1443";2847;1;2
"1869";1146;2;2
"1718";1494;2;1
"1434";1586;1;2
"2814";2874;1;1
"1201";2822;2;2
"1941";2581;1;1
"2035";3094;3;2
"2924";91;2;2
"2803";186;1;1
"1348";171;2;1
"2203";2229;1;1
"1722";2032;1;2
"1218";3059;2;2
"2681";2731;1;2
"989";2005;2;2
"2570";2644;2;1
"385";896;1;1
"1459";473;1;1
"1054";3140;2;2
"1917";1459;1;2
"996";243;1;1
"3027";1534;2;1
"960";2533;1;2
"530";919;2;3
"18310";1465;5;3
"870";850;2;2
"430";2212;1;2
"15110";448;5;2
"1564";3077;3;2
"1954";886;2;2
"21710";2611;5;2
"6310";380;4;3
"3053";676;2;2
"97";1373;2;2
"1836";376;1;2
"444";1293;3;2
"447";112;1;2
"2079";2115;2;2
"2741";2962;2;1
"2406";1419;4;1
"2336";2269;1;2
"2266";2500;2;2
"21410";2482;5;2
"2853";2135;2;2
"2166";2914;1;2
"2663";404;2;2
"125";1734;1;1
"522";3230;2;2
"1968";1100;1;1
"1596";439;1;1
"14210";239;5;3
"22810";2897;5;3
"828";2938;3;1
"2871";2891;4;2
"54";1362;2;2
"201";3225;1;1
"2951";2510;5;2
"2489";1522;2;1
"14910";409;5;5
"2232";2641;2;2
"2153";2041;2;2
"1675";1767;1;2
"1692";2546;1;1
"2131";1855;1;2
"627";2436;1;2
"820";129;2;2
"1914";489;1;1
"984";2571;1;1
"3911";3435;3;3
"2226";821;1;2
"2901";509;2;1
"262";1936;3;2
"3112";1422;1;2
"1566";3079;2;3
"248";2524;1;1
"1843";3170;2;2
"1066";2098;3;2
"1405";2802;2;2
"246";2932;3;2
"19100";3399;2;3
"1726";1412;3;1
"1806";2399;2;1
"694";458;1;1
"45";1875;2;2
"294";1199;1;1
"565";2791;3;2
"2707";3257;2;2
"2031";3090;2;2
"10510";2146;4;5
"1572";665;3;2
"2134";2360;2;2
"1476";3152;1;2
"716";924;4;2
"891";1609;2;2
"2978";757;2;2
"1581";2580;4;1
"1181";1094;1;2
"137";3218;3;2
"2771";2507;2;2
"1790";486;1;1
"3137";1065;2;2
"1094";2016;4;2
"7310";723;4;3
"1666";3082;2;2
"848";1483;1;2
"2895";1035;2;2
"2209";3210;1;1
"1038";2573;5;1
"1243";3296;5;2
"1796";3084;3;2
"16610";964;5;3
"1373";46;2;2
"742";3232;2;2
"2180";2858;1;1
"841";601;4;2
"2408";2412;1;1
"3020";2280;2;1
"706";2002;2;2
"1226";2837;1;1
"727";125;2;1
"1607";480;1;1
"1475";1707;1;1
"2161";2723;1;2
"1556";390;2;2
"323";385;3;2
"2122";348;3;1
"1508";706;2;2
"1671";319;1;1
"2991";829;3;2
"7010";653;4;3
"2823";2322;2;2
"1592";1271;2;1
"2919";1772;2;2
"2250";2558;1;1
"1044";2096;2;2
"337";2210;2;1
"35";2149;2;2
"1339";2823;3;2
"925";2996;1;2
"1254";564;2;2
"2360";3343;2;2
"1287";1208;1;1
"17510";1242;5;3
"1358";1811;2;2
"1399";863;1;2
"2603";701;1;2
"2861";2881;1;1
"2027";1844;1;2
"196";1933;3;2
"1638";2633;2;2
"10101";3418;1;3
"3042";1260;2;2
"275";1479;2;1
"881";636;2;2
"311";3203;1;2
"514";1117;2;2
"1848";1823;2;2
"1079";2540;1;1
"2893";2243;2;1
"295";1200;2;1
"1859";2199;1;2
"2156";574;3;2
"1753";787;1;2
"1802";2396;1;1
"1542";1613;1;2
"3077";3242;2;2
"2876";1995;3;2
"1075";465;2;2
"2926";358;1;1
"3029";2138;2;1
"699";1294;3;2
"1450";2195;1;2
"1939";254;2;2
"1633";2631;1;2
"1580";2579;2;1
"2234";587;3;2
"2214";1153;2;2
"1228";2839;2;1
"778";1796;2;2
"2159";2955;1;2
"1280";739;3;2
"2220";496;1;1
"320";382;1;1
"3711";3425;3;3
"330";2247;1;1
"1466";2600;1;1
"350";996;3;2
"2509";1712;1;1
"192";2176;2;2
"2763";2369;2;2
"2826";1687;2;2
"194";2178;2;2
"2446";3370;2;2
"423";1785;1;2
"1985";1979;3;2
"366";1290;3;2
"76";2893;1;2
"1110";2462;1;1
"905";25;1;2
"792";434;3;1
"681";1697;2;1
"1031";3057;2;2
"3050";1692;1;1
"2507";2589;1;1
"274";1478;1;1
"2012";3086;2;2
"2445";1683;1;1
"2945";801;2;2
"2976";755;1;2
"2915";1632;1;2
"714";1700;1;1
"2937";3014;2;1
"932";1404;1;2
"465";1720;4;2
"1234";2765;3;2
"2916";1633;1;2
"252";728;1;2
"2845";1354;3;2
"1355";1808;2;2
"300";144;1;1
"1303";1095;1;1
"840";3233;2;2
"2556";797;3;1
"1422";3204;2;1
"1642";642;2;2
"2846";2657;2;2
"980";1666;1;2
"1396";2743;1;1
"1148";2357;2;2
"11710";3017;4;3
"556";3262;1;2
"2536";3364;1;2
"6710";515;4;2
"238";809;3;2
"1604";2028;2;2
"2925";2334;1;1
"3054";677;1;1
"2732";2923;2;2
"1238";1011;2;5
"1045";2097;2;2
"277";2088;1;2
"3084";512;2;1
"3103";869;1;2
"1674";322;2;1
"1554";3157;3;2
"14010";198;5;2
"11110";2610;4;2
"2218";2639;2;1
"1347";170;2;1
"2080";2116;2;2
"1653";2603;1;1
"3092";2517;1;2
"1987";2970;4;2
"814";1296;1;2
"2800";2276;2;2
"1009";1667;2;1
"437";1881;2;2
"1227";2838;1;1
"1291";470;2;1
"2977";756;1;2
"823";132;1;2
"973";2538;1;1
"786";898;1;1
"2443";1681;2;2
"656";2990;1;1
"1214";1005;3;2
"2011";2636;3;2
"2480";1472;1;1
"289";2077;1;2
"2828";1338;2;2
"334";991;1;1
"485";2835;1;1
"6810";532;4;3
"1882";3359;1;2
"2089";2696;2;2
"2235";588;2;2
"2634";2655;2;2
"327";2612;2;2
"594";1398;1;2
"3102";2813;1;2
"505";2214;2;1
"416";683;2;2
"1442";2846;1;1
"599";2739;2;1
"7610";893;4;5
"2622";622;2;2
"3211";3400;3;3
"1379";52;1;1
"326";1228;2;1
"1142";2799;4;2
"1204";2019;2;2
"368";1941;2;2
"2593";2648;3;2
"2366";1417;2;2
"1000";246;2;2
"2778";1444;1;2
"2095";3341;1;2
"1538";2443;2;2
"1152";2100;1;2
"5011";3426;4;3
"893";2093;2;2
"1001";777;3;1
"1971";1102;3;2
"23410";3127;5;5
"1974";105;1;2
"1878";1239;1;2
"2718";3348;2;2
"654";306;1;1
"2502";2449;2;2
"461";1244;3;1
"15310";533;5;3
"2458";414;1;1
"1454";3073;2;2
"3089";3195;2;2
"1220";1044;1;1
"807";1802;1;2
"1603";2027;4;2
"1048";2327;2;2
"16101";3384;2;5
"769";1747;2;2
"68";544;1;2
"479";2982;2;1
"3006";2706;2;1
"180";1742;1;1
"3120";1423;1;1
"1180";2394;1;1
"2059";1854;3;2
"954";2488;1;2
"1998";1835;2;1
