"Observation.No";"Observed.y";"Predicted.Prob";"Predicted.y"
1410;1;0,562592627617033;1
440;1;0,473934454242226;0
682;0;0,629154347965038;1
1659;1;0,466742081851526;0
101;0;0,446972149134129;0
1919;0;0,391380950281775;0
2098;0;0,380850020685487;0
2317;0;0,27937357816368;0
1097;0;0,437711329256842;0
1132;0;0,22924216590755;0
294;0;0,178572358930218;0
930;0;0,625761962848295;1
2069;0;0,167162212469374;0
609;1;0,5107548393049;1
177;1;0,701260825105456;1
1646;1;0,732375872768005;1
1281;0;0,444844291332313;0
477;0;0,5514343809107;1
533;1;0,671578818468717;1
1551;0;0,362964478952653;0
1316;0;0,344704357898667;0
277;1;0,506095585416458;1
1418;1;0,435382146611067;0
349;0;0,370126034190107;0
1029;1;0,33734011266239;0
790;1;0,411580007674963;0
740;0;0,452341599680981;0
341;0;0,464183057652579;0
1931;1;0,46894676481817;0
2208;1;0,28687622598724;0
436;0;0,390915589151428;0
596;1;0,597663597888296;1
786;0;0,458046571301515;0
1259;0;0,53275033741925;1
1787;0;0,30330101056156;0
1280;0;0,346912816347168;0
1228;0;0,595962914586171;1
1500;0;0,507307982217169;1
2040;0;0,529816106148781;1
168;1;0,494962623418197;0
485;0;0,295344841935874;0
36;0;0,357296036355158;0
829;1;0,464521688312019;0
667;0;0,30330101056156;0
1287;0;0,458068098340878;0
1067;1;0,584704487527066;1
447;0;0,371748015224489;0
567;0;0,185393516797559;0
1820;1;0,652354765358571;1
339;1;0,417573624833094;0
1863;1;0,42162529675268;0
21;1;0,367085321513154;0
348;1;0,548778276751144;1
1880;0;0,296946822771318;0
1766;0;0,29830272874922;0
1937;0;0,525330948740578;1
1338;1;0,347213284122068;0
1192;0;0,371748015224489;0
2;0;0,320815838180643;0
1292;1;0,661099498206798;1
2260;0;0,34284968059262;0
198;1;0,345675866123453;0
65;1;0,602501633149357;1
1726;0;0,352034978788748;0
1279;0;0,50337864871295;1
2141;0;0,389261794689241;0
1591;1;0,466742081851526;0
1075;0;0,329565468520642;0
943;1;0,497350706825351;0
696;1;0,305020666193066;0
445;0;0,313735156826828;0
1401;1;0,484447219751471;0
1949;1;0,467029426763046;0
1306;0;0,365376940566059;0
425;1;0,281741850210128;0
1744;1;0,669128567666987;1
913;1;0,333653048306265;0
2086;1;0,380850020685487;0
220;0;0,381151200064513;0
1265;1;0,546017160388617;1
2018;0;0,445259510797334;0
1849;0;0,491912606855196;0
1185;0;0,485974199785513;0
838;1;0,356048608256789;0
1943;1;0,587525847622069;1
1033;0;0,304842760919597;0
1423;0;0,215684250680244;0
1946;0;0,309441704984897;0
1331;0;0,385130919792713;0
1300;0;0,458068098340878;0
325;0;0,335044802589725;0
1317;1;0,474055039984915;0
839;0;0,431193977856345;0
364;0;0,528587729899677;1
568;1;0,400305660700013;0
1237;1;0,526555364635908;1
2163;0;0,473315310052598;0
424;0;0,52379035590757;1
1652;0;0,420077144914516;0
401;0;0,492745940129524;0
988;0;0,449621444250096;0
692;1;0,240738966246413;0
768;0;0,332978304022139;0
1634;0;0,462628082269442;0
615;0;0,542386984677652;1
2257;0;0,473812443367118;0
1910;0;0,391380950281775;0
2136;1;0,647906709026632;1
316;0;0,551323803914427;1
358;1;0,490175397348594;0
1841;0;0,355124558403223;0
1921;0;0,186550433361891;0
127;1;0,355124558403223;0
1973;0;0,418829611617585;0
408;0;0,314453456009793;0
52;1;0,685457838585946;1
371;0;0,31224049396112;0
109;1;0,210156465385423;0
700;0;0,44268987737045;0
927;0;0,336741671877507;0
723;1;0,434635865827291;0
2331;1;0,433100230762643;0
191;1;0,651582318514769;1
844;1;0,698621199148681;1
1492;1;0,460935095753807;0
50;1;0,643089880612591;1
1362;0;0,125425244378487;0
1404;1;0,301755485157056;0
68;1;0,726912603658094;1
1847;1;0,505262163486443;1
1253;0;0,296662658904054;0
1277;1;0,465076538776238;0
990;0;0,527029216077758;1
1950;0;0,514519518619688;1
247;1;0,362177707856482;0
986;0;0,441665348561039;0
460;0;0,483844877219816;0
1641;1;0,488612751111283;0
4;0;0,435983240573797;0
1215;1;0,559413090352782;1
1133;0;0,197526890217437;0
2010;0;0,491493224083813;0
2341;0;0,334126146907113;0
320;0;0,370126034190107;0
1704;1;0,558518649269156;1
1657;0;0,735604978316569;1
906;1;0,376957923482912;0
1339;1;0,45651325018955;0
98;0;0,370869922560609;0
1156;1;0,371748015224489;0
2105;1;0,355816706137926;0
825;1;0,652354765358571;1
1284;0;0,295738055673277;0
1018;0;0,216098116806864;0
1060;0;0,30696194165562;0
147;0;0,484005684577152;0
2223;1;0,28728435042028;0
1524;1;0,449078803024835;0
1990;1;0,522429971283103;1
940;1;0,458046571301515;0
1996;0;0,31224049396112;0
2240;0;0,28728435042028;0
607;1;0,353628853760917;0
887;0;0,580224540979252;1
895;1;0,5514343809107;1
2129;0;0,488612751111283;0
2278;0;0,480810901187973;0
717;0;0,443365996448955;0
1006;1;0,470643486309122;0
1305;0;0,50337864871295;1
629;0;0,487355135389752;0
2149;0;0,659316610535244;1
1974;0;0,400305660700013;0
2122;1;0,50196122799026;1
260;0;0,320815838180643;0
850;0;0,438711750601535;0
254;1;0,520046055657084;1
304;0;0,633004807083834;1
1270;1;0,295738055673277;0
1125;1;0,348743796009457;0
248;1;0,4816202819417;0
1160;1;0,592367920612234;1
2043;0;0,445259510797334;0
474;0;0,522183799236127;1
1983;0;0,446908185805506;0
135;0;0,336741671877507;0
2348;0;0,450856931783053;0
874;0;0,528587729899677;1
178;0;0,520046055657084;1
59;0;0,586191869477599;1
946;0;0,728745715790243;1
1938;0;0,309441704984897;0
754;0;0,355816706137926;0
1824;1;0,362964478952653;0
345;0;0,472201729006887;0
909;1;0,657910585937595;1
393;1;0,488306766835226;0
2337;1;0,295852588988912;0
2024;0;0,352514254864188;0
1748;0;0,66003266966956;1
271;0;0,506095585416458;1
1976;1;0,599973504894938;1
2220;0;0,201984029779939;0
992;0;0,294612518390472;0
94;1;0,66003266966956;1
2008;0;0,484447219751471;0
1127;0;0,348743796009457;0
859;1;0,472201729006887;0
1101;1;0,476805708384357;0
1351;0;0,123836478098604;0
2327;0;0,489144280963764;0
1470;0;0,22983180371471;0
833;1;0,230895995752381;0
1251;0;0,523495247185508;1
1;1;0,492076530706406;0
1079;1;0,497350706825351;0
601;1;0,560196665587593;1
822;1;0,305655455501404;0
1724;1;0,629154347965038;1
1908;0;0,446276308974867;0
2298;0;0,310033081411192;0
1346;1;0,438711750601535;0
1258;0;0,313012361183321;0
1117;1;0,555400984065461;1
915;1;0,699341737776142;1
1431;1;0,319318561761663;0
521;1;0,472339956545391;0
935;1;0,203312440577773;0
557;1;0,492712863211838;0
2144;1;0,560060016769646;1
1130;0;0,465912332812747;0
765;0;0,593172755510152;1
1058;1;0,383407037839547;0
1548;0;0,371200206362039;0
112;0;0,370869922560609;0
390;0;0,645512266975027;1
1118;1;0,441172966027468;0
2371;1;0,489144280963764;0
569;1;0,472339956545391;0
1493;1;0,6563758594438;1
90;1;0,312925840978759;0
1319;0;0,336741671877507;0
1834;0;0,512388300858962;1
1725;0;0,50196122799026;1
420;1;0,492076530706406;0
1893;0;0,28210255243885;0
347;1;0,378427728054033;0
2188;0;0,28687622598724;0
668;1;0,474055039984915;0
1628;1;0,368669348765252;0
1445;0;0,319318561761663;0
1835;1;0,467029426763046;0
1385;1;0,436521334805266;0
711;0;0,397296944524801;0
1487;0;0,500258300281557;1
2126;1;0,41605354866858;0
1745;1;0,281741850210128;0
1606;1;0,31659719536724;0
2315;1;0,450856931783053;0
1297;0;0,561642193355146;1
799;1;0,464521688312019;0
2030;1;0,453227794721234;0
62;1;0,309085119509568;0
323;0;0,630612204638474;1
1714;1;0,462628082269442;0
2209;0;0,602023959959863;1
158;1;0,584704487527066;1
1878;0;0,366722127654309;0
892;1;0,564604259745552;1
1649;0;0,310899177483958;0
1269;0;0,210054014459762;0
526;0;0,476820385428683;0
1572;0;0,474765790124582;0
487;1;0,311654098420224;0
1808;0;0,305655455501404;0
291;0;0,6563758594438;1
172;1;0,582382938329291;1
764;1;0,551323803914427;1
427;0;0,13870856471451;0
2199;0;0,28687622598724;0
1567;0;0,355816706137926;0
1070;1;0,372636499324389;0
2242;0;0,326777297904358;0
1195;0;0,33758631232204;0
1129;1;0,608724688833258;1
2073;0;0,182177459671034;0
289;0;0,467029426763046;0
1206;0;0,3392226436591;0
1765;0;0,281741850210128;0
140;1;0,625761962848295;1
1791;0;0,669128567666987;1
897;0;0,289748119904694;0
1020;1;0,54171225799402;1
722;1;0,610840198047398;1
71;0;0,631354862134395;1
324;1;0,733599766510819;1
1244;0;0,45651325018955;0
911;1;0,707092403406447;1
2205;0;0,178035633811391;0
346;1;0,528587729899677;1
192;0;0,582382938329291;1
2173;0;0,388486042469852;0
1002;1;0,732375872768005;1
1689;1;0,589175612105642;1
385;0;0,339677303996337;0
1335;1;0,438711750601535;0
1505;1;0,285906900183679;0
1525;0;0,364217131732528;0
1141;1;0,197526890217437;0
301;0;0,33734011266239;0
15;0;0,289748119904694;0
868;0;0,302667573217521;0
2230;0;0,38895987720028;0
1963;0;0,485666073518316;0
22;0;0,442957737217899;0
515;1;0,638153989159556;1
1970;0;0,400305660700013;0
763;1;0,633004807083834;1
1570;0;0,243774900887077;0
1247;0;0,483070205012172;0
1216;1;0,707843290270269;1
556;1;0,542386984677652;1
627;1;0,638153989159556;1
1962;0;0,446465152150604;0
1815;1;0,456520629567766;0
1780;0;0,595962914586171;1
688;1;0,547229337245296;1
1875;1;0,408660210578641;0
920;0;0,368669348765252;0
1673;0;0,407573129357522;0
923;1;0,535806649234135;1
980;1;0,474975105128089;0
170;1;0,362177707856482;0
845;1;0,3392226436591;0
2221;1;0,434759547985789;0
146;0;0,571681367606387;1
223;0;0,362177707856482;0
1303;1;0,274504669532235;0
2349;1;0,47113056925993;0
103;1;0,73422263285691;1
231;1;0,597678580097289;1
2134;1;0,576191073960391;1
2135;1;0,294612518390472;0
184;1;0,651582318514769;1
1587;1;0,633004807083834;1
1916;0;0,581770812089294;1
1654;0;0,355816706137926;0
1906;1;0,550982399609878;1
1595;0;0,196049454657089;0
1152;0;0,319586727308057;0
2066;0;0,638153989159556;1
2359;0;0,334126146907113;0
2218;1;0,38895987720028;0
1140;0;0,336595202596707;0
1576;1;0,474765790124582;0
1897;0;0,296946822771318;0
2216;0;0,38895987720028;0
165;0;0,582382938329291;1
303;1;0,391709732853552;0
2032;0;0,572114203849745;1
1663;1;0,661623052760006;1
196;1;0,344547909140313;0
652;0;0,134040249811299;0
1579;0;0,33734011266239;0
2169;0;0,220403307014981;0
1078;0;0,30696194165562;0
1495;1;0,6563758594438;1
1348;0;0,3392226436591;0
2234;1;0,178327636840205;0
1687;1;0,489144280963764;0
2003;0;0,473430666292551;0
476;1;0,463503618162325;0
1580;0;0,531149846762604;1
1624;0;0,444639157579497;0
2362;0;0,593134519164348;1
1528;0;0,441665348561039;0
2365;1;0,334126146907113;0
1557;1;0,445388855669386;0
846;0;0,706382640957622;1
34;0;0,449621444250096;0
1516;1;0,562799173268599;1
2031;0;0,471123912457468;0
2370;0;0,511588233809188;1
1490;1;0,486910835236532;0
1449;0;0,58870162795558;1
201;0;0,4816202819417;0
162;0;0,370405963368844;0
1323;0;0,299318473518737;0
503;0;0,470643486309122;0
2015;1;0,612661719884603;1
1968;0;0,170168353519422;0
1309;1;0,636288086930973;1
1914;0;0,42162529675268;0
508;1;0,451471096336023;0
202;1;0,409268434318474;0
450;0;0,336595202596707;0
25;0;0,367085321513154;0
43;1;0,391816252872208;0
296;1;0,735604978316569;1
2001;0;0,446465152150604;0
527;0;0,413094915129133;0
2011;0;0,301755485157056;0
744;0;0,31659719536724;0
1263;0;0,274504669532235;0
1158;1;0,530319466782138;1
673;0;0,625761962848295;1
1861;1;0,477815160937005;0
686;1;0,725034071951009;1
38;1;0,568545523914875;1
45;1;0,580081552918179;1
209;0;0,362177707856482;0
442;0;0,371748015224489;0
1895;1;0,383736887309379;0
899;1;0,605372554044813;1
819;1;0,456520629567766;0
378;1;0,695651999877566;1
1028;0;0,506095585416458;1
1275;0;0,281792382413949;0
171;0;0,622599272467578;1
809;0;0,456520629567766;0
1376;1;0,453227794721234;0
1915;1;0,495801782326538;0
2148;0;0,503524530600119;1
1004;0;0,629154347965038;1
996;0;0,368669348765252;0
620;1;0,449127326848292;0
1674;0;0,489144280963764;0
1290;0;0,50337864871295;1
1823;1;0,476538921799798;0
2161;0;0,326338757966885;0
1267;1;0,483070205012172;0
1364;0;0,296088327492429;0
257;1;0,281741850210128;0
472;0;0,522183799236127;1
2236;0;0,632116120409037;1
58;0;0,34284968059262;0
2269;1;0,237384163563842;0
1899;1;0,42162529675268;0
1644;1;0,707092403406447;1
37;0;0,293062163892799;0
1612;1;0,48253201320392;0
1315;1;0,579572074604823;1
1924;0;0,296946822771318;0
731;1;0,196049454657089;0
695;1;0,41605354866858;0
975;1;0,56679659079005;1
2020;1;0,50953539810818;1
1211;1;0,515158232426808;1
875;0;0,333124899684181;0
360;1;0,370126034190107;0
1299;0;0,483070205012172;0
1669;1;0,334126146907113;0
1611;0;0,334511183613735;0
1088;0;0,391816252872208;0
1720;0;0,310899177483958;0
47;1;0,289748119904694;0
761;0;0,506095585416458;1
1135;0;0,355052856797874;0
931;0;0,545746860884873;1
1935;0;0,367085321513154;0
1379;1;0,445259510797334;0
2239;0;0,675128674909244;1
370;0;0,335044802589725;0
1039;0;0,334511183613735;0
344;0;0,510573214914577;1
138;0;0,266392145697262;0
104;1;0,615473405565811;1
2037;0;0,318258858253496;0
250;0;0,622599272467578;1
1788;0;0,492076530706406;0
2109;0;0,159875177746382;0
2164;1;0,342400541448029;0
199;1;0,4816202819417;0
1881;0;0,509151117990839;1
2151;0;0,389261794689241;0
462;0;0,501883394269581;1
208;1;0,651582318514769;1
1561;0;0,3203121705955;0
1302;1;0,427140200917022;0
934;1;0,570496719567859;1
2194;1;0,342400541448029;0
2083;0;0,37252703577655;0
1170;0;0,371748015224489;0
1052;0;0,329565468520642;0
318;1;0,661623052760006;1
1537;1;0,293062163892799;0
213;0;0,455676124287992;0
475;0;0,35689742720811;0
735;0;0,527905197004124;1
1933;1;0,574526821671081;1
586;0;0,400305660700013;0
959;1;0,542656064878559;1
75;1;0,73422263285691;1
1337;0;0,3392226436591;0
362;0;0,700654955110375;1
1801;1;0,583210667517146;1
1666;0;0,270412127594232;0
1065;0;0,246401808765911;0
535;0;0,274938053242846;0
1276;0;0,419278862702723;0
544;1;0,515158232426808;1
368;0;0,510573214914577;1
878;0;0,474765790124582;0
1231;1;0,644588960918394;1
1575;1;0,531149846762604;1
1874;0;0,42162529675268;0
858;1;0,503524530600119;1
482;1;0,605372554044813;1
1032;1;0,661623052760006;1
1391;1;0,54117555974734;1
506;1;0,589175612105642;1
1872;0;0,383736887309379;0
900;0;0,634902762062308;1
1640;0;0,368669348765252;0
211;0;0,463675009665688;0
1149;1;0,530319466782138;1
714;1;0,469213440233147;0
2276;0;0,526186811809829;1
1056;0;0,728745715790243;1
8;0;0,281741850210128;0
529;1;0,438711750601535;0
2180;0;0,342400541448029;0
631;0;0,332458851294931;0
1225;1;0,435983240573797;0
1037;1;0,610840198047398;1
1325;0;0,438711750601535;0
1320;0;0,512388300858962;1
82;0;0,631354862134395;1
1314;0;0,174372916548027;0
2355;0;0,425210620507677;0
1656;0;0,355816706137926;0
394;0;0,338558792887436;0
367;1;0,659316610535244;1
628;0;0,505396380255156;1
813;0;0,623398836588832;1
353;0;0,335044802589725;0
105;1;0,615473405565811;1
406;1;0,661623052760006;1
166;0;0,370405963368844;0
921;1;0,512388300858962;1
1800;1;0,502863690745066;1
758;1;0,243774900887077;0
1717;0;0,707092403406447;1
721;1;0,716865266741443;1
1703;0;0,629154347965038;1
2307;0;0,300827417284047;0
1953;1;0,336741671877507;0
1257;0;0,617282448655839;1
1702;1;0,629154347965038;1
1025;1;0,281741850210128;0
879;0;0,661623052760006;1
807;0;0,464521688312019;0
17;1;0,367085321513154;0
434;1;0,494226029423659;0
1679;0;0,116746866787114;0
245;1;0,606575666881638;1
355;1;0,548778276751144;1
926;0;0,336741671877507;0
1055;1;0,571681367606387;1
1183;1;0,313735156826828;0
18;0;0,525330948740578;1
292;0;0,46894676481817;0
1219;0;0,293062163892799;0
950;0;0,176872724453839;0
1742;0;0,467029426763046;0
2213;0;0,120824779537598;0
1397;1;0,710845777319169;1
1695;0;0,220758983247083;0
1987;1;0,290794499590905;0
151;0;0,364387371870195;0
579;0;0,435382146611067;0
1907;0;0,314186367821998;0
1792;1;0,696281460542912;1
1511;0;0,33214032056597;0
593;0;0,297106381577713;0
510;1;0,348743796009457;0
1112;1;0,332978304022139;0
893;0;0,345558936332149;0
1814;1;0,456520629567766;0
359;0;0,528587729899677;1
2078;1;0,638153989159556;1
1340;1;0,30564914329009;0
2219;1;0,702008455927638;1
332;1;0,630612204638474;1
27;1;0,545541057246956;1
794;1;0,653747895971137;1
1016;0;0,492076530706406;0
2300;1;0,480848035546938;0
1957;0;0,457102819872888;0
363;1;0,528587729899677;1
1128;1;0,348743796009457;0
1543;0;0,401138136731272;0
561;1;0,542386984677652;1
1198;0;0,491912606855196;0
1862;0;0,42162529675268;0
1664;1;0,506095585416458;1
1406;0;0,50953539810818;1
633;0;0,46699982230293;0
2097;0;0,243774900887077;0
1036;0;0,451327963480502;0
1444;0;0,446465152150604;0
1480;0;0,486910835236532;0
2120;0;0,576191073960391;1
1359;0;0,296088327492429;0
2146;1;0,577717391190279;1
56;0;0,302784643221032;0
1547;1;0,598496893441412;1
142;1;0,458046571301515;0
11;1;0,501883394269581;1
2354;0;0,334126146907113;0
286;0;0,492076530706406;0
1521;1;0,488306766835226;0
2285;1;0,55493719840905;1
2183;0;0,602023959959863;1
738;1;0,507618665177209;1
580;1;0,531031532821124;1
995;1;0,732375872768005;1
671;0;0,11796220771571;0
1830;1;0,453763530915303;0
1691;0;0,310899177483958;0
60;0;0,473812443367118;0
1312;0;0,336607797354106;0
207;1;0,362177707856482;0
317;0;0,506095585416458;1
848;0;0,161370108881039;0
1650;1;0,352034978788748;0
