"";"Observation.No";"Observed.y";"Predicted.y"
"49";1326;0;1
"2676";1948;1;1
"2628";2319;0;1
"1571";483;1;1
"799";639;1;1
"629";1167;1;1
"2606";1656;1;1
"1082";2236;0;1
"2287";1613;1;1
"2925";1668;0;1
"1598";315;0;1
"1536";2108;0;1
"1991";1289;0;1
"1745";1643;1;1
"2396";1727;1;1
"1286";1016;0;1
"1804";1717;0;1
"2241";1887;0;1
"74";393;0;1
"3084";374;0;1
"2056";1310;1;1
"1417";152;1;1
"1661";63;1;1
"818";79;0;1
"1485";933;1;1
"2021";2001;1;1
"1717";2287;1;1
"604";1629;0;1
"1003";1801;1;1
"1919";1035;0;1
"724";76;1;1
"1127";496;0;1
"1723";1439;0;1
"1529";482;1;1
"2054";1308;1;1
"1938";172;1;1
"2697";1953;0;1
"2941";1669;0;1
"2835";2210;1;1
"1291";340;1;1
"1765";229;1;1
"2973";549;1;1
"2908";235;1;1
"582";1050;1;1
"1531";1033;0;1
"87";397;0;1
"192";1544;0;1
"1378";32;0;1
"2398";1451;0;1
"1289";866;0;1
"2084";2263;1;1
"887";653;1;1
"2771";1792;0;1
"936";2143;0;1
"109";840;1;1
"210";51;1;1
"383";205;1;1
"1792";2157;0;1
"1575";346;1;1
"869";1127;1;1
"3090";1797;0;1
"1569";1779;0;1
"196";1364;1;1
"51";1527;1;1
"1219";730;0;1
"1228";2024;1;1
"1937";171;1;1
"708";240;1;1
"697";460;0;1
"1616";1280;0;1
"428";1261;0;1
"1508";513;0;1
"693";668;0;1
"854";906;1;1
"2507";1848;1;1
"1236";705;0;1
"2205";1474;0;1
"1653";1858;1;1
"1406";2352;1;1
"1188";1942;1;1
"1671";225;1;1
"757";106;0;1
"207";585;1;1
"2467";2372;0;1
"778";1267;1;1
"2011";1882;0;1
"2124";248;0;1
"1335";1912;0;1
"792";309;0;1
"2314";544;1;1
"1019";999;0;1
"1668";2034;0;1
"509";1384;0;1
"2983";634;1;1
"1812";1336;1;1
"2261";361;1;1
"772";1231;0;1
"219";561;1;1
"1780";1070;1;1
"3021";1625;0;1
"2734";2089;0;1
"425";1258;0;1
"2956";853;1;1
"2078";1500;1;1
"900";783;0;1
"3024";1627;0;1
"2546";917;1;1
"2203";1585;0;1
"2185";179;1;1
"2176";1763;1;1
"457";536;1;1
"2987";1831;1;1
"1008";215;1;1
"1551";515;1;1
"942";2334;1;1
"138";1539;1;1
"1753";577;0;1
"301";91;1;1
"2368";2148;1;1
"2079";1501;1;1
"3000";2222;1;1
"1375";30;1;1
"1514";1998;1;1
"2424";49;0;1
"790";2097;1;1
"626";1807;0;1
"601";1481;1;1
"2251";1932;0;1
"1743";1641;1;1
"252";529;1;1
"2209";2288;0;1
"2253";2269;1;1
"1905";2353;1;1
"386";652;1;1
"2401";1454;1;1
"2790";1239;1;1
"730";1604;1;1
"2088";232;1;1
"84";975;0;1
"3029";1520;1;1
"656";2135;0;1
"1015";1778;0;1
"155";987;0;1
"853";1632;1;1
"1640";2248;1;1
"563";776;0;1
"2622";452;0;1
"2409";694;1;1
"2449";471;0;1
"57";2066;0;1
"902";1332;0;1
"642";1902;0;1
"499";207;0;1
"2025";1301;1;1
"1771";1064;0;1
"2850";1087;0;1
"2915";1149;0;1
"3083";766;1;1
"1634";1917;0;1
"3011";1163;1;1
"952";1904;0;1
"3111";2380;0;1
"745";104;1;1
"103";980;1;1
"805";332;1;1
"1092";2239;1;1
"102";1523;1;1
"791";1776;1;1
"1221";753;0;1
"733";1574;1;1
"2878";606;0;1
"2511";1352;0;1
"1282";947;0;1
"1154";1354;1;1
"276";1152;0;1
"1757";1157;1;1
"3014";2378;1;1
"216";558;0;1
"1750";504;0;1
"1561";1392;1;1
"1601";1431;1;1
"2603";510;0;1
"3016";320;0;1
"2974";550;0;1
"1277";1910;0;1
"421";1254;0;1
"1200";863;1;1
"2142";1159;1;1
"1111";1759;0;1
"319";1567;0;1
"2433";1180;1;1
"2230";1885;0;1
"217";559;1;1
"1550";2304;0;1
"822";82;1;1
"1972";964;1;1
"1676";758;0;1
"432";96;1;1
"504";1573;1;1
"291";922;0;1
"122";1536;0;1
"378";1372;0;1
"1916";1563;0;1
"2425";1143;1;1
"2674";1947;0;1
"2145";1612;0;1
"1749";503;1;1
"2184";178;1;1
"2321";316;1;1
"1146";1578;1;1
"2604";918;1;1
"3041";59;1;1
"2399";1452;0;1
"840";2302;0;1
"1184";498;1;1
"655";2134;1;1
"1393";1913;0;1
"1610";1175;1;1
"490";1735;0;1
"2095";2369;0;1
"3112";1011;0;1
"3036";128;1;1
"3095";888;0;1
"2732";2087;1;1
"3097";1468;0;1
"2290";1504;0;1
"1436";1997;0;1
"1040";2102;1;1
"62";1529;0;1
"2721";764;1;1
"1166";628;0;1
"2762";1690;1;1
"119";2394;1;1
"1959";244;1;1
"1519";345;1;1
"2064";759;1;1
"1249";1762;0;1
"467";1547;0;1
"922";190;1;1
"2733";2088;0;1
"680";1550;0;1
"396";1373;0;1
"1658";61;0;1
"2319";1666;0;1
"2685";491;0;1
"2713";1982;0;1
"1383";2243;1;1
"1211";1204;0;1
"1917";1034;0;1
"2688";1595;1;1
"3015";319;0;1
"2141";1079;1;1
"1978";2387;1;1
"181";39;0;1
"1326";757;1;1
"2621";451;0;1
"881";463;0;1
"218";560;1;1
"267";323;1;1
"519";804;0;1
"3126";2224;0;1
"1102";2077;1;1
"1885";1005;0;1
"741";1153;0;1
"2795";899;1;1
"2376";1845;1;1
"466";301;1;1
"3081";1412;0;1
"1301";1817;0;1
"1703";468;0;1
"325";878;1;1
"464";1124;1;1
"482";188;0;1
"2033";2198;0;1
"2876";1410;1;1
"3030";125;0;1
"2144";1611;1;1
"345";298;0;1
"912";1211;1;1
"2343";1349;1;1
"93";399;1;1
"705";1415;1;1
"2646";140;0;1
"1537";1745;1;1
"2833";2275;1;1
"2049";1976;0;1
"1890";2368;0;1
"295";857;1;1
"832";132;0;1
"1206";193;1;1
"2074";155;0;1
"2910";200;0;1
"549";1701;1;1
"855";439;0;1
"1897";419;1;1
"2276";689;1;1
"3049";1193;0;1
"1299";883;0;1
"243";1674;0;1
"1687";1973;0;1
"2266";1785;0;1
"1355";1274;1;1
"2597";1895;1;1
"891";1136;0;1
"682";1774;1;1
"1076";337;1;1
"306";183;1;1
"1853";2258;1;1
"2357";1447;0;1
"1706";1281;1;1
"1000";166;0;1
"996";164;1;1
"1552";516;1;1
"3005";1935;0;1
"203";2299;1;1
"223";565;1;1
"1857";2262;1;1
"2071";153;1;1
"2921";1028;1;1
"2055";1309;1;1
"13";1329;1;1
"1164";2165;0;1
"85";976;0;1
"749";1809;1;1
"1114";1906;0;1
"2220";360;0;1
"532";101;0;1
"974";1814;1;1
"1120";219;0;1
"281";1470;0;1
"788";241;1;1
"379";203;0;1
"2302";1505;0;1
"1097";338;1;1
"555";1704;1;1
"703";308;0;1
"228";566;0;1
"1507";633;0;1
"1115";1907;1;1
"266";322;0;1
"2693";1768;1;1
"2520";1458;0;1
"2160";1178;0;1
"2992";797;1;1
"2477";1517;1;1
"10";436;1;1
"1785";1920;1;1
"587";326;0;1
"1776";1068;0;1
"244";2332;1;1
"280";1469;0;1
"2757";605;1;1
"2703";1736;1;1
"2381";617;0;1
"1984";1399;1;1
"70";1530;0;1
"163";2399;0;1
"2233";1686;0;1
"977";1170;1;1
"272";145;1;1
"2165";1883;0;1
"460";890;1;1
"479";2128;1;1
"663";305;0;1
"961";1811;0;1
"1238";732;1;1
"576";777;1;1
"2773";2003;1;1
"91";2410;1;1
"1913";1926;0;1
"2428";2307;0;1
"701";2311;1;1
"2305";1506;1;1
"2748";2047;0;1
"1756";1156;1;1
"2029";1305;0;1
"508";2096;1;1
"905";14;1;1
"2476";761;1;1
"1845";1283;0;1
"454";533;1;1
"3116";474;0;1
"1969";789;0;1
"2754";603;1;1
"2325";1508;1;1
"1471";1638;1;1
"839";403;1;1
"1258";410;1;1
"1993";1291;1;1
"1497";909;1;1
"2114";53;1;1
"2128";2080;0;1
"1501";847;1;1
"2048";1975;1;1
"879";462;0;1
"1593";912;1;1
"2882";2213;0;1
"520";1413;0;1
"2108";684;0;1
"2900";370;1;1
"1813";1337;1;1
"1901";1946;0;1
"418";1228;0;1
"2731";1085;1;1
"461";891;1;1
"2504";1962;0;1
"2466";1514;0;1
"2444";1184;0;1
"830";2155;0;1
"2028";1304;0;1
"489";2391;0;1
"1108";109;0;1
"303";93;1;1
"339";858;1;1
"2800";1622;0;1
"1032";2177;0;1
"2412";2149;0;1
"631";456;0;1
"2316";1788;1;1
"2639";160;0;1
"242";1851;1;1
"2468";1515;0;1
"657";2136;0;1
"1263";2325;0;1
"2440";2204;0;1
"2199";1347;1;1
"152";36;1;1
"2920";254;0;1
"2255";1587;0;1
"2832";902;0;1
"234";611;1;1
"2247";2158;0;1
"1330";2360;1;1
"897";1053;0;1
"2007";1339;1;1
"2644";1237;1;1
"875";1232;0;1
"1556";278;0;1
"108";1533;0;1
"991";162;1;1
"1987";2120;0;1
"2575";1979;0;1
"9";1328;1;1
"2751";2331;0;1
"2364";915;1;1
"947";1552;1;1
"1639";2317;0;1
"1090";477;1;1
"1871";2366;0;1
"675";283;0;1
"2403";1456;0;1
"3002";608;0;1
"3064";473;0;1
"771";1230;0;1
"1585";573;1;1
"1080";1815;1;1
"2351";1081;0;1
"2667";871;1;1
"1503";481;0;1
"2239";431;0;1
"1152";1488;1;1
"2480";1045;0;1
"2590";2152;0;1
"326";879;0;1
"110";984;1;1
"205";771;1;1
"1273";1057;1;1
"447";70;0;1
"1416";151;1;1
"986";945;0;1
"714";1199;0;1
"450";1134;1;1
"3055";904;0;1
"2393";692;1;1
"159";1358;0;1
"609";1264;1;1
"2004";1244;0;1
"2902";2376;1;1
"2705";57;0;1
"804";331;1;1
"2346";1589;1;1
"2452";1590;1;1
"517";803;0;1
"2796";1619;0;1
"535";102;1;1
"1858";1213;0;1
"180";1227;0;1
"1636";1919;0;1
"36";1522;0;1
"2747";2046;0;1
"178";1121;0;1
"2159";2113;1;1
"1423";2284;0;1
"2918";2122;0;1
"939";1;0;1
"2786";2208;0;1
"2592";56;1;1
"1422";2283;0;1
"2960";2339;0;1
"2219";2267;0;1
"481";2019;0;1
"647";1957;0;1
"2856";1208;1;1
"1788";351;1;1
"1660";62;1;1
"831";131;1;1
"695";1125;1;1
"2445";1185;0;1
"2853";1518;0;1
"994";191;1;1
"1695";2384;0;1
"2916";1150;1;1
"2710";851;0;1
"123";1537;1;1
"221";563;1;1
"1829";262;1;1
"1245";1970;0;1
"2804";123;1;1
"265";2309;0;1
"346";715;0;1
"1586";574;1;1
"2817";17;1;1
"144";1540;0;1
"2060";1324;0;1
"2919";1247;1;1
"2387";676;1;1
"2744";2205;0;1
"2075";156;1;1
"1964";489;0;1
"2570";1888;0;1
"202";770;0;1
"719";881;0;1
"1050";407;1;1
"2791";290;1;1
"2434";2167;0;1
"589";2355;0;1
"1819";1496;1;1
"2626";2271;1;1
"606";1805;1;1
"2121";359;0;1
"965";1201;0;1
"2454";2082;0;1
"1";1524;1;1
"1366";23;0;1
"2993";798;1;1
"255";531;0;1
"2385";674;1;1
"1727";1960;0;1
"1141";1993;0;1
"2300";157;1;1
"2358";1448;0;1
"2975";551;0;1
"3051";1195;0;1
"2469";1516;0;1
"752";1168;0;1
"2638";159;0;1
"888";2075;0;1
"1427";2362;0;1
"2999";2221;0;1
"1093";2240;0;1
"2186";180;1;1
"1462";260;1;1
"802";941;0;1
"2711";1980;1;1
"1149";1684;0;1
"691";666;0;1
"101";386;0;1
"2235";427;1;1
"1122";221;0;1
"597";2356;0;1
"1927";2119;0;1
"588";327;1;1
"146";2295;1;1
"195";1363;0;1
"1297";2358;1;1
"132";2291;0;1
"2756";604;1;1
"829";807;0;1
"514";801;0;1
"157";2397;0;1
"2442";1182;0;1
"3120";1012;0;1
"1137";1577;0;1
"3070";1795;1;1
"2481";1046;1;1
"1721";1236;1;1
"3060";1899;0;1
"1354";2303;0;1
"966";1202;0;1
"1449";1557;0;1
"2815";2055;0;1
"2924";58;1;1
"2295";2162;0;1
"2558";584;0;1
"969";722;0;1
"1322";810;1;1
"1573";485;0;1
"1860";1562;0;1
"131";2123;1;1
"2938";2153;1;1
"734";1575;1;1
"2150";1443;1;1
"2341";745;1;1
"761";1868;1;1
"491";1865;1;1
"413";1699;0;1
"2666";870;1;1
"2820";2274;1;1
"756";105;0;1
"2210";2289;1;1
"1724";16;0;1
"2933";695;1;1
"1317";444;0;1
"1596";314;1;1
"2009";2000;0;1
"1202";1425;0;1
"1234";1969;0;1
"596";665;0;1
"1864";818;1;1
"1078";1388;0;1
"553";2132;1;1
"2133";1825;1;1
"1281";2026;0;1
"2197";1345;1;1
"1352";1030;1;1
"390";2068;0;1
"2127";251;0;1
"3013";511;1;1
"944";108;0;1
"2889";67;1;1
"2125";249;0;1
"232";1423;0;1
"661";2381;1;1
"42";969;0;1
"1180";1713;0;1
"2629";1594;0;1
"2067";579;1;1
"3043";554;1;1
"1603";1433;0;1
"1013";724;1;1
"2990";2215;0;1
"973";1813;0;1
"1961";245;0;1
"1736";47;1;1
"18";2403;0;1
"1932";357;0;1
"1392";931;0;1
"963";882;0;1
"892";1483;0;1
"3080";555;1;1
"915";943;1;1
"1232";1427;1;1
"240";1210;0;1
"399";1376;0;1
"2373";1162;0;1
"784";2137;0;1
"302";92;0;1
"1563";2363;0;1
"1670";52;1;1
"1957";648;1;1
"349";718;0;1
"783";1705;1;1
"2911";2117;0;1
"2245";1402;1;1
"1356";1275;0;1
"721";1318;1;1
"1898";1925;0;1
"2313";1245;0;1
"1612";1059;0;1
"310";187;0;1
"1441";2030;0;1
"1396";1958;0;1
"2324";2116;0;1
"1294";2180;1;1
"643";1903;0;1
"502";209;0;1
"2260";198;0;1
"2894";748;1;1
"2118";423;0;1
"1128";1707;0;1
"1095";680;1;1
"2229";1179;1;1
"1481";886;0;1
"153";2281;1;1
"2652";143;1;1
"1308";896;0;1
"2087";1978;0;1
"2098";2305;0;1
"1887";2039;0;1
"233";610;1;1
"983";876;0;1
"327";1863;0;1
"1174";1855;1;1
"1380";34;0;1
"1613";962;0;1
"856";440;0;1
"128";1115;1;1
"945";1484;1;1
"2553";793;0;1
"2812";2053;1;1
"92";398;0;1
"1295";2181;0;1
"2587";1732;1;1
"1135";1968;1;1
"2284";1161;1;1
"848";1052;0;1
"1495";1877;0;1
"113";1218;1;1
"766";782;0;1
"2861";2060;0;1
"3050";1194;0;1
"2909";236;0;1
"1923";1821;0;1
"30";380;1;1
"315";711;1;1
"1445";932;0;1
"927";2140;0;1
"2836";1191;1;1
"2363";914;0;1
"1935";358;1;1
"2031";2197;0;1
"2899";796;1;1
"814";929;1;1
"1036";613;0;1
"2323";318;0;1
"932";998;0;1
"135";1118;1;1
"554";1703;0;1
"1207";194;1;1
"2565";954;0;1
"1237";731;1;1
"2838";2057;0;1
"970";723;1;1
"1628";814;1;1
"2418";364;0;1
"330";1600;0;1
"793";928;1;1
"3040";1984;1;1
"2143";1160;1;1
"344";1251;0;1
"380";204;0;1
"2596";1894;0;1
"1872";1921;0;1
"2559";1462;0;1
"293";749;0;1
"1530";312;0;1
"720";2231;1;1
"704";995;0;1
"2742";1596;0;1
"2961";1670;1;1
"2132";1824;0;1
"2555";1461;0;1
"1511";116;0;1
"2681";1952;1;1
"2768";1791;1;1
"1553";2246;0;1
"1650";1323;0;1
"2366";1006;1;1
"1440";2029;0;1
"769";1229;0;1
"1949";642;1;1
"605";1940;0;1
"1802";1715;0;1
"2044";1019;0;1
"1973";65;0;1
"2855";1147;1;1
"1387";2183;1;1
"731";1605;0;1
"2010";1881;1;1
"1048";1662;0;1
"950";1661;0;1
"2883";2214;0;1
"338";1571;1;1
"1160";2241;0;1
"1980";2388;0;1
"1005";404;1;1
"2026";1302;0;1
"967";721;0;1
"1351";134;1;1
"1433";1915;0;1
"1684";2249;1;1
"1074";627;0;1
"2411";1729;0;1
"1936";170;1;1
"112";985;0;1
"2179";660;1;1
"1343";110;1;1
"2043";868;0;1
"1379";33;0;1
"437";1330;0;1
"1894";1018;1;1
"2315";1787;0;1
"2370";523;0;1
"405";1379;0;1
"3143";1695;0;1
"1275";1908;0;1
"2097";760;0;1
"2801";1623;1;1
"2859";1407;1;1
"2967";2164;1;1
"351";1901;1;1
"1904";543;0;1
"2131";1313;0;1
"1826";1819;1;1
"1963";247;1;1
"1292";417;1;1
"1377";31;0;1
"2344";1350;0;1
"2427";2044;1;1
"1251";2313;1;1
"2394";693;1;1
"982";2324;0;1
"2691";1238;1;1
"558";1866;1;1
"1253";2025;0;1
"1851";1287;0;1
"2221";1586;1;1
"679";1549;1;1
"689";1414;1;1
"3093";1800;0;1
"2516";1765;1;1
"1799";2365;0;1
"1321";756;0;1
"797";637;1;1
"607";1676;0;1
"3135";297;0;1
"307";184;1;1
"1463";261;0;1
"143";2395;0;1
"1029";2174;1;1
"1836";269;1;1
"1773";1066;0;1
"2997";2219;0;1
"2571";1889;0;1
"1021";1001;1;1
"229";567;0;1
"1855";2260;0;1
"440";1985;0;1
"2464";1512;0;1
"1276";1909;0;1
"2391";1726;1;1
"594";993;1;1
"431";95;0;1
"1755";1440;0;1
"1100";2076;1;1
"2265";1784;1;1
"2694";1769;0;1
"2272";687;1;1
"43";836;0;1
"1006";405;0;1
"2782";1751;1;1
"2379";1449;0;1
"2311";2042;1;1
"753";1607;0;1
"1995";1292;0;1
"1262";2146;1;1
"2513";365;0;1
"3039";1983;0;1
"424";1257;1;1
"403";1378;0;1
"1054";2232;0;1
"140";1223;0;1
"1187";1636;1;1
"2972";548;0;1
"2462";449;0;1
"32";967;0;1
"1758";2251;0;1
"930";996;0;1
"1215";727;1;1
"1592";911;0;1
"335";1568;0;1
"321";272;1;1
"2333";1615;1;1
"1517";343;0;1
"1951";644;0;1
"3063";905;1;1
"120";1114;0;1
"633";458;0;1
"2337";742;0;1
"2001";1074;0;1
"1217";729;0;1
"200";44;1;1
"796";636;0;1
"1465";961;1;1
"50";1526;0;1
"1110";1758;1;1
"1398";630;1;1
"1094";1424;1;1
"124";1220;0;1
"1298";2383;1;1
"320";271;0;1
"652";239;1;1
"1866";1042;0;1
"1652";1665;1;1
"958";442;1;1
"3027";1089;0;1
"3121";1013;0;1
"1865";819;1;1
"1002";571;1;1
"382";1864;1;1
"2746";545;0;1
"256";2390;0;1
"2526";414;0;1
"329";1366;1;1
"1033";1003;1;1
"419";68;1;1
"2907";2342;0;1
"2649";8;0;1
"2486";850;0;1
"861";2341;1;1
"1361";19;1;1
"2821";88;0;1
"2465";1513;1;1
"2367";1649;0;1
"2728";1084;0;1
"1581";1842;1;1
"204";1546;0;1
"1545";655;0;1
"78";1532;0;1
"1316";1138;1;1
"406";1380;0;1
"1399";631;0;1
"1461";259;0;1
"743";1265;0;1
"4";1802;0;1
"2600";1187;1;1
"33";382;0;1
"22";2411;0;1
"1064";1743;0;1
"357";937;0;1
"1869";821;1;1
"1682";7;0;1
"940";2;0;1
"1948";1073;0;1
"1924";1822;0;1
"527";100;0;1
"1955";647;1;1
"2256";2202;1;1
"316";147;0;1
"1158";1321;0;1
"3140";9;1;1
"1816";2037;0;1
"2518";1766;0;1
"246";2095;1;1
"640";1991;0;1
"1443";2031;0;1
"2479";1044;1;1
"2662";296;0;1
"2880";2212;1;1
"2783";2049;1;1
"984";1835;0;1
"2169";826;0;1
"2217";598;1;1
"623";2171;0;1
"361";1252;0;1
"1754";578;1;1
"1030";2175;0;1
"1911";659;0;1
"1735";595;0;1
"2858";1406;1;1
"1109";86;1;1
"220";562;0;1
"1619";1017;0;1
"765";781;1;1
"2327";1510;1;1
"2957";854;0;1
"173";2297;0;1
"1578";1840;0;1
"333";713;0;1
"2227";1966;0;1
"651";238;0;1
"117";2290;1;1
"423";1256;0;1
"580";1049;0;1
"368";1369;1;1
"1068";1128;0;1
"1847";1285;0;1
"1332";592;0;1
"624";880;1;1
"1134";590;1;1
"2979";553;1;1
"2146";824;0;1
"161";1541;0;1
"285";1472;1;1
"1647";737;1;1
"2940";697;1;1
"1372";28;1;1
"2027";1303;1;1
"2285";120;1;1
"1038";1836;0;1
"2115";1748;0;1
"208";557;1;1
"71";877;1;1
"2275";688;0;1
"116";1967;1;1
"628";1742;1;1
"2168";825;0;1
"237";588;0;1
"2781";1898;0;1
"619";806;0;1
"283";1471;0;1
"1886";2038;1;1
"7";1673;0;1
"3132";1752;0;1
"2727";1083;0;1
"2554";747;0;1
"602";2133;1;1
"336";1569;0;1
"852";1631;0;1
"1920";1747;0;1
"1212";809;1;1
"1906";1131;0;1
"1875";1924;0;1
"1664";641;0;1
"2640";1861;1;1
"2271";829;0;1
"2174";2115;1;1
"1204";1426;0;1
"949";1554;0;1
"866";334;0;1
"1558";2326;0;1
"956";2100;1;1
"2365";916;1;1
"1142";1994;0;1
"52";970;1;1
"2837";2056;0;1
"2345";1351;0;1
"2803";122;1;1
"1012";2101;1;1
"19";833;1;1
"2172";1421;1;1
"2708";1037;1;1
"2538";199;1;1
"2019";1582;1;1
"2223";1931;1;1
"427";1260;1;1
"1105";15;0;1
"27";389;0;1
"2903";2377;0;1
"188";43;0;1
"2085";2264;0;1
"581";779;1;1
"1674";227;1;1
"638";1989;0;1
"2698";1954;1;1
"1880";1782;0;1
"595";994;0;1
